거래ID,고객ID,거래일,거래금액,카테고리,결제방법
T002267,C00060,2023-04-27,296523.0,전자,간편결제
T002268,C00164,2023-06-24,103864.0,식품,현금
T002269,C01508,2023-03-11,233213.0,식품,간편결제
T002270,C01212,2023-12-19,187642.0,식품,카드
T002271,C01482,2024-01-08,249928.0,식품,카드
T002272,C00712,2023-06-17,109990.0,생활,카드
T002273,C01871,2023-07-17,190302.0,식품,카드
T002274,C00007,2023-06-19,304057.0,뷰티,간편결제
T002275,C00975,2023-02-21,255624.0,의류,간편결제
T002276,C01392,2023-05-22,222140.0,식품,간편결제
T002277,C01078,2023-03-03,423025.0,식품,카드
T002278,C01926,2023-02-06,108919.0,생활,카드
T002279,C01593,2023-10-02,390719.0,식품,간편결제
T002280,C00437,2023-11-30,91637.0,전자,카드
T002281,C01973,2024-01-03,50389.0,뷰티,간편결제
T002282,C00934,2023-05-09,190066.0,의류,간편결제
T002283,C01511,2024-04-04,211863.0,생활,간편결제
T002284,C00814,2024-03-23,287116.0,생활,간편결제
T002285,C00734,2023-05-13,147312.0,전자,간편결제
T002286,C01515,2023-02-24,175068.0,전자,카드
T002287,C01315,2023-07-21,111018.0,전자,간편결제
T002288,C00193,2023-06-02,191576.0,식품,카드
T002289,C00667,2023-05-22,150536.0,식품,간편결제
T002290,C01954,2023-10-29,309207.0,의류,카드
T002291,C00256,2024-05-28,409050.0,의류,카드
T002292,C01078,2023-10-06,451156.0,의류,간편결제
T002293,C01604,2023-08-17,223928.0,생활,간편결제
T002294,C01272,2023-08-13,6966.0,생활,간편결제
T002295,C00324,2023-04-28,137388.0,뷰티,현금
T002296,C01723,2023-12-13,50635.0,뷰티,간편결제
T002297,C00726,2023-09-11,480244.0,의류,카드
T002298,C00172,2023-09-12,351833.0,전자,카드
T002299,C01952,2023-11-16,312071.0,생활,간편결제
T002300,C01817,2023-07-26,202208.0,뷰티,간편결제
T002301,C00199,2023-07-22,257046.0,뷰티,현금
T002302,C01755,2023-09-10,361032.0,뷰티,카드
T002303,C01338,2023-03-09,244118.0,식품,현금
T002304,C01057,2023-02-19,259565.0,생활,현금
T002305,C00191,2023-04-08,452525.0,뷰티,카드
T002306,C01330,2023-05-22,216905.0,전자,현금
T002307,C01325,2024-04-01,6086.0,생활,현금
T002308,C01166,2023-06-05,195956.0,전자,카드
T002309,C00706,2023-07-12,275305.0,전자,카드
T002310,C01670,2023-10-20,270718.0,의류,간편결제
T002311,C01062,2024-06-22,385942.0,생활,카드
T002312,C01942,2023-07-16,299060.0,뷰티,간편결제
T002313,C01894,2023-09-27,371001.0,의류,카드
T002314,C01547,2023-03-18,465807.0,식품,현금
T002315,C00848,2023-11-22,66262.0,식품,간편결제
T002316,C01974,2024-03-06,96534.0,뷰티,현금
T002317,C01729,2023-05-18,262557.0,식품,카드
T002318,C01239,2023-05-29,27657.0,전자,카드
T002319,C01765,2023-10-26,393783.0,전자,카드
T002320,C01181,2023-05-20,375193.0,의류,간편결제
T002321,C00476,2023-03-06,33868.0,뷰티,카드
T002322,C00890,2023-07-31,253744.0,의류,현금
T002323,C01455,2023-11-28,,뷰티,간편결제
T002324,C01097,2023-03-03,248489.0,식품,카드
T002325,C00665,2023-06-14,265874.0,뷰티,간편결제
T002326,C00097,2023-11-16,87754.0,식품,카드
T002327,C00941,2024-06-14,42423.0,의류,카드
T002328,C01408,2023-06-13,204493.0,의류,카드
T002329,C01317,2023-12-23,326236.0,뷰티,카드
T002330,C01311,2024-03-18,486799.0,의류,간편결제
T002331,C00725,2023-07-25,263218.0,뷰티,현금
T002332,C00490,2024-03-12,472414.0,뷰티,간편결제
T002333,C00060,2023-04-15,93959.0,생활,간편결제
T002334,C01529,2023-01-31,306188.0,전자,간편결제
T002335,C00558,2023-12-31,3971.0,전자,현금
T002336,C01439,2023-06-25,106777.0,의류,현금
T002337,C00488,2023-07-20,189265.0,뷰티,간편결제
T002338,C00099,2023-07-25,390090.0,전자,카드
T002339,C01215,2023-08-04,107341.0,뷰티,카드
T002340,C01438,2023-04-20,284817.0,전자,간편결제
T002341,C00816,2023-12-06,445472.0,뷰티,카드
T002342,C01973,2023-12-26,498578.0,의류,카드
T002343,C00825,2024-06-23,178695.0,전자,현금
T002344,C01740,2024-02-20,52532.0,전자,간편결제
T002345,C00313,2023-03-06,267720.0,뷰티,카드
T002346,C01826,2024-06-01,224682.0,식품,카드
T002347,C01634,2023-01-21,294906.0,생활,카드
T002348,C00411,2023-04-09,167778.0,의류,카드
T002349,C01745,2024-01-05,95890.0,전자,카드
T002350,C00433,2023-04-20,278113.0,의류,카드
T002351,C00596,2023-09-08,68472.0,식품,간편결제
T002352,C00746,2023-02-21,21149.0,의류,카드
T002353,C00073,2024-01-19,138270.0,의류,간편결제
T002354,C01926,2023-02-09,195316.0,뷰티,카드
T002355,C01810,2023-02-08,,의류,간편결제
T002356,C00372,2023-11-18,99092.0,생활,카드
T002357,C01954,2023-12-11,446810.0,뷰티,간편결제
T002358,C00513,2024-06-08,313047.0,전자,현금
T002359,C01451,2023-03-12,51695.0,전자,간편결제
T002360,C00533,2023-07-28,203210.0,뷰티,카드
T002361,C01958,2024-02-17,365806.0,생활,현금
T002362,C01167,2023-02-12,384843.0,식품,카드
T002363,C01445,2023-04-12,21910.0,생활,카드
T002364,C01671,2024-04-26,378391.0,전자,간편결제
T002365,C00347,2023-04-16,274112.0,식품,카드
T002366,C00992,2024-04-19,319510.0,생활,간편결제
T002367,C01932,2023-07-21,162984.0,의류,카드
T002368,C00644,2024-06-20,203489.0,생활,카드
T002369,C00521,2023-05-24,221117.0,의류,간편결제
T002370,C01857,2023-11-13,286232.0,생활,간편결제
T002371,C00597,2023-10-07,266526.0,의류,현금
T002372,C01402,2023-09-11,370197.0,식품,간편결제
T002373,C00927,2023-07-18,34085.0,뷰티,간편결제
T002374,C00368,2023-01-24,171139.0,뷰티,카드
T002375,C00072,2023-04-12,111142.0,의류,카드
T002376,C00490,2023-03-19,111308.0,의류,간편결제
T002377,C00479,2023-08-12,412343.0,식품,카드
T002378,C01753,2023-01-02,228493.0,생활,간편결제
T002379,C00619,2023-11-04,23903.0,뷰티,간편결제
T002380,C00593,2023-06-24,228121.0,전자,카드
T002381,C01993,2023-06-03,448168.0,식품,카드
T002382,C01611,2024-06-05,81454.0,식품,간편결제
T002383,C00575,2023-11-04,421641.0,의류,카드
T002384,C01135,2023-12-06,466325.0,전자,카드
T002385,C00230,2023-08-04,446646.0,전자,현금
T002386,C00066,2023-04-18,150947.0,전자,카드
T002387,C00215,2023-01-04,384564.0,전자,카드
T002388,C00735,2024-05-30,384329.0,식품,간편결제
T002389,C00969,2024-02-01,357106.0,식품,카드
T002390,C00729,2023-09-24,407156.0,의류,카드
T002391,C00548,2023-08-20,262734.0,생활,카드
T002392,C01059,2023-05-21,135289.0,식품,간편결제
T002393,C00513,2024-01-19,12398.0,뷰티,간편결제
T002394,C00721,2024-01-19,34853.0,생활,카드
T002395,C00136,2023-05-20,183951.0,생활,현금
T002396,C01705,2023-08-08,82543.0,뷰티,간편결제
T002397,C00909,2023-01-03,352619.0,식품,간편결제
T002398,C00508,2023-01-07,238947.0,식품,간편결제
T002399,C00693,2023-06-16,193478.0,전자,간편결제
T002400,C00536,2023-09-08,198608.0,생활,카드
T002401,C00979,2023-03-20,13348.0,전자,간편결제
T002402,C00131,2023-06-16,217332.0,식품,카드
T002403,C01657,2023-04-18,72979.0,식품,간편결제
T002404,C01611,2023-05-03,440886.0,의류,현금
T002405,C01703,2023-01-23,69550.0,전자,간편결제
T002406,C01563,2023-09-15,25506.0,식품,카드
T002407,C01146,2024-05-29,322261.0,뷰티,카드
T002408,C01044,2023-06-30,206449.0,전자,간편결제
T002409,C01427,2023-06-20,167248.0,뷰티,간편결제
T002410,C01451,2023-04-13,204287.0,뷰티,카드
T002411,C00530,2023-01-12,2849.0,의류,카드
T002412,C01921,2024-02-04,61165.0,뷰티,카드
T002413,C00796,2024-06-11,351180.0,생활,간편결제
T002414,C01249,2024-03-29,38299.0,생활,간편결제
T002415,C00286,2023-11-12,153631.0,식품,카드
T002416,C00934,2024-01-12,140425.0,식품,간편결제
T002417,C00210,2023-03-03,460949.0,전자,간편결제
T002418,C01919,2023-05-13,109222.0,식품,카드
T002419,C00159,2023-12-15,345881.0,뷰티,간편결제
T002420,C01378,2023-05-15,239911.0,의류,카드
T002421,C01181,2024-05-11,405871.0,생활,간편결제
T002422,C00759,2023-08-29,378353.0,전자,현금
T002423,C01253,2023-03-09,477015.0,식품,카드
T002424,C01822,2023-03-22,264928.0,전자,카드
T002425,C01420,2024-06-26,492718.0,생활,간편결제
T002426,C01046,2023-02-17,330866.0,전자,간편결제
T002427,C00369,2023-05-15,16400.0,의류,카드
T002428,C01554,2023-06-22,456162.0,생활,현금
T002429,C01772,2023-01-18,160203.0,의류,간편결제
T002430,C01359,2023-09-10,161486.0,식품,카드
T002431,C00758,2024-04-22,15996.0,생활,간편결제
T002432,C00027,2023-02-06,110148.0,식품,카드
T002433,C00395,2024-02-13,381387.0,의류,간편결제
T002434,C01385,2024-04-17,333776.0,전자,간편결제
T002435,C01664,2023-04-21,86173.0,전자,간편결제
T002436,C00252,2023-04-16,379516.0,뷰티,간편결제
T002437,C00660,2023-08-24,97680.0,식품,카드
T002438,C01867,2023-03-20,309628.0,생활,간편결제
T002439,C00224,2024-05-06,318111.0,식품,간편결제
T002440,C00426,2023-02-25,324384.0,전자,간편결제
T002441,C01829,2024-03-22,362762.0,의류,간편결제
T002442,C01990,2024-03-21,55663.0,식품,간편결제
T002443,C00817,2023-07-27,199245.0,의류,카드
T002444,C01371,2024-02-16,495736.0,생활,간편결제
T002445,C00459,2023-01-15,70291.0,뷰티,카드
T002446,C00822,2024-04-04,414072.0,전자,카드
T002447,C01836,2024-06-08,474397.0,식품,간편결제
T002448,C01082,2023-08-19,349624.0,의류,간편결제
T002449,C01575,2023-03-10,328816.0,전자,카드
T002450,C01811,2023-07-15,283568.0,뷰티,카드
T002451,C01589,2023-06-25,24893.0,뷰티,현금
T002452,C01626,2023-03-28,197595.0,생활,현금
T002453,C00640,2023-04-17,101567.0,식품,현금
T002454,C00728,2024-05-26,272179.0,의류,간편결제
T002455,C01394,2023-01-27,297858.0,뷰티,간편결제
T002456,C01400,2023-05-05,67315.0,전자,간편결제
T002457,C01420,2023-04-10,70017.0,의류,간편결제
T002458,C01193,2023-09-28,27174.0,의류,간편결제
T002459,C00257,2023-01-16,197183.0,전자,간편결제
T002460,C00506,2024-04-10,377316.0,의류,카드
T002461,C00408,2023-02-12,208111.0,생활,현금
T002462,C01093,2023-04-29,271220.0,의류,카드
T002463,C00915,2023-06-18,26625.0,전자,카드
T002464,C00133,2024-04-09,443660.0,전자,간편결제
T002465,C00216,2024-01-01,324442.0,뷰티,카드
T002466,C01641,2023-04-09,101266.0,생활,현금
T002467,C01147,2023-02-17,486360.0,식품,카드
T002468,C00982,2023-07-27,287417.0,의류,간편결제
T002469,C00817,2023-07-12,160896.0,생활,카드
T002470,C00756,2023-02-27,77063.0,전자,카드
T002471,C01397,2023-04-17,498762.0,뷰티,카드
T002472,C01669,2023-07-17,146633.0,의류,현금
T002473,C01508,2023-08-13,203251.0,전자,카드
T002474,C01789,2024-03-11,39876.0,생활,간편결제
T002475,C00255,2024-02-13,254801.0,뷰티,간편결제
T002476,C01806,2023-07-05,293456.0,식품,카드
T002477,C01980,2023-07-25,160153.0,식품,카드
T002478,C01808,2023-06-14,158131.0,뷰티,카드
T002479,C00965,2023-02-12,297497.0,식품,간편결제
T002480,C00854,2023-05-19,249863.0,생활,간편결제
T002481,C00390,2024-02-10,446667.0,뷰티,카드
T002482,C01135,2023-12-06,119077.0,의류,현금
T002483,C00717,2023-04-27,74996.0,의류,간편결제
T002484,C00542,2024-04-05,338855.0,식품,카드
T002485,C01971,2023-06-09,496210.0,뷰티,현금
T002486,C01719,2023-12-26,212855.0,뷰티,카드
T002487,C01586,2024-06-12,446976.0,뷰티,카드
T002488,C00360,2023-09-01,144369.0,생활,간편결제
T002489,C01786,2023-04-21,15189.0,식품,현금
T002490,C01300,2023-11-03,170054.0,식품,간편결제
T002491,C00397,2024-03-17,285409.0,전자,간편결제
T002492,C01129,2024-02-08,469648.0,생활,간편결제
T002493,C00249,2024-06-08,196102.0,생활,간편결제
T002494,C00006,2024-05-19,58854.0,의류,간편결제
T002495,C00440,2023-09-27,44828.0,식품,간편결제
T002496,C01111,2023-04-27,32159.0,뷰티,카드
T002497,C01649,2023-11-02,456748.0,식품,간편결제
T002498,C01942,2023-05-30,253550.0,의류,카드
T002499,C00627,2024-06-25,117179.0,전자,카드
T002500,C00585,2023-03-30,237043.0,전자,현금
T002501,C01426,2023-07-10,13666.0,식품,현금
T002502,C01029,2023-05-28,87726.0,식품,카드
T002503,C00578,2024-04-29,151253.0,의류,간편결제
T002504,C00550,2024-05-15,321034.0,식품,카드
T002505,C00051,2023-08-01,481610.0,식품,현금
T002506,C01653,2023-01-04,58638.0,생활,카드
T002507,C00938,2023-02-28,290357.0,생활,간편결제
T002508,C00855,2024-04-02,485793.0,전자,간편결제
T002509,C01637,2023-10-10,220980.0,식품,현금
T002510,C00469,2023-05-20,276342.0,생활,간편결제
T002511,C00112,2024-01-20,139939.0,뷰티,간편결제
T002512,C01471,2023-09-02,424540.0,뷰티,간편결제
T002513,C01968,2024-02-09,492673.0,전자,간편결제
T002514,C01973,2023-07-30,9876.0,전자,현금
T002515,C01917,2023-06-25,218838.0,의류,간편결제
T002516,C00287,2024-04-01,305737.0,뷰티,간편결제
T002517,C00560,2023-01-17,362087.0,뷰티,간편결제
T002518,C00174,2023-05-23,135740.0,생활,현금
T002519,C01262,2023-12-25,79579.0,식품,카드
T002520,C01639,2023-08-08,240088.0,뷰티,간편결제
T002521,C00132,2024-03-26,296751.0,생활,카드
T002522,C01903,2023-03-14,208031.0,생활,간편결제
T002523,C00029,2023-05-03,397280.0,뷰티,간편결제
T002524,C00224,2023-03-31,302433.0,의류,현금
T002525,C01740,2024-02-19,143860.0,식품,카드
T002526,C01506,2024-06-07,478337.0,의류,카드
T002527,C01906,2023-04-27,57413.0,생활,간편결제
T002528,C01520,2023-01-28,139778.0,전자,카드
T002529,C01731,2023-02-11,197873.0,전자,현금
T002530,C01986,2023-05-31,6367.0,생활,현금
T002531,C00223,2023-12-18,24167.0,의류,간편결제
T002532,C00183,2024-03-20,111041.0,전자,현금
T002533,C00243,2023-02-28,74172.0,생활,현금
T002534,C00592,2023-03-15,82444.0,의류,카드
T002535,C01805,2023-04-06,378662.0,식품,카드
T002536,C01733,2023-08-02,267753.0,생활,카드
T002537,C01121,2023-07-19,331509.0,의류,카드
T002538,C00698,2023-11-17,300675.0,뷰티,카드
T002539,C00206,2023-06-19,287436.0,생활,카드
T002540,C01294,2023-07-27,137330.0,식품,카드
T002541,C01828,2024-06-25,138057.0,의류,간편결제
T002542,C01329,2024-01-16,339403.0,의류,카드
T002543,C01321,2023-11-02,296164.0,의류,간편결제
T002544,C01707,2023-01-22,450172.0,전자,카드
T002545,C00368,2023-04-09,197106.0,생활,현금
T002546,C01674,2024-01-09,51869.0,전자,간편결제
T002547,C00441,2024-04-04,256421.0,생활,카드
T002548,C01940,2023-05-10,55294.0,식품,카드
T002549,C01895,2023-02-20,322598.0,생활,카드
T002550,C00007,2024-05-04,390704.0,식품,간편결제
T002551,C01892,2024-05-03,444313.0,의류,간편결제
T002552,C00689,2024-01-30,267195.0,전자,카드
T002553,C01508,2023-08-02,104067.0,뷰티,간편결제
T002554,C00483,2024-05-10,429172.0,뷰티,간편결제
T002555,C00279,2023-10-01,229117.0,의류,간편결제
T002556,C00601,2024-03-10,121646.0,뷰티,카드
T002557,C01573,2023-07-12,86525.0,전자,간편결제
T002558,C00966,2023-06-13,455104.0,식품,간편결제
T002559,C00480,2023-07-10,409858.0,의류,간편결제
T002560,C01387,2023-01-22,41422.0,전자,카드
T002561,C01613,2024-01-12,425382.0,의류,카드
T002562,C00942,2023-07-27,152385.0,전자,현금
T002563,C00656,2023-03-16,317368.0,의류,카드
T002564,C00831,2024-03-07,32546.0,생활,카드
T002565,C01170,2023-07-23,243571.0,뷰티,카드
T002566,C01998,2023-12-21,116063.0,식품,카드
T002567,C01704,2024-06-18,73164.0,식품,현금
T002568,C01862,2023-06-05,172841.0,뷰티,카드
T002569,C01496,2024-02-17,113209.0,전자,현금
T002570,C00023,2024-01-27,26539.0,의류,간편결제
T002571,C00045,2023-06-09,429573.0,뷰티,간편결제
T002572,C01645,2024-01-22,348918.0,의류,카드
T002573,C01516,2023-08-01,364793.0,의류,간편결제
T002574,C00993,2023-02-26,170409.0,의류,카드
T002575,C01896,2023-12-30,444998.0,식품,카드
T002576,C01711,2023-10-14,127105.0,의류,카드
T002577,C00804,2023-01-07,268437.0,전자,현금
T002578,C01485,2023-01-05,176283.0,의류,간편결제
T002579,C00051,2023-01-09,366042.0,뷰티,카드
T002580,C01708,2023-05-03,85054.0,식품,카드
T002581,C01442,2023-04-16,4200.0,뷰티,간편결제
T002582,C01118,2024-03-11,254723.0,전자,현금
T002583,C00833,2023-04-22,172296.0,전자,현금
T002584,C00657,2023-04-02,282019.0,전자,카드
T002585,C01790,2023-10-17,486749.0,전자,간편결제
T002586,C00321,2023-06-13,127791.0,전자,카드
T002587,C00756,2024-04-18,387455.0,전자,카드
T002588,C00715,2023-10-17,372716.0,뷰티,간편결제
T002589,C00245,2023-04-25,148035.0,뷰티,간편결제
T002590,C01246,2024-03-01,337552.0,식품,카드
T002591,C01446,2023-02-09,299300.0,생활,간편결제
T002592,C00921,2023-03-26,194422.0,전자,간편결제
T002593,C00238,2023-08-30,7638.0,전자,카드
T002594,C00585,2023-10-07,209758.0,생활,카드
T002595,C00768,2023-06-22,16893.0,의류,간편결제
T002596,C00363,2023-04-16,286246.0,뷰티,카드
T002597,C01555,2023-05-24,41564.0,생활,카드
T002598,C01756,2023-03-30,149352.0,생활,카드
T002599,C01279,2023-03-01,366384.0,생활,카드
T002600,C01179,2023-09-22,410029.0,전자,현금
T002601,C01480,2024-01-26,452394.0,식품,카드
T002602,C01879,2024-05-02,227737.0,생활,카드
T002603,C01875,2023-05-10,446520.0,생활,현금
T002604,C00055,2023-06-13,299317.0,식품,현금
T002605,C01942,2023-04-08,174991.0,생활,카드
T002606,C01435,2023-08-04,464180.0,식품,카드
T002607,C00262,2024-04-06,174057.0,생활,현금
T002608,C00379,2023-08-06,358964.0,의류,간편결제
T002609,C00738,2024-01-22,276532.0,의류,카드
T002610,C00147,2024-04-26,428387.0,뷰티,현금
T002611,C01139,2024-03-10,194270.0,뷰티,간편결제
T002612,C01948,2023-05-31,356934.0,생활,간편결제
T002613,C00422,2023-08-21,165366.0,생활,현금
T002614,C00226,2023-01-30,,식품,카드
T002615,C00903,2023-03-29,250728.0,전자,카드
T002616,C01700,2023-06-19,442741.0,의류,카드
T002617,C00499,2024-05-18,368895.0,생활,간편결제
T002618,C01682,2024-01-16,75325.0,식품,간편결제
T002619,C01521,2023-07-01,67672.0,의류,현금
T002620,C00167,2023-08-07,391768.0,뷰티,카드
T002621,C01231,2023-11-09,214414.0,의류,현금
T002622,C01727,2023-04-30,100807.0,뷰티,카드
T002623,C01767,2023-04-24,286892.0,의류,카드
T002624,C01072,2024-05-01,139358.0,뷰티,카드
T002625,C00471,2023-08-13,86782.0,전자,현금
T002626,C01969,2023-02-24,199631.0,식품,간편결제
T002627,C01335,2023-03-24,324208.0,전자,현금
T002628,C00421,2024-05-25,298417.0,전자,간편결제
T002629,C01685,2024-02-17,77659.0,뷰티,카드
T002630,C00199,2023-02-07,128882.0,생활,간편결제
T002631,C01419,2024-03-08,139449.0,식품,간편결제
T002632,C00334,2023-07-02,371537.0,전자,현금
T002633,C00464,2023-04-16,252624.0,식품,카드
