고객ID,연월,로그인횟수,서비스이용시간(분),문의횟수,불만횟수
C00543,2023-08,44,1603,2,0
C00543,2023-10,28,1329,1,0
C00543,2023-11,23,1228,1,0
C00543,2024-04,43,1238,2,0
C00543,2024-06,29,1438,3,0
C00544,2023-01,38,1731,2,0
C00544,2023-03,26,1043,1,0
C00544,2023-04,35,2232,1,0
C00544,2023-06,40,1778,3,0
C00544,2023-07,39,1194,1,0
C00544,2023-10,32,947,4,0
C00544,2024-03,36,1493,0,1
C00544,2024-04,31,1857,0,0
C00544,2024-05,43,1854,3,0
C00544,2024-06,33,676,0,0
C00545,2023-01,25,986,1,0
C00545,2023-02,36,2198,2,0
C00545,2023-03,38,1427,3,0
C00545,2023-05,13,1811,0,0
C00545,2023-06,33,1570,0,2
C00545,2023-07,43,1133,0,0
C00545,2023-08,30,992,3,0
C00545,2023-09,39,1907,0,0
C00545,2023-10,44,1534,0,0
C00545,2023-11,28,1032,2,0
C00545,2023-12,42,1843,5,0
C00545,2024-01,24,2878,3,0
C00545,2024-02,31,1981,0,0
C00545,2024-03,33,2290,2,0
C00545,2024-05,38,2224,0,0
C00545,2024-06,37,2237,2,0
C00546,2023-01,32,1353,0,0
C00546,2023-02,46,1543,2,0
C00546,2023-03,31,1028,2,0
C00546,2023-06,36,602,5,0
C00546,2023-07,38,1514,1,0
C00546,2023-09,14,1825,3,1
C00546,2023-10,36,1373,0,0
C00546,2024-01,45,1781,2,0
C00546,2024-03,17,1303,3,0
C00546,2024-05,29,1427,2,0
C00546,2024-06,21,1198,0,0
C00547,2023-02,57,1788,2,0
C00547,2023-04,37,1076,1,1
C00547,2023-05,21,1712,2,0
C00547,2023-08,43,1720,0,0
C00547,2023-09,54,1636,3,0
C00547,2023-11,26,1458,3,0
C00547,2023-12,48,1489,0,0
C00547,2024-02,34,2056,3,2
C00547,2024-04,24,1250,1,0
C00547,2024-06,39,1493,3,0
C00548,2023-01,57,2024,4,1
C00548,2023-02,45,1402,3,1
C00548,2023-05,28,1295,0,0
C00548,2023-06,21,1462,4,0
C00548,2023-10,33,1138,4,3
C00548,2024-01,19,1223,5,1
C00548,2024-02,16,773,4,2
C00548,2024-04,21,892,4,4
C00548,2024-06,2,771,10,4
C00549,2023-01,17,1692,2,1
C00549,2023-03,48,1824,3,0
C00549,2023-04,38,1437,2,0
C00549,2023-06,46,1348,0,0
C00549,2024-01,42,2109,0,0
C00549,2024-02,33,1652,2,0
C00549,2024-03,45,1520,0,0
C00549,2024-04,49,1768,2,0
C00550,2023-06,27,1353,1,0
C00550,2023-07,24,2214,1,0
C00550,2023-08,47,1161,1,2
C00550,2023-09,30,2204,1,0
C00550,2023-11,46,1740,2,0
C00550,2023-12,42,1730,0,0
C00550,2024-01,36,1616,3,1
C00550,2024-06,30,1396,1,0
C00551,2023-01,30,892,1,0
C00551,2023-02,40,1374,4,1
C00551,2023-03,36,362,0,0
C00551,2023-04,48,1741,2,0
C00551,2023-05,39,1472,5,1
C00551,2023-06,38,1978,2,0
C00551,2023-07,33,854,1,0
C00551,2023-08,50,1324,3,1
C00551,2023-09,41,1376,0,0
C00551,2023-10,43,1201,1,0
C00551,2023-11,26,1087,2,0
C00551,2023-12,25,1590,4,0
C00551,2024-02,35,2133,2,0
C00551,2024-03,40,1684,0,0
C00551,2024-04,36,838,2,0
C00551,2024-05,36,954,1,1
C00551,2024-06,57,1813,0,0
C00552,2023-01,42,1572,2,0
C00552,2023-03,30,1058,0,0
C00552,2023-05,35,901,2,0
C00552,2023-06,40,1529,0,1
C00552,2023-07,32,1397,4,0
C00552,2023-08,28,2497,0,1
C00552,2023-09,34,1022,0,0
C00552,2024-01,26,1610,3,1
C00552,2024-02,59,1420,0,0
C00552,2024-04,35,1915,0,0
C00552,2024-05,42,891,1,0
C00552,2024-06,47,1831,0,0
C00553,2023-02,53,2114,0,0
C00553,2023-03,36,1790,4,2
C00553,2023-04,31,1107,3,1
C00553,2023-06,35,1794,4,0
C00553,2023-07,22,2016,2,2
C00553,2023-08,35,1163,2,2
C00553,2023-09,28,1163,2,0
C00553,2023-11,27,180,3,1
C00553,2024-01,32,795,1,1
C00553,2024-02,12,234,6,3
C00553,2024-03,15,464,7,2
C00553,2024-04,6,526,4,3
C00553,2024-05,20,532,6,3
C00554,2023-01,59,1918,0,1
C00554,2023-02,35,2149,0,0
C00554,2023-04,25,1728,2,1
C00554,2023-05,22,1870,2,0
C00554,2023-07,27,1007,5,1
C00554,2023-08,36,1470,3,1
C00554,2023-10,27,1784,4,0
C00554,2024-01,20,1912,2,2
C00554,2024-02,14,547,5,3
C00554,2024-04,21,818,4,3
C00554,2024-05,14,989,3,4
C00554,2024-06,16,442,5,2
C00555,2023-01,34,685,1,1
C00555,2023-02,21,2018,1,0
C00555,2023-03,31,897,0,0
C00555,2023-04,35,2195,1,0
C00555,2023-05,37,1935,0,1
C00555,2023-06,26,1680,4,0
C00555,2023-07,38,1256,0,0
C00555,2023-08,21,993,1,0
C00555,2023-09,40,824,1,0
C00555,2023-10,43,1081,1,0
C00555,2023-11,26,1745,1,0
C00555,2023-12,62,1013,0,0
C00555,2024-01,25,1527,1,1
C00555,2024-02,43,1272,3,1
C00555,2024-03,34,1405,2,2
C00555,2024-04,22,1629,3,0
C00555,2024-06,41,2176,1,0
C00556,2023-02,45,1729,3,1
C00556,2023-03,39,1527,1,0
C00556,2023-05,41,1423,2,1
C00556,2023-06,27,2037,3,0
C00556,2023-08,32,1920,3,0
C00556,2023-09,13,1501,0,2
C00556,2023-11,38,1138,2,0
C00556,2023-12,14,1300,2,0
C00556,2024-03,8,1399,1,0
C00557,2023-01,26,1842,2,0
C00557,2023-03,19,1244,2,1
C00557,2023-05,23,1031,3,0
C00557,2023-07,28,1219,2,0
C00557,2023-08,26,2198,1,0
C00557,2023-11,43,1694,0,0
C00557,2024-01,40,1635,5,1
C00557,2024-03,40,910,0,0
C00557,2024-05,37,1311,1,0
C00558,2023-01,29,1477,1,0
C00558,2023-02,35,1416,3,1
C00558,2023-03,22,1269,2,0
C00558,2023-04,19,1990,0,2
C00558,2023-07,31,1155,1,0
C00558,2023-08,47,1619,1,0
C00558,2023-09,28,967,1,2
C00558,2023-10,42,1144,6,1
C00558,2023-11,42,1680,2,1
C00558,2023-12,32,1397,0,1
C00558,2024-01,52,2104,1,0
C00558,2024-04,42,1882,2,0
C00558,2024-06,41,1017,0,0
C00559,2023-01,47,1517,6,0
C00559,2023-02,31,1311,3,0
C00559,2023-03,37,937,3,0
C00559,2023-04,46,1428,1,0
C00559,2023-05,42,1796,0,0
C00559,2023-06,37,1920,2,0
C00559,2023-08,44,1204,1,0
C00559,2023-09,27,1387,0,1
C00559,2023-10,53,1291,2,0
C00559,2023-11,29,1382,0,0
C00559,2023-12,43,1208,3,2
C00559,2024-01,52,1365,1,0
C00559,2024-02,57,1651,0,0
C00559,2024-03,39,642,0,1
C00559,2024-04,27,1526,3,0
C00559,2024-05,20,1267,0,1
C00559,2024-06,43,1843,2,0
C00560,2023-01,25,981,2,0
C00560,2023-02,38,1380,0,1
C00560,2023-03,49,1520,3,0
C00560,2023-04,28,1319,3,1
C00560,2023-08,25,1285,1,0
C00560,2023-11,12,1733,2,0
C00560,2024-01,42,1665,3,0
C00560,2024-02,25,1555,2,0
C00560,2024-03,44,1387,1,0
C00560,2024-04,35,1149,2,0
C00560,2024-05,39,1744,1,0
C00560,2024-06,44,1831,2,0
C00561,2023-01,35,1173,2,0
C00561,2023-02,33,1193,2,0
C00561,2023-04,37,2172,0,0
C00561,2023-05,42,1573,2,0
C00561,2023-08,42,1912,0,0
C00561,2023-09,39,1388,1,1
C00561,2023-10,48,2519,2,0
C00561,2023-12,56,1352,2,0
C00561,2024-01,27,1280,5,0
C00561,2024-02,37,1213,2,2
C00561,2024-03,29,1621,3,0
C00561,2024-04,24,1244,0,0
C00561,2024-05,38,1966,1,0
C00562,2023-01,57,960,2,0
C00562,2023-03,45,1690,3,0
C00562,2023-05,30,1624,1,0
C00562,2023-07,38,1905,2,0
C00562,2023-08,30,1280,0,0
C00562,2023-10,50,490,1,0
C00562,2023-11,53,1317,3,0
C00562,2023-12,34,1859,3,0
C00562,2024-01,27,1418,0,0
C00562,2024-02,38,2148,2,0
C00562,2024-03,21,1489,0,1
C00562,2024-04,24,1588,2,0
C00562,2024-06,34,1232,5,1
C00563,2023-01,53,1990,4,0
C00563,2023-02,21,1358,5,2
C00563,2023-06,40,1720,1,1
C00563,2023-08,34,1676,0,1
C00563,2023-09,18,1006,4,1
C00563,2023-11,15,912,4,2
C00563,2024-01,9,1114,6,2
C00563,2024-02,17,682,5,3
C00563,2024-05,0,0,7,4
C00564,2023-01,28,2078,3,0
C00564,2023-02,39,998,3,1
C00564,2023-03,31,928,2,0
C00564,2023-04,55,1241,3,1
C00564,2023-05,24,2355,2,0
C00564,2023-06,31,851,0,1
C00564,2023-07,42,1475,4,0
C00564,2023-08,51,1846,0,0
C00564,2023-09,53,1235,1,0
C00564,2023-10,51,1998,3,0
C00564,2023-11,32,1093,2,1
C00564,2024-01,30,1231,4,0
C00564,2024-02,49,1610,0,0
C00564,2024-03,31,1979,2,1
C00564,2024-04,20,2147,1,0
C00564,2024-05,39,1101,0,0
C00564,2024-06,46,1165,2,1
C00565,2023-01,59,1011,1,1
C00565,2023-02,50,1912,0,0
C00565,2023-04,46,380,3,0
C00565,2023-05,34,1492,0,1
C00565,2023-06,37,403,0,0
C00565,2023-07,51,1383,1,0
C00565,2023-08,21,1698,2,1
C00565,2023-09,31,1534,0,0
C00565,2023-10,26,1998,0,0
C00565,2023-11,27,1382,0,1
C00565,2023-12,32,2221,1,0
C00565,2024-01,44,2087,1,0
C00565,2024-03,59,1801,1,0
C00565,2024-04,29,1402,2,1
C00565,2024-05,33,2372,3,0
C00565,2024-06,49,1813,0,0
C00566,2023-01,22,1954,2,0
C00566,2023-02,26,1724,2,1
C00566,2023-03,22,1111,1,0
C00566,2023-04,47,1012,3,0
C00566,2023-05,23,1255,1,0
C00566,2023-06,14,1291,0,0
C00566,2023-08,9,1254,0,1
C00566,2023-10,47,1567,2,0
C00566,2023-11,53,1690,2,0
C00566,2024-01,41,1552,0,0
C00566,2024-02,38,1741,2,1
C00566,2024-03,22,1968,0,1
C00566,2024-04,32,674,0,0
C00566,2024-05,4,1320,2,0
C00567,2023-01,30,2538,0,0
C00567,2023-02,38,1370,1,0
C00567,2023-03,24,1528,0,0
C00567,2023-04,29,1600,0,0
C00567,2023-06,30,2052,4,2
C00567,2023-10,29,1780,0,1
C00567,2024-02,23,1530,4,3
C00567,2024-03,25,626,7,1
C00567,2024-04,29,639,3,3
C00567,2024-05,18,338,6,2
C00567,2024-06,7,880,6,3
C00568,2023-03,49,1283,0,1
C00568,2023-04,25,824,0,0
C00568,2023-05,42,1360,4,0
C00568,2023-06,50,990,3,0
C00568,2023-07,36,2310,1,0
C00568,2023-08,25,1398,1,0
C00568,2023-09,36,2414,2,1
C00568,2023-10,22,1283,0,0
C00568,2023-11,34,1651,1,0
C00568,2023-12,38,1210,1,0
C00568,2024-01,47,1058,2,0
C00568,2024-02,12,1535,1,1
C00568,2024-04,22,955,3,0
C00568,2024-06,23,1243,2,0
C00569,2023-03,33,2137,5,0
C00569,2023-05,31,1758,0,1
C00569,2023-07,33,1823,1,0
C00569,2023-10,35,1128,6,1
C00569,2023-12,33,1200,3,3
C00569,2024-01,18,839,7,2
C00569,2024-02,17,1175,7,3
C00569,2024-06,8,855,2,3
C00570,2023-02,21,1371,0,0
C00570,2023-03,27,1971,0,0
C00570,2023-04,18,1568,1,0
C00570,2023-05,66,1676,2,1
C00570,2023-07,23,1353,2,2
C00570,2023-08,46,2092,4,1
C00570,2023-09,45,1895,3,0
C00570,2023-10,22,1690,4,1
C00570,2023-12,33,1547,0,0
C00570,2024-01,36,1452,3,0
C00570,2024-02,31,750,1,0
C00570,2024-03,38,1454,1,0
C00570,2024-04,41,2191,2,2
C00570,2024-05,33,1431,3,0
C00570,2024-06,24,1111,1,1
C00571,2023-01,33,2183,3,0
C00571,2023-02,53,1355,4,0
C00571,2023-03,44,1819,2,0
C00571,2023-05,34,722,3,1
C00571,2023-07,27,1562,1,0
C00571,2023-08,46,1529,0,1
C00571,2023-09,26,1621,2,0
C00571,2023-10,34,1857,0,1
C00571,2023-11,27,343,2,1
C00571,2024-02,39,1401,0,1
C00571,2024-03,16,1520,1,0
C00571,2024-04,21,1507,2,0
C00571,2024-05,15,1466,2,0
C00571,2024-06,43,1751,1,0
C00572,2023-01,51,1835,3,0
C00572,2023-02,25,1514,1,2
C00572,2023-03,37,1727,0,0
C00572,2023-04,29,1681,0,2
C00572,2023-05,25,1383,4,2
C00572,2023-07,32,1409,4,2
C00572,2023-09,29,1072,1,0
C00572,2023-10,11,1115,4,3
C00572,2023-11,3,1506,2,1
C00572,2023-12,20,961,8,2
C00572,2024-01,10,624,7,2
C00572,2024-03,7,527,4,2
C00572,2024-04,11,568,6,4
C00572,2024-06,15,140,4,3
C00573,2023-01,56,2021,0,0
C00573,2023-02,39,1895,0,1
C00573,2023-05,39,1561,0,0
C00573,2023-06,23,1255,0,2
C00573,2023-08,31,1545,1,0
C00573,2023-09,33,960,1,1
C00573,2023-10,37,2251,3,0
C00573,2023-11,25,1438,2,0
C00573,2023-12,51,2294,2,0
C00573,2024-01,18,1618,0,0
C00573,2024-02,34,1913,0,0
C00573,2024-03,27,865,3,0
C00573,2024-04,34,1108,2,1
C00573,2024-05,26,1183,3,1
C00574,2023-01,29,1619,3,1
C00574,2023-02,51,1171,3,0
C00574,2023-03,23,2177,0,1
C00574,2023-04,27,2134,0,0
C00574,2023-05,36,1436,2,0
C00574,2023-06,21,1869,3,0
C00574,2023-07,26,1659,2,1
C00574,2023-08,37,1197,1,0
C00574,2023-09,35,2023,0,0
C00574,2023-10,34,1104,4,0
C00574,2023-11,35,1771,2,0
C00574,2023-12,25,2115,2,0
C00574,2024-01,44,1603,2,0
C00574,2024-02,47,1071,1,0
C00574,2024-03,30,1114,2,1
C00574,2024-04,36,833,0,0
C00574,2024-05,40,1576,0,1
C00574,2024-06,48,1572,3,1
C00575,2023-01,47,1189,1,0
C00575,2023-05,23,1522,4,0
C00575,2023-08,29,872,2,1
C00575,2023-12,35,1905,3,1
C00575,2024-01,25,555,3,0
C00575,2024-03,21,1761,0,0
C00575,2024-05,24,1415,0,0
C00575,2024-06,34,1783,1,1
C00576,2023-01,29,2155,1,0
C00576,2023-02,25,1042,1,0
C00576,2023-04,23,2390,1,1
C00576,2023-05,26,1141,1,0
C00576,2023-10,53,1381,0,0
C00576,2023-11,31,1945,2,0
C00576,2024-02,41,1675,3,0
C00576,2024-03,57,2065,1,0
C00576,2024-04,42,1965,3,0
C00576,2024-06,42,1233,3,0
C00577,2023-01,37,2040,2,0
C00577,2023-02,41,1544,3,0
C00577,2023-03,46,1657,3,0
C00577,2023-04,24,1467,1,1
C00577,2023-05,46,983,0,1
C00577,2023-06,29,1097,0,0
C00577,2023-07,40,1393,0,0
C00577,2023-08,47,1318,0,0
C00577,2023-09,25,1550,2,0
C00577,2023-10,29,2000,3,0
C00577,2023-11,47,1322,1,0
C00577,2024-01,31,1827,0,0
C00577,2024-02,32,1466,1,0
C00577,2024-03,45,1300,0,0
C00577,2024-04,28,1151,0,0
C00577,2024-05,60,1406,0,0
C00577,2024-06,25,1316,0,1
C00578,2023-01,28,1665,0,0
C00578,2023-02,36,2537,1,0
C00578,2023-03,41,764,2,0
C00578,2023-04,42,1360,3,0
C00578,2023-05,40,1410,2,1
C00578,2023-06,37,1552,1,1
C00578,2023-07,14,1590,0,0
C00578,2023-08,34,2005,3,1
C00578,2023-09,41,1534,3,1
C00578,2023-11,26,1351,3,1
C00578,2023-12,46,707,3,0
C00578,2024-01,34,1831,1,0
C00578,2024-02,38,1437,0,0
C00578,2024-03,24,1358,2,0
C00578,2024-04,30,1111,0,0
C00578,2024-05,20,957,0,0
C00578,2024-06,29,1280,0,0
C00579,2023-01,50,1817,1,1
C00579,2023-02,34,1398,0,0
C00579,2023-03,37,1774,2,1
C00579,2023-04,23,1418,1,0
C00579,2023-06,37,1527,4,1
C00579,2023-07,21,1392,0,0
C00579,2023-08,17,1678,2,1
C00579,2023-09,29,1605,3,0
C00579,2023-10,24,1470,5,3
C00579,2023-11,11,914,0,2
C00579,2023-12,17,449,4,3
C00579,2024-01,6,1094,3,1
C00579,2024-02,16,986,2,1
C00579,2024-03,25,802,5,2
C00579,2024-04,13,291,4,2
C00579,2024-05,16,74,6,5
C00579,2024-06,0,160,5,3
C00580,2023-03,35,1395,0,0
C00580,2023-08,40,1273,1,0
C00580,2023-09,51,1505,0,0
C00580,2023-10,30,1368,0,1
C00580,2023-12,27,1574,0,0
C00580,2024-01,46,1009,2,0
C00580,2024-03,31,1595,1,0
C00580,2024-04,30,2272,1,1
C00580,2024-05,47,1156,0,0
C00581,2023-01,22,2158,2,0
C00581,2023-02,33,1663,0,0
C00581,2023-07,34,1634,4,0
C00581,2023-12,25,745,0,0
C00581,2024-02,18,1622,2,1
C00581,2024-03,33,1553,2,0
C00581,2024-05,22,1678,3,1
C00581,2024-06,46,1499,3,0
C00582,2023-01,32,2244,0,0
C00582,2023-02,17,2191,2,1
C00582,2023-03,25,1043,1,0
C00582,2023-04,31,1555,2,1
C00582,2023-05,42,1514,1,0
C00582,2023-07,18,1846,1,0
C00582,2023-08,46,1316,2,0
C00582,2023-09,39,1080,3,0
C00582,2023-10,24,1314,2,0
C00582,2023-11,32,1398,0,0
C00582,2023-12,33,1647,1,0
C00582,2024-01,37,1177,0,0
C00582,2024-02,36,771,0,1
C00582,2024-03,29,1504,3,1
C00582,2024-04,47,916,2,1
C00582,2024-05,41,1052,2,0
C00582,2024-06,38,978,4,0
C00583,2023-01,56,1303,3,0
C00583,2023-02,48,1591,3,1
C00583,2023-03,37,1173,1,0
C00583,2023-05,36,1440,3,0
C00583,2023-06,60,1301,3,0
C00583,2023-08,19,1752,0,1
C00583,2023-09,36,1550,2,0
C00583,2023-10,30,1300,0,0
C00583,2023-12,35,1268,1,1
C00583,2024-01,48,1441,0,1
C00583,2024-02,49,697,3,0
C00583,2024-03,36,1332,0,1
C00583,2024-04,31,1769,1,0
C00583,2024-05,23,1770,4,0
C00584,2023-01,38,1558,0,1
C00584,2023-02,47,1819,2,0
C00584,2023-04,29,1554,1,0
C00584,2023-05,10,1342,0,0
C00584,2023-06,15,1278,1,0
C00584,2023-07,33,1231,0,1
C00584,2023-08,39,1057,1,0
C00584,2023-09,39,1233,0,1
C00584,2023-10,35,1281,2,1
C00584,2023-12,40,2001,5,0
C00584,2024-01,45,1853,4,1
C00584,2024-02,35,1580,1,0
C00584,2024-03,31,1238,3,0
C00584,2024-05,39,1684,3,1
C00584,2024-06,24,1382,2,0
C00585,2023-01,30,2020,3,1
C00585,2023-02,33,1774,5,0
C00585,2023-04,17,1800,4,3
C00585,2023-05,24,1322,4,2
C00585,2023-10,26,1277,2,1
C00585,2023-12,15,1047,5,1
C00585,2024-01,34,996,3,4
C00585,2024-02,33,1417,5,3
C00585,2024-03,1,641,5,4
C00585,2024-04,0,87,7,2
C00586,2023-01,20,1517,2,2
C00586,2023-02,37,1223,3,0
C00586,2023-03,25,2021,1,0
C00586,2023-04,40,2051,1,1
C00586,2023-05,1,907,1,0
C00586,2023-06,40,896,2,0
C00586,2023-07,32,1880,4,0
C00586,2023-08,32,1513,2,0
C00586,2023-09,30,2190,0,0
C00586,2023-10,40,2260,0,0
C00586,2023-11,30,2102,0,0
C00586,2023-12,46,1543,0,0
C00586,2024-02,33,1666,2,1
C00586,2024-03,30,1489,1,1
C00586,2024-04,26,1140,1,1
C00586,2024-05,32,1361,4,0
C00586,2024-06,28,342,2,0
C00587,2023-04,34,1885,2,0
C00587,2023-10,33,1487,0,1
C00587,2023-12,31,1011,1,0
C00587,2024-01,33,1504,0,0
C00587,2024-02,29,1590,0,0
C00587,2024-03,36,2017,3,0
C00587,2024-05,39,1557,2,1
C00587,2024-06,21,373,0,0
C00588,2023-01,40,1781,0,0
C00588,2023-02,21,1484,1,0
C00588,2023-04,28,1574,1,0
C00588,2023-05,48,1869,1,2
C00588,2023-06,31,1011,1,0
C00588,2023-07,31,1034,0,0
C00588,2023-09,24,1629,1,1
C00588,2023-10,47,1738,2,0
C00588,2023-11,31,1759,1,0
C00588,2023-12,43,1662,1,0
C00588,2024-04,52,1659,1,0
C00589,2023-02,31,1364,3,0
C00589,2023-06,39,1737,3,0
C00589,2023-07,44,1740,4,0
C00589,2023-08,33,2292,3,0
C00589,2023-10,45,1121,0,2
C00589,2023-12,51,1021,0,0
C00589,2024-01,22,1184,1,0
C00589,2024-02,42,1817,0,1
C00589,2024-03,40,1643,3,1
C00589,2024-04,58,1088,2,0
C00589,2024-05,18,947,0,0
C00589,2024-06,34,1590,2,0
C00590,2023-01,27,1013,1,0
C00590,2023-02,38,1450,0,0
C00590,2023-03,29,1156,2,1
C00590,2023-04,20,1275,3,0
C00590,2023-05,33,1970,3,1
C00590,2023-06,32,2027,0,0
C00590,2023-07,27,1706,0,0
C00590,2023-09,25,748,1,1
C00590,2023-10,27,1380,3,0
C00590,2023-11,45,1631,1,0
C00590,2024-01,25,1331,3,1
C00590,2024-02,48,1707,2,0
C00590,2024-04,34,1190,0,1
C00590,2024-05,39,1939,3,0
C00590,2024-06,25,1273,4,0
C00591,2023-01,17,1663,3,0
C00591,2023-03,37,282,0,0
C00591,2023-04,43,1450,1,0
C00591,2023-05,21,1571,0,1
C00591,2023-06,47,1758,0,0
C00591,2023-07,47,2186,2,0
C00591,2023-08,38,1713,1,0
C00591,2023-10,28,1925,3,1
C00591,2023-12,32,1452,1,0
C00591,2024-06,42,1128,2,0
C00592,2023-01,34,2419,1,1
C00592,2023-02,46,2057,2,1
C00592,2023-03,43,1428,0,0
C00592,2023-04,47,1931,3,1
C00592,2023-05,42,1206,4,0
C00592,2023-06,32,1653,3,0
C00592,2023-07,28,1906,6,2
C00592,2023-08,13,881,1,3
C00592,2023-09,34,1118,4,1
C00592,2023-10,33,1582,1,3
C00592,2023-11,21,1014,6,3
C00592,2023-12,19,992,6,3
C00592,2024-01,21,964,4,2
C00592,2024-02,25,748,2,1
C00592,2024-03,21,924,8,4
C00592,2024-04,11,598,9,4
C00592,2024-05,16,254,4,3
C00592,2024-06,24,587,7,4
C00593,2023-01,42,1402,4,0
C00593,2023-03,33,1854,3,0
C00593,2023-05,22,868,1,2
C00593,2023-07,42,1375,1,0
C00593,2023-12,30,1453,0,0
C00593,2024-01,43,1020,0,0
C00593,2024-02,34,1319,2,0
C00593,2024-03,36,1210,3,0
C00593,2024-04,35,1423,0,0
C00593,2024-05,38,1559,2,1
C00594,2023-01,24,1331,2,0
C00594,2023-03,48,1486,4,0
C00594,2023-04,38,1937,4,0
C00594,2023-06,41,1272,2,0
C00594,2023-07,36,705,2,0
C00594,2023-08,27,1472,1,0
C00594,2023-09,32,1283,0,0
C00594,2023-10,35,1268,3,0
C00594,2023-11,29,1874,1,1
C00594,2023-12,40,1675,2,0
C00594,2024-01,26,1581,2,2
C00594,2024-03,19,1755,3,0
C00594,2024-04,21,1771,1,0
C00594,2024-06,34,1918,2,0
C00595,2023-01,40,1857,1,0
C00595,2023-02,38,2107,2,0
C00595,2023-03,37,1411,3,0
C00595,2023-04,35,1262,2,2
C00595,2023-05,23,1213,1,1
C00595,2023-06,15,1005,0,2
C00595,2023-07,18,623,3,1
C00595,2023-11,19,696,1,2
C00595,2024-01,19,913,6,1
C00595,2024-03,19,964,4,2
C00595,2024-05,8,108,9,4
C00596,2023-02,59,1262,2,0
C00596,2023-05,12,1829,2,2
C00596,2023-06,49,1864,0,0
C00596,2023-10,36,1844,3,0
C00596,2023-11,39,1557,1,2
C00596,2023-12,25,1094,3,0
C00596,2024-03,35,1956,2,0
C00596,2024-05,50,1084,3,0
C00596,2024-06,34,2220,3,0
C00597,2023-01,23,1397,0,1
C00597,2023-03,37,1264,2,0
C00597,2023-04,43,1276,0,0
C00597,2023-05,32,1068,3,1
C00597,2023-06,37,1687,1,0
C00597,2023-07,23,1053,3,0
C00597,2023-08,38,1298,0,0
C00597,2023-09,35,1318,1,0
C00597,2023-10,38,1677,1,0
C00597,2023-11,37,1764,1,1
C00597,2023-12,39,1880,2,0
C00597,2024-01,15,1631,2,0
C00597,2024-02,30,1514,2,0
C00597,2024-03,45,1925,2,0
C00597,2024-04,45,1041,1,0
C00597,2024-05,13,1728,1,1
C00597,2024-06,36,1026,3,0
C00598,2023-03,31,1590,1,1
C00598,2023-06,20,786,3,0
C00598,2023-07,32,964,3,1
C00598,2023-08,49,1392,1,0
C00598,2023-09,49,1502,2,0
C00598,2023-12,27,1288,1,0
C00598,2024-01,52,1381,2,0
C00598,2024-02,39,1865,3,1
C00598,2024-03,19,2048,2,1
C00598,2024-04,33,1203,4,1
C00598,2024-05,41,853,3,0
C00598,2024-06,40,1848,0,1
C00599,2023-01,37,1174,2,0
C00599,2023-02,37,1218,3,0
C00599,2023-03,45,1752,0,0
C00599,2023-04,33,2140,1,0
C00599,2023-05,17,1270,0,0
C00599,2023-06,43,745,1,0
C00599,2023-07,24,1747,2,0
C00599,2023-08,37,927,0,0
C00599,2023-09,24,1677,3,1
C00599,2023-10,23,1817,0,0
C00599,2023-11,27,1038,1,1
C00599,2023-12,47,1475,0,0
C00599,2024-01,44,1149,2,0
C00599,2024-02,44,1303,3,1
C00599,2024-03,35,1629,1,0
C00599,2024-04,43,1884,3,2
C00599,2024-05,30,1876,1,0
C00600,2023-01,46,2079,5,0
C00600,2023-05,35,2004,2,0
C00600,2023-06,30,1555,2,0
C00600,2023-07,33,1687,3,0
C00600,2023-08,30,1448,1,2
C00600,2023-10,26,1336,5,4
C00600,2023-11,22,1195,6,4
C00600,2024-04,0,579,5,3
C00600,2024-05,13,1052,4,3
C00600,2024-06,0,161,6,3
C00601,2023-01,22,1110,3,1
C00601,2023-02,20,1314,0,1
C00601,2023-03,24,1588,0,0
C00601,2023-04,29,1227,3,0
C00601,2023-05,36,1399,2,0
C00601,2023-06,45,727,0,0
C00601,2023-07,43,1371,0,1
C00601,2023-08,16,1751,0,0
C00601,2023-09,29,1226,3,1
C00601,2023-10,44,1962,2,1
C00601,2023-11,26,1626,0,1
C00601,2023-12,28,1261,2,0
C00601,2024-01,40,1474,3,0
C00601,2024-02,56,1625,1,0
C00601,2024-03,32,1787,2,0
C00601,2024-04,49,1606,0,1
C00601,2024-05,43,1224,0,0
C00602,2023-01,29,2088,2,1
C00602,2023-02,40,1347,0,0
C00602,2023-04,51,1881,5,1
C00602,2023-05,18,1009,0,0
C00602,2023-08,29,2124,0,1
C00602,2023-09,34,1394,4,0
C00602,2023-10,44,1378,0,1
C00602,2023-12,34,1221,0,0
C00602,2024-01,37,1564,1,0
C00602,2024-02,28,680,1,1
C00602,2024-03,14,951,4,0
C00602,2024-04,35,2419,3,0
C00602,2024-06,33,1081,1,0
C00603,2023-01,26,1287,1,1
C00603,2023-03,33,1932,4,0
C00603,2023-04,20,876,0,0
C00603,2023-05,37,1283,0,1
C00603,2023-06,31,1190,3,0
C00603,2023-08,25,1537,4,0
C00603,2023-09,37,1428,1,0
C00603,2024-03,25,1218,0,0
C00603,2024-05,32,1985,2,0
C00603,2024-06,50,1516,4,0
C00604,2023-01,50,1982,0,1
C00604,2023-02,34,1494,2,0
C00604,2023-06,40,1732,4,2
C00604,2023-09,23,1197,3,1
C00604,2023-10,25,1635,2,1
C00604,2023-11,22,1235,1,0
C00604,2023-12,13,1146,6,3
C00604,2024-01,11,704,3,1
C00604,2024-05,10,250,5,3
C00604,2024-06,16,73,5,3
C00605,2023-01,48,1641,2,2
