주문ID,주문일자,고객ID,성별,연령,지역,유입채널,카테고리,상품명,단가,수량,할인율,결제방법,주문상태,평점
ORD00684,2023-09-18,CUST0045,여,22.0,인천,SNS,뷰티,스킨케어세트,57000.0,1,0.0,간편결제,배송중,
ORD00685,2023-09-18,CUST0085,여,42.0,제주,직접방문,식품,과일선물세트,36000.0,1,0.05,신용카드,배송완료,4.0
ORD00686,2023-09-19,CUST0092,여,32.0,대전,검색,생활용품,방향제,27000.0,1,0.0,신용카드,배송완료,5.0
ORD00687,2023-09-19,CUST0159,여,18.0,서울,제휴,의류,니트,18000.0,1,0.2,계좌이체,반품,
ORD00688,2023-09-20,CUST0098,남,40.0,광주,SNS,의류,청바지,93000.0,2,0.0,신용카드,배송완료,5.0
ORD00689,2023-09-20,CUST0031,남,44.0,인천,검색,식품,건강즙,50000.0,1,0.1,포인트,배송완료,5.0
ORD00690,2023-09-20,CUST0181,여,50.0,서울,SNS,뷰티,선크림,101000.0,2,0.2,신용카드,배송완료,5.0
ORD00691,2023-09-21,CUST0167,여,42.0,서울,직접방문,의류,청바지,20000.0,1,0.0,간편결제,배송완료,5.0
ORD00692,2023-09-21,CUST0112,남,45.0,경기,직접방문,식품,과일선물세트,46000.0,1,0.1,계좌이체,취소,
ORD00693,2023-09-22,CUST0186,남,49.0,제주,이메일,의류,티셔츠,65000.0,1,0.0,계좌이체,배송완료,5.0
ORD00694,2023-09-23,CUST0013,여,36.0,제주,이메일,생활용품,조명,25000.0,1,0.15,신용카드,반품,
ORD00695,2023-09-23,CUST0135,남,48.0,경기,검색,의류,니트,114000.0,3,0.2,신용카드,배송완료,5.0
ORD00696,2023-09-24,CUST0142,남,42.0,경기,이메일,생활용품,방향제,59000.0,1,0.0,계좌이체,배송완료,4.0
ORD00697,2023-09-24,CUST0015,여,25.0,경기,검색,전자기기,충전기,318000.0,1,0.0,신용카드,배송중,
ORD00698,2023-09-24,CUST0184,여,31.0,서울,SNS,식품,커피세트,30000.0,1,0.05,간편결제,배송완료,
ORD00699,2023-09-24,CUST0079,여,34.0,광주,직접방문,생활용품,조명,54000.0,2,0.2,신용카드,배송완료,5.0
ORD00700,2023-09-24,CUST0148,남,48.0,대구,검색,뷰티,립스틱,11000.0,1,0.1,신용카드,취소,
ORD00701,2023-09-25,CUST0032,여,33.0,서울,SNS,전자기기,이어폰,46000.0,3,0.1,간편결제,배송완료,5.0
ORD00702,2023-09-25,CUST0156,남,43.0,경기,검색,식품,과일선물세트,72000.0,3,0.0,신용카드,배송완료,4.0
ORD00703,2023-09-25,CUST0153,남,44.0,서울,직접방문,의류,티셔츠,25000.0,1,0.15,신용카드,배송완료,
ORD00704,2023-09-25,CUST0113,여,29.0,경기,SNS,의류,청바지,53000.0,3,0.0,간편결제,배송완료,4.0
ORD00705,2023-09-25,CUST0084,여,36.0,세종,직접방문,생활용품,수건세트,51000.0,1,0.2,신용카드,배송완료,5.0
ORD00706,2023-09-25,CUST0113,여,30.0,경기,검색,전자기기,보조배터리,168000.0,1,0.15,계좌이체,배송완료,4.0
ORD00707,2023-09-26,CUST0146,여,48.0,대구,이메일,전자기기,스피커,123000.0,1,0.3,계좌이체,배송완료,
ORD00708,2023-09-26,CUST0157,여,37.0,서울,SNS,전자기기,보조배터리,303000.0,1,0.1,신용카드,배송중,
ORD00709,2023-09-26,CUST0133,남,55.0,대구,직접방문,전자기기,스마트워치,,2,0.15,신용카드,취소,
ORD00710,2023-09-27,CUST0193,남,46.0,제주,검색,전자기기,스피커,303000.0,3,0.05,신용카드,배송완료,5.0
ORD00711,2023-09-27,CUST0076,여,34.0,서울,직접방문,생활용품,쿠션,12000.0,2,0.0,계좌이체,배송완료,
ORD00712,2023-09-27,CUST0110,남,41.0,경기,SNS,의류,원피스,111000.0,1,0.0,신용카드,배송중,
ORD00713,2023-09-28,CUST0132,남,30.0,서울,검색,전자기기,스마트워치,197000.0,1,0.1,신용카드,취소,
ORD00714,2023-09-28,CUST0183,여,50.0,부산,검색,의류,패딩,94000.0,1,0.0,간편결제,배송완료,5.0
ORD00715,2023-10-01,CUST0073,남,38.0,경기,검색,뷰티,향수,143000.0,1,0.1,계좌이체,배송중,
ORD00716,2023-10-01,CUST0176,여,23.0,대전,검색,뷰티,립스틱,121000.0,2,0.1,포인트,배송완료,4.0
ORD00717,2023-10-02,CUST0184,여,,서울,검색,의류,원피스,74000.0,3,0.0,간편결제,배송완료,4.0
ORD00718,2023-10-03,CUST0002,남,31.0,인천,직접방문,전자기기,스마트워치,211000.0,2,0.0,간편결제,배송완료,5.0
ORD00719,2023-10-04,CUST0020,남,40.0,서울,직접방문,생활용품,방향제,16000.0,1,0.2,간편결제,배송완료,4.0
ORD00720,2023-10-05,CUST0158,남,23.0,인천,SNS,식품,차세트,46000.0,2,0.0,간편결제,배송완료,5.0
ORD00721,2023-10-05,CUST0039,여,28.0,경기,SNS,식품,과일선물세트,37000.0,1,0.15,신용카드,배송완료,
ORD00722,2023-10-06,CUST0148,여,51.0,부산,검색,전자기기,스마트워치,327000.0,1,0.1,신용카드,반품,
ORD00723,2023-10-06,CUST0157,여,46.0,서울,검색,생활용품,텀블러,34000.0,2,0.1,신용카드,배송완료,5.0
ORD00724,2023-10-07,CUST0035,남,29.0,서울,검색,의류,패딩,23000.0,2,0.05,간편결제,배송완료,4.0
ORD00725,2023-10-08,CUST0165,남,21.0,경기,검색,식품,건강즙,22000.0,1,0.1,신용카드,배송완료,
ORD00726,2023-10-08,CUST0196,남,22.0,인천,이메일,전자기기,이어폰,285000.0,2,0.0,간편결제,취소,
ORD00727,2023-10-08,CUST0137,여,47.0,대구,검색,의류,원피스,28000.0,1,0.05,계좌이체,배송완료,
ORD00728,2023-10-09,CUST0171,여,18.0,경기,SNS,의류,니트,49000.0,2,0.0,간편결제,배송완료,5.0
ORD00729,2023-10-09,CUST0065,여,22.0,경기,이메일,전자기기,충전기,35000.0,3,0.15,계좌이체,배송완료,4.0
ORD00730,2023-10-09,CUST0004,남,36.0,경기,이메일,전자기기,스마트워치,295000.0,1,0.3,신용카드,배송완료,4.0
ORD00731,2023-10-10,CUST0056,남,52.0,인천,SNS,식품,건강즙,33000.0,3,0.05,계좌이체,배송완료,4.0
ORD00732,2023-10-10,CUST0052,여,24.0,서울,SNS,전자기기,스마트워치,144000.0,1,0.1,신용카드,배송중,
ORD00733,2023-10-11,CUST0105,남,42.0,제주,검색,식품,건강즙,66000.0,1,0.0,간편결제,배송완료,4.0
ORD00734,2023-10-11,CUST0086,여,49.0,경기,SNS,뷰티,향수,75000.0,1,0.15,신용카드,배송완료,4.0
ORD00735,2023-10-12,CUST0098,여,46.0,광주,직접방문,뷰티,마스크팩,138000.0,2,0.0,계좌이체,배송완료,4.0
ORD00736,2023-10-12,CUST0101,남,32.0,세종,이메일,전자기기,이어폰,97000.0,1,0.1,포인트,배송완료,4.0
ORD00737,2023-10-12,CUST0077,여,23.0,서울,이메일,전자기기,보조배터리,67000.0,1,0.0,신용카드,배송완료,5.0
ORD00738,2023-10-13,CUST0036,남,52.0,서울,제휴,생활용품,쿠션,58000.0,1,0.0,계좌이체,배송완료,5.0
ORD00739,2023-10-13,CUST0086,남,30.0,경기,직접방문,의류,패딩,98000.0,3,0.1,계좌이체,배송완료,4.0
ORD00740,2023-10-13,CUST0073,남,41.0,제주,직접방문,전자기기,스마트워치,262000.0,1,0.3,간편결제,배송완료,4.0
ORD00741,2023-10-13,CUST0162,남,40.0,경기,이메일,의류,니트,76000.0,1,0.0,간편결제,배송완료,5.0
ORD00742,2023-10-14,CUST0056,남,19.0,서울,이메일,전자기기,스피커,281000.0,1,0.1,신용카드,배송완료,4.0
ORD00743,2023-10-14,CUST0094,남,43.0,경기,검색,전자기기,이어폰,145000.0,2,0.1,신용카드,배송완료,4.0
ORD00744,2023-10-14,CUST0177,남,29.0,경기,검색,뷰티,립스틱,14000.0,1,0.2,계좌이체,배송완료,4.0
ORD00745,2023-10-14,CUST0102,남,31.0,서울,제휴,뷰티,스킨케어세트,132000.0,1,0.2,포인트,취소,
ORD00746,2023-10-14,CUST0049,여,28.0,경기,검색,생활용품,방향제,47000.0,1,0.05,계좌이체,배송완료,5.0
ORD00747,2023-10-14,CUST0109,남,50.0,광주,이메일,생활용품,방향제,43000.0,1,0.0,간편결제,취소,
ORD00748,2023-10-14,CUST0168,남,49.0,제주,SNS,식품,견과류,58000.0,3,0.05,신용카드,배송완료,4.0
ORD00749,2023-10-15,CUST0059,남,32.0,경기,직접방문,뷰티,선크림,76000.0,2,0.0,계좌이체,배송완료,4.0
ORD00750,2023-10-15,CUST0144,남,48.0,경기,SNS,전자기기,보조배터리,102000.0,3,0.05,신용카드,배송중,
ORD00751,2023-10-15,CUST0092,남,43.0,부산,제휴,뷰티,립스틱,29000.0,2,0.0,간편결제,배송완료,5.0
ORD00752,2023-10-15,CUST0138,남,39.0,서울,SNS,식품,커피세트,16000.0,2,0.3,포인트,반품,
ORD00753,2023-10-16,CUST0033,여,48.0,광주,제휴,의류,원피스,86000.0,2,0.3,간편결제,배송완료,4.0
ORD00754,2023-10-16,CUST0128,여,38.0,서울,검색,뷰티,립스틱,99000.0,2,0.1,신용카드,취소,
ORD00755,2023-10-17,CUST0135,여,47.0,서울,이메일,식품,커피세트,61000.0,1,0.0,간편결제,배송완료,5.0
ORD00756,2023-10-17,CUST0053,남,42.0,서울,SNS,뷰티,향수,21000.0,3,0.0,계좌이체,배송완료,
ORD00757,2023-10-17,CUST0041,여,22.0,세종,이메일,식품,견과류,39000.0,2,0.0,간편결제,배송완료,5.0
ORD00758,2023-10-18,CUST0097,여,35.0,인천,이메일,생활용품,텀블러,12000.0,2,0.2,간편결제,배송완료,5.0
ORD00759,2023-10-18,CUST0187,여,18.0,부산,검색,식품,건강즙,45000.0,1,0.2,신용카드,배송완료,
ORD00760,2023-10-19,CUST0135,남,20.0,인천,제휴,의류,패딩,70000.0,2,0.15,신용카드,배송중,
ORD00761,2023-10-20,CUST0190,여,45.0,경기,제휴,전자기기,보조배터리,177000.0,2,0.1,계좌이체,배송완료,3.0
ORD00762,2023-10-20,CUST0018,여,32.0,제주,이메일,뷰티,스킨케어세트,118000.0,3,0.15,신용카드,배송완료,4.0
ORD00763,2023-10-20,CUST0153,남,33.0,제주,SNS,의류,패딩,,2,0.0,신용카드,배송완료,
ORD00764,2023-10-20,CUST0075,여,56.0,서울,이메일,전자기기,이어폰,18000.0,1,0.1,계좌이체,배송완료,4.0
ORD00765,2023-10-21,CUST0011,여,33.0,서울,검색,생활용품,텀블러,51000.0,3,0.1,신용카드,취소,
ORD00766,2023-10-21,CUST0069,여,56.0,대전,직접방문,뷰티,마스크팩,105000.0,2,0.0,간편결제,배송완료,4.0
ORD00767,2023-10-22,CUST0159,여,35.0,경기,검색,의류,패딩,90000.0,2,0.0,신용카드,취소,
ORD00768,2023-10-22,CUST0138,여,24.0,서울,SNS,생활용품,수건세트,46000.0,3,0.0,신용카드,배송완료,5.0
ORD00769,2023-10-22,CUST0192,남,40.0,부산,이메일,전자기기,스마트워치,231000.0,2,0.05,포인트,배송완료,5.0
ORD00770,2023-10-22,CUST0054,여,29.0,인천,이메일,의류,원피스,75000.0,1,0.15,신용카드,배송완료,
ORD00771,2023-10-23,CUST0046,남,49.0,대전,직접방문,생활용품,조명,22000.0,1,0.3,신용카드,반품,
ORD00772,2023-10-23,CUST0196,여,31.0,대전,SNS,의류,패딩,51000.0,2,0.0,신용카드,취소,
ORD00773,2023-10-23,CUST0051,남,21.0,대전,검색,의류,청바지,31000.0,1,0.3,포인트,배송중,
ORD00774,2023-10-24,CUST0082,여,45.0,제주,제휴,식품,커피세트,45000.0,2,0.15,신용카드,배송완료,3.0
ORD00775,2023-10-25,CUST0116,여,51.0,경기,직접방문,뷰티,선크림,66000.0,1,0.0,신용카드,배송완료,4.0
ORD00776,2023-10-26,CUST0171,남,39.0,인천,검색,의류,패딩,34000.0,2,0.05,신용카드,반품,
ORD00777,2023-10-26,CUST0084,여,27.0,서울,직접방문,뷰티,스킨케어세트,45000.0,1,0.0,신용카드,취소,
ORD00778,2023-10-26,CUST0105,여,21.0,서울,이메일,전자기기,이어폰,100000.0,2,0.0,신용카드,배송완료,4.0
ORD00779,2023-10-27,CUST0079,남,59.0,인천,SNS,생활용품,조명,25000.0,2,0.2,계좌이체,배송완료,5.0
ORD00780,2023-10-27,CUST0066,여,33.0,제주,SNS,식품,견과류,42000.0,1,0.0,계좌이체,배송완료,5.0
ORD00781,2023-10-27,CUST0173,여,23.0,세종,검색,의류,티셔츠,94000.0,1,0.2,계좌이체,배송완료,5.0
ORD00782,2023-10-27,CUST0011,남,40.0,서울,직접방문,생활용품,방향제,10000.0,1,0.3,간편결제,배송완료,4.0
ORD00783,2023-10-28,CUST0068,남,35.0,부산,검색,생활용품,조명,30000.0,1,0.3,신용카드,배송완료,5.0
ORD00784,2023-10-28,CUST0133,여,34.0,서울,검색,의류,패딩,22000.0,1,0.1,신용카드,취소,
ORD00785,2023-10-28,CUST0140,여,30.0,대구,검색,식품,과일선물세트,17000.0,1,0.1,신용카드,배송완료,5.0
ORD00786,2023-10-28,CUST0162,여,34.0,경기,검색,전자기기,보조배터리,116000.0,2,0.0,간편결제,반품,
ORD00787,2023-10-28,CUST0132,남,48.0,대전,제휴,생활용품,텀블러,49000.0,1,0.0,신용카드,배송중,
ORD00788,2023-10-29,CUST0052,남,38.0,서울,검색,의류,원피스,88000.0,1,0.15,포인트,배송완료,4.0
ORD00789,2023-10-30,CUST0116,남,,서울,이메일,생활용품,쿠션,51000.0,2,0.15,간편결제,배송완료,5.0
ORD00790,2023-10-31,CUST0005,남,24.0,인천,검색,뷰티,스킨케어세트,115000.0,1,0.15,신용카드,배송완료,4.0
ORD00791,2023-10-31,CUST0109,남,50.0,대구,직접방문,생활용품,조명,49000.0,1,0.3,포인트,반품,
ORD00792,2023-10-31,CUST0072,여,33.0,부산,검색,전자기기,보조배터리,283000.0,1,0.05,계좌이체,반품,
ORD00793,2023-10-31,CUST0167,여,40.0,광주,SNS,뷰티,향수,134000.0,1,0.3,간편결제,배송완료,5.0
ORD00794,2023-10-31,CUST0017,여,32.0,광주,검색,전자기기,스피커,209000.0,2,0.0,신용카드,배송완료,4.0
ORD00795,2023-11-01,CUST0053,남,48.0,부산,검색,생활용품,수건세트,33000.0,2,0.15,신용카드,배송완료,5.0
ORD00796,2023-11-01,CUST0141,남,35.0,경기,직접방문,의류,니트,77000.0,3,0.3,신용카드,배송완료,3.0
ORD00797,2023-11-01,CUST0080,여,31.0,부산,이메일,의류,청바지,101000.0,3,0.0,계좌이체,배송완료,5.0
ORD00798,2023-11-02,CUST0019,여,43.0,인천,이메일,전자기기,충전기,117000.0,2,0.1,간편결제,배송완료,4.0
ORD00799,2023-11-03,CUST0166,여,32.0,제주,직접방문,전자기기,보조배터리,16000.0,3,0.3,간편결제,배송완료,4.0
ORD00800,2023-11-03,CUST0011,여,36.0,경기,SNS,의류,패딩,77000.0,1,0.0,간편결제,배송완료,4.0
ORD00801,2023-11-04,CUST0112,여,34.0,제주,검색,의류,청바지,70000.0,1,0.1,간편결제,배송완료,5.0
ORD00802,2023-11-04,CUST0115,여,37.0,부산,SNS,전자기기,충전기,30000.0,1,0.1,간편결제,배송완료,4.0
ORD00803,2023-11-05,CUST0098,남,28.0,대구,SNS,식품,커피세트,21000.0,2,0.0,신용카드,배송완료,4.0
ORD00804,2023-11-05,CUST0008,남,58.0,제주,SNS,식품,견과류,31000.0,1,0.05,신용카드,배송완료,4.0
ORD00805,2023-11-05,CUST0109,남,25.0,경기,SNS,의류,원피스,59000.0,2,0.2,포인트,배송완료,4.0
ORD00806,2023-11-05,CUST0080,여,56.0,대전,제휴,전자기기,스피커,216000.0,1,0.15,신용카드,배송완료,4.0
ORD00807,2023-11-06,CUST0104,남,39.0,서울,이메일,의류,니트,112000.0,2,0.2,신용카드,취소,
ORD00808,2023-11-07,CUST0195,여,19.0,부산,검색,전자기기,보조배터리,100000.0,1,0.1,신용카드,배송중,
ORD00809,2023-11-07,CUST0163,남,26.0,대전,직접방문,뷰티,향수,22000.0,1,0.2,간편결제,배송완료,4.0
ORD00810,2023-11-07,CUST0170,남,35.0,서울,SNS,전자기기,충전기,119000.0,1,0.1,신용카드,배송완료,4.0
ORD00811,2023-11-07,CUST0175,여,29.0,광주,직접방문,생활용품,조명,24000.0,1,0.2,신용카드,배송완료,4.0
ORD00812,2023-11-08,CUST0141,n,33.0,서울,이메일,식품,차세트,74000.0,1,0.0,신용카드,배송완료,3.0
ORD00813,2023-11-08,CUST0171,남,26.0,경기,검색,의류,패딩,64000.0,3,0.05,간편결제,배송완료,5.0
ORD00814,2023-11-09,CUST0013,여,36.0,서울,검색,의류,티셔츠,30000.0,3,0.1,포인트,배송완료,5.0
ORD00815,2023-11-09,CUST0014,남,35.0,대구,검색,의류,원피스,44000.0,1,0.2,간편결제,반품,
ORD00816,2023-11-09,CUST0108,여,33.0,인천,검색,전자기기,스피커,41000.0,2,0.0,간편결제,배송완료,4.0
ORD00817,2023-11-09,CUST0186,여,56.0,경기,SNS,의류,패딩,43000.0,3,0.2,포인트,배송완료,4.0
ORD00818,2023-11-11,CUST0075,여,24.0,대구,SNS,의류,티셔츠,87000.0,1,0.1,신용카드,배송완료,5.0
ORD00819,2023-11-11,CUST0022,여,26.0,경기,검색,전자기기,이어폰,243000.0,2,0.0,신용카드,반품,
ORD00820,2023-11-11,CUST0072,여,34.0,경기,제휴,뷰티,스킨케어세트,80000.0,1,0.2,신용카드,배송완료,5.0
ORD00821,2023-11-11,CUST0017,여,20.0,서울,검색,식품,커피세트,25000.0,1,0.1,간편결제,배송완료,4.0
ORD00822,2023-11-12,CUST0147,여,,광주,검색,의류,패딩,47000.0,1,0.05,신용카드,배송중,
ORD00823,2023-11-12,CUST0146,남,38.0,제주,직접방문,식품,과일선물세트,25000.0,1,0.05,포인트,배송완료,5.0
ORD00824,2023-11-12,CUST0137,여,23.0,부산,제휴,전자기기,스피커,42000.0,1,0.1,신용카드,반품,
ORD00825,2023-11-13,CUST0135,여,39.0,경기,검색,전자기기,스마트워치,72000.0,2,0.0,신용카드,배송중,
ORD00826,2023-11-13,CUST0056,n,18.0,서울,이메일,의류,니트,78000.0,1,0.15,간편결제,배송완료,
ORD00827,2023-11-13,CUST0095,남,41.0,제주,검색,전자기기,이어폰,163000.0,3,0.0,간편결제,배송완료,3.0
ORD00828,2023-11-13,CUST0011,남,35.0,경기,제휴,의류,티셔츠,39000.0,1,0.05,신용카드,배송완료,5.0
ORD00829,2023-11-13,CUST0099,남,34.0,경기,직접방문,전자기기,보조배터리,47000.0,1,0.3,신용카드,배송완료,4.0
ORD00830,2023-11-14,CUST0006,남,38.0,경기,직접방문,의류,청바지,101000.0,1,0.0,신용카드,배송완료,
ORD00831,2023-11-14,CUST0026,남,31.0,대구,SNS,식품,건강즙,34000.0,3,0.05,신용카드,배송완료,5.0
ORD00832,2023-11-14,CUST0117,남,43.0,경기,검색,의류,니트,45000.0,2,0.0,신용카드,배송완료,4.0
ORD00833,2023-11-14,CUST0091,여,27.0,대전,SNS,뷰티,립스틱,92000.0,2,0.15,신용카드,배송완료,5.0
ORD00834,2023-11-14,CUST0004,남,40.0,서울,검색,전자기기,충전기,224000.0,1,0.2,신용카드,배송완료,4.0
ORD00835,2023-11-14,CUST0128,남,,서울,검색,식품,건강즙,18000.0,2,0.0,간편결제,취소,
ORD00836,2023-11-14,CUST0047,여,40.0,대전,직접방문,생활용품,텀블러,36000.0,1,0.0,간편결제,배송완료,4.0
ORD00837,2023-11-15,CUST0123,여,50.0,대구,SNS,전자기기,이어폰,148000.0,1,0.15,간편결제,배송완료,4.0
ORD00838,2023-11-15,CUST0043,여,53.0,경기,검색,전자기기,스피커,244000.0,2,0.1,계좌이체,배송완료,5.0
ORD00839,2023-11-15,CUST0182,여,48.0,광주,검색,전자기기,이어폰,15000.0,1,0.0,신용카드,배송완료,4.0
ORD00840,2023-11-16,CUST0013,남,36.0,인천,검색,의류,패딩,36000.0,1,0.1,간편결제,배송중,
ORD00841,2023-11-16,CUST0012,여,31.0,경기,SNS,전자기기,보조배터리,24000.0,1,0.1,신용카드,배송완료,5.0
ORD00842,2023-11-16,CUST0053,여,27.0,서울,SNS,의류,청바지,59000.0,3,0.0,계좌이체,반품,
ORD00843,2023-11-16,CUST0107,여,28.0,부산,직접방문,생활용품,쿠션,31000.0,1,0.1,간편결제,반품,
ORD00844,2023-11-18,CUST0036,남,45.0,인천,이메일,생활용품,쿠션,46000.0,1,0.0,신용카드,배송완료,5.0
ORD00845,2023-11-18,CUST0162,남,28.0,제주,SNS,의류,티셔츠,52000.0,1,0.2,신용카드,배송완료,5.0
ORD00846,2023-11-18,CUST0180,여,45.0,대구,검색,식품,차세트,56000.0,1,0.2,포인트,취소,
ORD00847,2023-11-19,CUST0062,여,29.0,제주,SNS,의류,티셔츠,102000.0,3,0.1,포인트,배송완료,4.0
ORD00848,2023-11-19,CUST0044,남,37.0,세종,이메일,생활용품,방향제,55000.0,1,0.0,계좌이체,반품,
ORD00849,2023-11-19,CUST0132,여,30.0,대전,검색,의류,청바지,52000.0,1,0.0,계좌이체,배송완료,4.0
ORD00850,2023-11-20,CUST0061,여,52.0,경기,이메일,뷰티,선크림,53000.0,1,0.0,간편결제,배송완료,5.0
ORD00851,2023-11-21,CUST0018,남,26.0,인천,이메일,생활용품,조명,40000.0,2,0.0,간편결제,반품,
ORD00852,2023-11-21,CUST0023,여,45.0,서울,SNS,전자기기,이어폰,65000.0,1,0.0,간편결제,반품,
ORD00853,2023-11-21,CUST0141,남,21.0,서울,제휴,생활용품,수건세트,43000.0,1,0.1,신용카드,배송완료,5.0
ORD00854,2023-11-22,CUST0199,남,36.0,경기,직접방문,식품,차세트,76000.0,2,0.1,간편결제,배송중,
ORD00855,2023-11-22,CUST0116,남,49.0,서울,검색,전자기기,충전기,174000.0,1,0.2,신용카드,배송완료,4.0
ORD00856,2023-11-22,CUST0033,남,33.0,광주,직접방문,생활용품,방향제,30000.0,3,0.1,계좌이체,반품,
ORD00857,2023-11-23,CUST0088,여,26.0,서울,이메일,식품,견과류,23000.0,1,0.0,간편결제,배송완료,4.0
ORD00858,2023-11-23,CUST0152,남,39.0,서울,검색,전자기기,이어폰,303000.0,2,0.0,신용카드,배송완료,5.0
ORD00859,2023-11-24,CUST0061,남,33.0,서울,제휴,전자기기,충전기,182000.0,1,0.3,포인트,취소,
ORD00860,2023-11-24,CUST0113,남,38.0,인천,검색,전자기기,스피커,124000.0,1,0.0,간편결제,배송완료,5.0
