주문ID,주문일시,고객ID,가게ID,메뉴,주문금액,수량,배달소요시간(분),결제방법,쿠폰사용여부,평점,주문상태
ORD01362,2024-05-14 13:43:03,CUST0472,STR049,불고기버거,10600,1,34.0,간편결제,Y,,배달완료
ORD01363,2024-01-18 13:17:25,CUST0332,STR034,짜장면,8600,1,32.0,카드,N,,배달완료
ORD01364,2024-06-01 18:07:44,CUST0287,STR088,콤비네이션피자,18100,2,23.0,카드,N,,배달완료
ORD01365,2024-12-21 13:57:32,CUST0343,STR044,순대,7100,2,20.0,간편결제,N,3.0,배달완료
ORD01366,2024-06-18 12:06:00,CUST0232,STR062,감자튀김,11700,1,35.0,카드,N,4.0,배달완료
ORD01367,2024-08-01 11:25:36,CUST0147,STR003,초밥세트,9000,1,29.0,카드,Y,,배달완료
ORD01368,2024-01-28 21:49:43,CUST0361,STR075,탕수육,16800,1,55.0,현금,N,3.0,배달완료
ORD01369,2024-02-25 22:59:31,CUST0252,STR048,초밥세트,18800,1,16.0,카드,Y,5.0,배달완료
ORD01370,2024-07-28 22:50:01,CUST0279,STR089,감자튀김,8100,1,26.0,카드,N,,배달완료
ORD01371,2024-10-25 12:59:51,CUST0132,STR067,불고기버거,6900,1,47.0,카드,N,,배달완료
ORD01372,2024-09-12 21:29:23,CUST0297,STR073,오뎅,4900,1,53.0,카드,N,4.0,배달완료
ORD01373,2024-12-17 22:23:16,CUST0093,STR014,볶음밥,12200,1,44.0,카드,N,,취소
ORD01374,2024-12-31 16:40:21,CUST0447,STR084,퀴노아샐러드,15100,1,54.0,간편결제,N,5.0,배달완료
ORD01375,2024-03-31 12:55:28,CUST0262,STR065,튀김,11400,2,37.0,카드,N,,취소
ORD01376,2024-03-02 17:36:24,CUST0147,STR013,오꼬노미야끼,11700,3,60.0,현금,N,,배달완료
ORD01377,2024-02-07 15:33:15,CUST0107,STR016,설렁탕,9200,1,49.0,카드,N,,배달완료
ORD01378,2024-12-06 19:20:29,CUST0247,STR052,페퍼로니피자,23900,1,54.0,카드,Y,,배달완료
ORD01379,2024-03-31 19:32:29,CUST0306,STR026,튀김,4900,1,26.0,간편결제,N,5.0,배달완료
ORD01380,2024-01-22 13:59:52,CUST0050,STR092,페퍼로니피자,20400,2,52.0,카드,N,5.0,배달완료
ORD01381,2024-01-07 20:03:19,CUST0080,STR034,짜장면,11000,1,21.0,카드,N,5.0,배달완료
ORD01382,2024-11-15 22:31:00,CUST0111,STR095,족발,33500,1,47.0,카드,Y,4.0,배달완료
ORD01383,2024-09-10 19:57:51,CUST0306,STR043,감자튀김,7200,2,53.0,카드,N,4.0,배달완료
ORD01384,2024-01-21 18:01:10,CUST0019,STR087,볶음밥,16900,2,23.0,카드,N,5.0,배달완료
ORD01385,2024-08-28 18:03:30,CUST0325,STR060,치즈피자,32400,1,54.0,간편결제,N,,배달완료
ORD01386,2024-04-26 11:16:37,CUST0235,STR028,너겟세트,7000,2,18.0,카드,N,5.0,배달완료
ORD01387,2024-09-17 19:24:28,CUST0149,STR035,그릭샐러드,11100,1,50.0,현금,N,,배달완료
ORD01388,2024-05-26 13:15:59,CUST0062,STR037,된장찌개,12900,1,26.0,카드,N,4.0,배달완료
ORD01389,2024-03-19 21:39:52,CUST0259,STR076,감자튀김,5100,3,19.0,간편결제,N,,배달완료
ORD01390,2024-10-04 11:05:24,CUST0405,STR013,규동,15800,1,19.0,간편결제,Y,,배달완료
ORD01391,2024-10-23 19:07:31,CUST0306,STR082,후라이드치킨,23700,1,52.0,카드,N,4.0,배달완료
ORD01392,2024-02-26 11:32:28,CUST0459,STR019,빙수,13600,1,50.0,간편결제,N,4.0,배달완료
ORD01393,2024-06-22 17:03:54,CUST0082,STR008,치킨텐더,19000,1,35.0,카드,Y,3.0,배달완료
ORD01394,2024-10-08 17:31:42,CUST0424,STR024,오돌뼈,31200,1,16.0,간편결제,N,2.0,배달완료
ORD01395,2024-08-28 12:57:05,CUST0403,STR031,보쌈,33700,3,39.0,카드,N,2.0,배달완료
ORD01396,2024-02-28 20:32:06,CUST0213,STR099,돈카츠,13500,2,35.0,카드,N,,배달완료
ORD01397,2024-08-24 19:16:04,CUST0178,STR095,닭볶음탕,30700,1,35.0,카드,N,5.0,배달완료
ORD01398,2024-06-30 17:29:16,CUST0203,STR002,시저샐러드,11300,1,49.0,카드,N,,배달완료
ORD01399,2024-10-06 20:10:43,CUST0187,STR056,콤비네이션피자,33800,3,57.0,현금,Y,,배달완료
ORD01400,2024-05-10 20:42:11,CUST0027,STR067,불고기버거,8200,1,46.0,카드,N,2.0,배달완료
ORD01401,2024-02-11 13:03:01,CUST0457,STR070,케이크,9100,1,34.0,간편결제,Y,,취소
ORD01402,2024-03-17 09:23:59,CUST0494,STR032,하와이안피자,31000,1,52.0,현금,N,,취소
ORD01403,2024-12-02 23:25:49,CUST0280,STR071,불고기버거,6700,1,37.0,카드,Y,2.0,배달완료
ORD01404,2024-07-01 23:30:37,CUST0411,STR087,볶음밥,10400,1,46.0,간편결제,N,4.0,배달완료
ORD01405,2024-06-08 17:30:34,CUST0297,STR040,아메리카노,11100,1,55.0,카드,N,4.0,배달완료
ORD01406,2024-12-28 19:41:24,CUST0160,STR018,양념치킨,18200,1,36.0,카드,Y,,배달완료
ORD01407,2024-11-28 19:21:43,CUST0409,STR006,설렁탕,10200,1,52.0,간편결제,N,,배달완료
ORD01408,2024-11-28 19:06:19,CUST0158,STR050,볶음밥,17900,1,33.0,카드,N,3.0,배달완료
ORD01409,2024-03-05 17:26:47,CUST0027,STR039,설렁탕,8800,1,52.0,간편결제,Y,,취소
ORD01410,2024-08-20 11:11:29,CUST0221,STR046,시저샐러드,8500,3,20.0,현금,N,,배달중
ORD01411,2024-01-20 14:47:53,CUST0198,STR045,규동,23700,2,41.0,카드,N,1.0,배달완료
ORD01412,2024-01-31 12:28:32,CUST0351,STR013,우동,10500,1,22.0,간편결제,N,5.0,배달완료
ORD01413,2024-02-03 13:28:15,CUST0074,STR082,간장치킨,20900,1,56.0,카드,N,3.0,배달완료
ORD01414,2024-07-22 19:07:23,CUST0350,STR095,족발,28400,1,26.0,카드,N,,배달완료
ORD01415,2024-10-16 22:07:42,CUST0388,STR032,불고기피자,19800,1,16.0,간편결제,N,1.0,배달완료
ORD01416,2024-03-18 14:59:30,CUST0380,STR021,연어샐러드,11300,1,46.0,카드,Y,3.0,배달완료
ORD01417,2024-08-02 20:52:31,CUST0179,STR031,닭볶음탕,31300,1,39.0,간편결제,Y,1.0,배달완료
ORD01418,2024-01-04 17:10:24,CUST0141,STR065,순대,10200,1,58.0,간편결제,N,,배달완료
ORD01419,2024-09-15 21:55:27,CUST0468,STR073,떡볶이,8000,1,33.0,간편결제,N,5.0,배달완료
ORD01420,2024-11-11 12:33:31,CUST0201,STR061,오꼬노미야끼,19500,3,35.0,카드,N,5.0,배달완료
ORD01421,2024-06-07 21:39:50,CUST0060,STR016,제육볶음,8300,1,20.0,간편결제,N,,배달완료
ORD01422,2024-03-13 12:28:39,CUST0416,STR024,닭볶음탕,28400,1,45.0,간편결제,N,1.0,배달완료
ORD01423,2024-09-04 12:36:39,CUST0292,STR034,깐풍기,13500,1,30.0,카드,Y,3.0,배달완료
ORD01424,2024-06-13 20:52:29,CUST0353,STR033,오꼬노미야끼,15900,1,56.0,카드,Y,,배달중
ORD01425,2024-09-07 19:48:46,CUST0159,STR049,불고기버거,8500,3,36.0,카드,N,,취소
ORD01426,2024-10-18 20:34:21,CUST0058,STR006,된장찌개,8300,1,15.0,카드,Y,3.0,배달완료
ORD01427,2024-04-12 20:52:37,CUST0028,STR045,규동,23300,1,53.0,카드,Y,4.0,배달완료
ORD01428,2024-08-19 12:29:45,CUST0152,STR034,짜장면,6400,1,28.0,카드,N,3.0,배달완료
ORD01429,2024-07-23 11:20:54,CUST0406,STR014,짬뽕,15200,1,32.0,카드,N,4.0,배달완료
ORD01430,2024-05-21 18:39:37,CUST0473,STR008,치킨텐더,23300,0,39.0,카드,Y,5.0,배달완료
ORD01431,2024-08-14 20:07:09,CUST0408,STR035,포케보울,8600,1,24.0,간편결제,N,5.0,배달완료
ORD01432,2024-03-26 11:02:01,CUST0179,STR097,오뎅,8200,3,25.0,카드,N,4.0,배달완료
ORD01433,2024-11-07 18:29:55,CUST0430,STR076,감자튀김,8900,1,44.0,카드,N,,배달완료
ORD01434,2024-04-06 17:38:34,CUST0286,STR073,오뎅,3700,1,15.0,카드,N,4.0,배달완료
ORD01435,2024-04-28 22:13:09,CUST0457,STR095,보쌈,23600,1,16.0,간편결제,N,,취소
ORD01436,2024-06-27 15:49:14,CUST0446,STR001,감자튀김,11600,1,54.0,카드,Y,5.0,배달완료
ORD01437,2024-03-12 12:21:54,CUST0308,STR091,후라이드치킨,22800,2,48.0,간편결제,N,3.0,배달완료
ORD01438,2024-01-06 12:37:48,CUST0151,STR097,튀김,3700,1,27.0,간편결제,N,2.0,배달완료
ORD01439,2024-04-09 12:32:09,CUST0121,STR049,빅맥세트,6700,1,31.0,간편결제,N,2.0,배달완료
ORD01440,2024-08-01 18:08:18,CUST0040,STR017,초밥세트,12500,1,24.0,간편결제,N,4.0,배달완료
ORD01441,2024-01-23 19:41:47,CUST0244,STR064,오꼬노미야끼,15600,1,15.0,카드,Y,4.0,배달완료
ORD01442,2024-02-27 18:08:54,CUST0198,STR014,마파두부,14000,1,60.0,현금,N,3.0,배달완료
ORD01443,2024-08-29 21:56:15,CUST0081,STR085,오돌뼈,26500,1,32.0,카드,Y,4.0,배달완료
ORD01444,2024-04-13 11:12:08,CUST0474,STR090,그릭샐러드,8500,1,44.0,카드,Y,,배달완료
ORD01445,2024-09-25 20:59:41,CUST0049,STR052,하와이안피자,25000,1,30.0,카드,N,4.0,배달완료
ORD01446,2024-11-10 09:42:28,CUST0465,STR017,초밥세트,14900,2,32.0,카드,Y,5.0,배달완료
ORD01447,2024-01-22 12:22:29,CUST0302,STR031,닭발,29900,2,34.0,간편결제,N,,취소
ORD01448,2024-10-17 18:23:55,CUST0333,STR010,간장치킨,20400,1,25.0,카드,Y,4.0,배달완료
ORD01449,2024-09-05 14:24:37,CUST0034,STR008,후라이드치킨,21100,2,24.0,카드,Y,4.0,배달완료
ORD01450,2024-12-11 17:42:50,CUST0432,STR037,갈비탕,13100,1,34.0,간편결제,N,,배달완료
ORD01451,2024-06-02 13:04:14,CUST0156,STR007,떡볶이,6800,1,49.0,현금,Y,4.0,배달완료
ORD01452,2024-03-10 17:08:37,CUST0080,STR095,닭볶음탕,20700,0,48.0,간편결제,Y,3.0,배달완료
ORD01453,2024-08-15 09:21:29,CUST0341,STR008,양념치킨,24400,1,43.0,간편결제,N,,취소
ORD01454,2024-06-17 17:08:18,CUST0312,STR080,닭발,33700,1,22.0,카드,N,,취소
ORD01455,2024-03-13 18:10:58,CUST0205,STR073,오뎅,8300,1,44.0,카드,Y,3.0,배달완료
ORD01456,2024-01-14 13:39:17,CUST0336,STR067,와퍼세트,7900,1,29.0,카드,Y,4.0,배달완료
ORD01457,2024-10-15 12:26:01,CUST0004,STR097,순대,9300,1,19.0,간편결제,Y,,취소
ORD01458,2024-02-16 22:22:26,CUST0112,STR027,닭발,28800,1,34.0,간편결제,N,,배달완료
ORD01459,2024-07-01 10:19:52,CUST0182,STR092,불고기피자,26500,1,15.0,카드,N,,배달완료
ORD01460,2024-03-22 14:05:14,CUST0220,STR004,오돌뼈,22800,1,54.0,카드,Y,4.0,배달완료
ORD01461,2024-06-22 09:46:19,CUST0243,STR010,마늘치킨,18200,1,15.0,카드,N,,배달완료
ORD01462,2024-06-19 20:13:48,CUST0233,STR084,닭가슴살샐러드,13100,1,59.0,카드,N,2.0,배달완료
ORD01463,2024-06-13 13:57:49,CUST0403,STR082,후라이드치킨,20000,1,34.0,카드,N,,취소
ORD01464,2024-02-04 17:08:53,CUST0026,STR053,순대,5700,1,57.0,간편결제,N,1.0,배달완료
ORD01465,2024-01-22 14:04:35,CUST0063,STR052,페퍼로니피자,32600,3,28.0,카드,N,5.0,배달완료
ORD01466,2024-07-17 10:52:47,CUST0425,STR070,크로플,3200,1,58.0,간편결제,Y,4.0,배달완료
ORD01467,2024-10-27 12:18:21,CUST0269,STR062,와퍼세트,7200,1,29.0,카드,N,4.0,배달완료
ORD01468,2024-02-26 12:48:55,CUST0121,STR085,보쌈,33300,1,21.0,카드,Y,4.0,배달완료
ORD01469,2024-03-08 18:55:00,CUST0142,STR003,오꼬노미야끼,24200,1,42.0,현금,N,3.0,배달완료
ORD01470,2024-02-12 22:42:27,CUST0242,STR030,갈비탕,9200,1,18.0,카드,Y,4.0,배달완료
ORD01471,2024-11-20 19:25:26,CUST0487,STR015,라볶이,5700,1,48.0,간편결제,N,,취소
ORD01472,2024-01-18 19:19:15,CUST0116,STR037,갈비탕,13200,3,18.0,카드,N,4.0,배달완료
ORD01473,2024-09-17 12:29:46,CUST0235,STR044,라볶이,8100,1,53.0,카드,N,4.0,배달완료
ORD01474,2024-03-31 21:21:45,CUST0273,STR031,오돌뼈,25600,1,46.0,간편결제,Y,4.0,배달완료
ORD01475,2024-03-06 13:41:28,CUST0259,STR049,와퍼세트,6600,1,51.0,간편결제,Y,3.0,배달완료
ORD01476,2024-01-06 22:17:59,CUST0044,STR013,초밥세트,11200,1,27.0,간편결제,Y,,배달중
ORD01477,2024-04-08 19:22:58,CUST0321,STR043,너겟세트,5700,1,27.0,카드,Y,5.0,배달완료
ORD01478,2024-03-28 21:37:29,CUST0416,STR030,김치찌개,11500,1,49.0,카드,N,4.0,배달완료
ORD01479,2024-08-24 19:27:58,CUST0417,STR030,김치찌개,13900,2,27.0,간편결제,N,,배달완료
ORD01480,2024-11-08 19:09:04,CUST0282,STR066,오뎅,8100,1,26.0,카드,N,5.0,배달완료
ORD01481,2024-10-29 12:36:16,CUST0173,STR068,와퍼세트,8400,1,55.0,간편결제,N,5.0,배달완료
ORD01482,2024-06-24 11:30:28,CUST0342,STR084,포케보울,10800,3,16.0,간편결제,N,4.0,배달완료
ORD01483,2024-01-25 12:17:34,CUST0457,STR009,간장치킨,21600,1,59.0,간편결제,N,4.0,배달완료
ORD01484,2024-01-25 22:15:25,CUST0200,STR054,순살치킨,21800,1,38.0,간편결제,N,3.0,배달완료
ORD01485,2024-04-18 12:39:27,CUST0033,STR093,마파두부,9100,1,30.0,간편결제,N,5.0,배달완료
ORD01486,2024-09-14 12:46:28,CUST0116,STR079,퀴노아샐러드,12200,1,48.0,간편결제,N,4.0,배달완료
ORD01487,2024-01-21 17:55:50,CUST0478,STR017,초밥세트,21500,2,51.0,간편결제,N,,취소
ORD01488,2024-09-17 20:45:20,CUST0220,STR020,간장치킨,18800,2,27.0,카드,Y,,배달중
ORD01489,2024-04-05 17:32:32,CUST0015,STR082,순살치킨,18700,99,17.0,간편결제,Y,5.0,배달완료
ORD01490,2024-08-17 11:18:45,CUST0267,STR012,치킨버거,6500,2,31.0,간편결제,N,5.0,배달완료
ORD01491,2024-10-26 23:16:08,CUST0338,STR022,우동,9400,1,37.0,간편결제,N,,배달완료
ORD01492,2024-12-05 21:33:20,CUST0293,STR092,불고기피자,20400,1,20.0,간편결제,Y,,배달중
ORD01493,2024-06-01 18:04:11,CUST0291,STR081,보쌈,28500,1,60.0,간편결제,Y,,배달완료
ORD01494,2024-12-17 19:28:54,CUST0056,STR061,규동,16700,1,35.0,카드,Y,5.0,배달완료
ORD01495,2024-01-10 11:52:58,CUST0148,STR012,와퍼세트,5500,3,60.0,카드,Y,4.0,배달완료
ORD01496,2024-11-11 19:34:00,CUST0490,STR002,연어샐러드,11200,1,28.0,현금,Y,,배달중
ORD01497,2024-12-16 11:14:58,CUST0141,STR048,오꼬노미야끼,18900,2,56.0,간편결제,Y,3.0,배달완료
ORD01498,2024-05-06 11:15:18,CUST0240,STR003,라멘,10900,2,22.0,간편결제,N,5.0,배달완료
ORD01499,2024-01-21 19:51:33,CUST0395,STR033,라멘,24600,1,60.0,카드,N,4.0,배달완료
ORD01500,2024-12-21 22:56:06,CUST0281,STR005,떡볶이,3100,1,30.0,카드,N,5.0,배달완료
ORD01501,2024-01-21 19:56:04,CUST9222,STR020,반반치킨,22900,0,58.0,간편결제,N,4.0,배달완료
ORD01502,2024-07-01 12:48:14,CUST0014,STR100,불고기피자,32100,1,41.0,카드,Y,,배달완료
ORD01503,2024-02-08 18:39:12,CUST0165,STR073,라볶이,8900,1,43.0,간편결제,N,5.0,배달완료
ORD01504,2024-09-26 19:10:36,CUST0249,STR033,돈카츠,24400,1,29.0,간편결제,N,3.0,배달완료
ORD01505,2024-07-31 11:22:59,CUST0476,STR071,와퍼세트,11600,3,19.0,간편결제,Y,4.0,배달완료
ORD01506,2024-09-05 20:15:23,CUST0441,STR089,와퍼세트,10800,2,24.0,카드,N,4.0,배달완료
ORD01507,2024-08-02 20:14:04,CUST0494,STR042,연어샐러드,13800,0,44.0,간편결제,N,2.0,배달완료
ORD01508,2024-05-06 19:47:30,CUST0341,STR062,와퍼세트,5900,1,44.0,카드,N,3.0,배달완료
ORD01509,2024-01-14 22:06:46,CUST0349,STR016,제육볶음,13800,2,18.0,간편결제,Y,4.0,배달완료
ORD01510,2024-10-11 16:08:43,CUST0295,STR001,감자튀김,5300,2,27.0,카드,N,5.0,배달완료
ORD01511,2024-01-09 18:26:47,CUST0351,STR040,케이크,8500,1,59.0,현금,Y,,배달완료
ORD01512,2024-04-17 13:15:12,CUST0082,STR019,카페라떼,13100,1,16.0,간편결제,N,,배달중
ORD01513,2024-02-23 17:07:51,CUST0074,STR077,짬뽕,17000,1,54.0,간편결제,N,,배달중
ORD01514,2024-07-27 16:05:40,CUST0280,STR006,김치찌개,13500,1,45.0,카드,Y,5.0,배달완료
ORD01515,2024-11-23 17:07:40,CUST0495,STR072,설렁탕,14100,1,17.0,카드,N,3.0,배달완료
ORD01516,2024-03-13 23:55:24,CUST0400,STR053,오뎅,11600,1,22.0,카드,N,,배달완료
ORD01517,2024-09-14 20:55:21,CUST0142,STR008,순살치킨,19500,1,49.0,간편결제,N,3.0,배달완료
ORD01518,2024-09-20 17:41:51,CUST0329,STR010,마늘치킨,18900,1,21.0,간편결제,N,,배달완료
ORD01519,2024-04-17 21:16:18,CUST0484,STR094,보쌈,23300,1,17.0,현금,N,3.0,배달완료
ORD01520,2024-11-06 12:18:24,CUST0296,STR032,하와이안피자,21700,1,28.0,간편결제,N,4.0,배달완료
ORD01521,2024-12-26 11:01:57,CUST0167,STR027,곱창,23700,1,37.0,간편결제,N,,배달완료
ORD01522,2024-05-21 11:49:35,CUST0335,STR097,순대,10800,2,49.0,간편결제,N,4.0,배달완료
ORD01523,2024-06-16 19:52:41,CUST0348,STR034,볶음밥,14000,1,32.0,간편결제,N,5.0,배달완료
ORD01524,2024-11-08 18:43:17,CUST0086,STR021,포케보울,15600,2,19.0,카드,N,5.0,배달완료
ORD01525,2024-07-07 19:41:18,CUST0459,STR010,간장치킨,23600,2,37.0,카드,N,,배달완료
ORD01526,2024-11-19 11:49:52,CUST0024,STR028,불고기버거,10700,1,59.0,간편결제,N,4.0,배달완료
ORD01527,2024-04-29 18:54:48,CUST0102,STR097,김밥,7700,2,33.0,카드,Y,3.0,배달완료
ORD01528,2024-08-01 23:40:29,CUST0395,STR019,빙수,9300,1,18.0,현금,N,4.0,배달완료
ORD01529,2024-07-15 20:13:24,CUST0350,STR034,마파두부,14200,2,30.0,간편결제,N,,취소
ORD01530,2024-05-25 22:53:46,CUST0162,STR039,김치찌개,9700,1,46.0,카드,N,,배달완료
ORD01531,2024-12-22 22:33:39,CUST0175,STR012,감자튀김,6100,1,15.0,현금,N,,취소
ORD01532,2024-03-18 12:19:05,CUST0184,STR038,규동,19400,1,33.0,카드,Y,,배달완료
ORD01533,2024-11-23 22:30:34,CUST0312,STR044,오뎅,7500,3,28.0,간편결제,Y,5.0,배달완료
ORD01534,2024-07-23 18:22:46,CUST0270,STR055,카페라떼,5600,1,17.0,카드,N,,배달완료
ORD01535,2024-09-30 12:12:52,CUST0336,STR097,오뎅,3400,1,21.0,카드,Y,4.0,배달완료
ORD01536,2024-06-23 12:27:44,CUST0086,STR011,빙수,4800,2,26.0,카드,N,,배달완료
ORD01537,2024-01-20 14:08:03,CUST0421,STR033,규동,17600,1,48.0,카드,Y,1.0,배달완료
ORD01538,2024-03-17 19:56:46,CUST0491,STR075,짬뽕,16400,2,44.0,카드,Y,4.0,배달완료
ORD01539,2024-06-24 20:43:05,CUST0361,STR048,오꼬노미야끼,9800,2,39.0,간편결제,N,4.0,배달완료
ORD01540,2024-01-25 22:11:37,CUST0273,STR035,연어샐러드,10200,1,37.0,카드,Y,,배달완료
ORD01541,2024-09-11 23:47:55,CUST0376,STR083,짜장면,10000,1,34.0,카드,N,,배달완료
ORD01542,2024-04-27 18:37:23,CUST0137,STR082,순살치킨,21000,1,50.0,간편결제,Y,,배달중
ORD01543,2024-07-06 18:42:16,CUST0385,STR076,너겟세트,5400,1,59.0,간편결제,N,4.0,배달완료
ORD01544,2024-07-10 13:28:44,CUST0199,STR056,고구마피자,33500,2,44.0,카드,N,,배달완료
ORD01545,2024-09-18 17:08:27,CUST0476,STR062,와퍼세트,7200,2,48.0,현금,N,1.0,배달완료
ORD01546,2024-11-16 11:36:39,CUST0305,STR056,고구마피자,19000,1,17.0,현금,N,,취소
ORD01547,2024-04-29 22:28:00,CUST0367,STR073,순대,11400,1,46.0,카드,Y,1.0,배달완료
ORD01548,2024-07-29 11:32:56,CUST0437,STR032,불고기피자,19800,1,15.0,현금,Y,,배달완료
ORD01549,2024-12-31 19:27:50,CUST0161,STR052,불고기피자,30900,1,52.0,카드,Y,4.0,배달완료
ORD01550,2024-03-25 12:43:43,CUST0012,STR002,닭가슴살샐러드,15000,1,26.0,카드,Y,4.0,배달완료
ORD01551,2024-09-23 13:43:27,CUST0408,STR097,떡볶이,10500,1,46.0,카드,N,4.0,배달완료
ORD01552,2024-08-21 20:21:13,CUST0403,STR033,초밥세트,23700,99,53.0,카드,N,,취소
ORD01553,2024-06-16 12:05:37,CUST0215,STR054,양념치킨,22300,1,22.0,간편결제,N,2.0,배달완료
ORD01554,2024-01-23 19:30:12,CUST0242,STR052,콤비네이션피자,20400,1,23.0,현금,N,,배달완료
ORD01555,2024-02-26 19:41:29,CUST0246,STR093,짜장면,15700,1,27.0,카드,N,,배달완료
ORD01556,2024-04-16 13:58:41,CUST0381,STR066,순대,7300,3,56.0,카드,Y,,배달중
ORD01557,2024-01-24 12:52:56,CUST0196,STR024,보쌈,16000,1,22.0,카드,Y,3.0,배달완료
ORD01558,2024-04-21 23:33:37,CUST0473,STR084,포케보울,14800,2,16.0,간편결제,N,,배달완료
ORD01559,2024-03-12 13:58:34,CUST0434,STR010,후라이드치킨,19500,1,47.0,간편결제,Y,,배달완료
ORD01560,2024-01-31 13:33:13,CUST0326,STR048,라멘,23300,3,22.0,카드,N,1.0,배달완료
ORD01561,2024-04-06 20:48:44,CUST0227,STR022,우동,8900,1,32.0,간편결제,N,3.0,배달완료
ORD01562,2024-01-27 12:40:08,CUST0288,STR003,라멘,18300,2,30.0,카드,N,,배달완료
ORD01563,2024-12-09 18:11:42,CUST0237,STR042,그릭샐러드,14000,1,40.0,카드,N,4.0,배달완료
ORD01564,2024-07-14 12:03:12,CUST0367,STR070,크로플,6200,1,57.0,카드,N,,배달완료
ORD01565,2024-01-10 23:01:36,CUST0473,STR010,마늘치킨,18100,1,30.0,현금,Y,5.0,배달완료
ORD01566,2024-03-01 11:36:06,CUST0202,STR042,포케보울,10000,1,32.0,카드,Y,4.0,배달완료
ORD01567,2024-12-13 11:33:45,CUST0079,STR082,후라이드치킨,24300,3,17.0,카드,Y,5.0,배달완료
ORD01568,2024-05-13 18:11:20,CUST0258,STR015,김밥,8700,1,24.0,간편결제,N,,배달완료
ORD01569,2024-10-14 23:52:22,CUST0431,STR088,치즈피자,33300,1,22.0,간편결제,N,,배달중
ORD01570,2024-05-02 15:25:25,CUST0188,STR040,케이크,9200,1,24.0,간편결제,Y,,배달완료
ORD01571,2024-06-06 22:22:15,CUST0144,STR042,포케보울,12400,1,30.0,간편결제,Y,5.0,배달완료
ORD01572,2024-06-22 11:20:54,CUST0449,STR001,빅맥세트,5400,1,52.0,간편결제,Y,5.0,배달완료
ORD01573,2024-06-07 18:07:10,CUST0405,STR024,보쌈,27400,1,55.0,카드,N,5.0,배달완료
ORD01574,2024-07-11 23:59:19,CUST0155,STR060,불고기피자,20600,1,47.0,간편결제,N,4.0,배달완료
ORD01575,2024-11-28 17:37:56,CUST0260,STR055,아메리카노,7700,1,59.0,카드,Y,3.0,배달완료
ORD01576,2024-02-16 17:43:11,CUST0050,STR028,감자튀김,7500,1,33.0,카드,Y,5.0,배달완료
ORD01577,2024-11-24 18:06:17,CUST0414,STR075,마파두부,14700,1,34.0,카드,N,2.0,배달완료
ORD01578,2024-11-22 20:36:18,CUST0341,STR070,카페라떼,12500,2,43.0,간편결제,Y,3.0,배달완료
ORD01579,2024-04-25 17:57:42,CUST0199,STR015,떡볶이,8600,1,43.0,카드,N,,배달중
ORD01580,2024-05-28 13:00:21,CUST0303,STR066,오뎅,11900,1,46.0,카드,Y,,배달완료
ORD01581,2024-04-01 23:56:14,CUST0120,STR043,빅맥세트,5900,3,42.0,간편결제,N,3.0,배달완료
ORD01582,2024-08-19 18:00:29,CUST0300,STR005,오뎅,11800,1,15.0,간편결제,N,5.0,배달완료
ORD01583,2024-06-18 19:12:18,CUST0001,STR068,불고기버거,9700,1,45.0,간편결제,N,2.0,배달완료
ORD01584,2024-11-08 17:31:16,CUST0392,STR051,콤비네이션피자,15700,3,22.0,카드,N,,배달완료
ORD01585,2024-11-08 11:32:34,CUST0421,STR089,와퍼세트,6200,1,16.0,카드,N,,배달완료
ORD01586,2024-04-16 13:02:02,CUST0110,STR027,족발,17400,1,36.0,간편결제,Y,5.0,배달완료
ORD01587,2024-08-04 11:53:09,CUST0409,STR076,빅맥세트,10600,1,54.0,간편결제,N,4.0,배달완료
