캠페인ID,고객ID,발송일,오픈여부,클릭여부,전환여부,전환금액
CAM004,CU00017,2023-12-16,Y,N,N,
CAM002,CU00416,2023-03-26,Y,N,N,
CAM005,CU00368,2024-03-04,N,N,N,
CAM009,CU00115,2023-11-26,N,N,N,
CAM006,CU00272,2023-07-23,Y,N,N,
CAM007,CU00068,2023-05-14,N,N,N,
CAM005,CU00751,2024-03-21,Y,Y,N,
CAM005,CU00647,2024-03-14,N,N,N,
CAM001,CU00342,2023-06-28,N,N,N,
CAM009,CU00647,2023-11-27,N,N,N,
CAM006,CU00761,2023-07-29,Y,Y,N,
CAM002,CU00540,2023-03-26,N,N,N,
CAM003,CU00157,2023-10-04,N,N,N,
CAM007,CU00585,2023-05-25,Y,Y,N,
CAM006,CU00438,2023-07-26,Y,Y,N,
CAM001,CU00460,2023-06-14,N,N,N,
CAM005,CU00338,2024-03-09,Y,Y,N,
CAM005,CU00705,2024-03-25,Y,Y,N,
CAM005,CU00585,2024-03-27,N,N,N,
CAM002,CU00298,2023-03-30,N,N,N,
CAM002,CU00361,2023-03-08,Y,N,N,
CAM006,CU00363,2023-07-24,N,N,N,
CAM009,CU00613,2023-11-24,Y,N,N,
CAM002,CU00363,2023-03-30,N,N,N,
CAM006,CU00634,2023-07-15,N,N,N,
CAM001,CU00434,2023-06-26,Y,Y,N,
CAM002,CU00031,2023-03-15,N,N,N,
CAM001,CU00347,2023-06-21,N,N,N,
CAM002,CU00682,2023-03-20,N,N,N,
CAM009,CU00490,2023-11-22,Y,N,N,
CAM009,CU00683,2023-11-28,N,N,N,
CAM004,CU00225,2023-12-13,N,N,N,
CAM007,CU00130,2023-05-07,Y,Y,N,
CAM009,CU00261,2023-11-29,N,N,N,
CAM009,CU00356,2023-11-25,N,N,N,
CAM004,CU00580,2023-12-02,N,N,N,
CAM009,CU00109,2023-11-24,Y,Y,N,
CAM007,CU00387,2023-05-02,N,N,N,
CAM003,CU00284,2023-09-26,N,N,N,
CAM001,CU00539,2023-06-07,Y,Y,Y,10700.0
CAM004,CU00259,2023-12-02,Y,N,N,
CAM007,CU00468,2023-05-24,N,N,N,
CAM003,CU00165,2023-09-26,N,N,N,
CAM006,CU00633,2023-07-29,Y,N,N,
CAM007,CU00268,2023-05-07,Y,N,N,
CAM005,CU00067,2024-03-09,Y,N,N,
CAM001,CU00643,2023-06-27,Y,N,N,
CAM002,CU00630,2023-03-29,N,N,N,
CAM005,CU00484,2024-03-23,Y,N,N,
CAM001,CU00200,2023-06-16,N,N,N,
CAM001,CU00533,2023-06-28,N,N,N,
CAM005,CU00623,2024-03-05,N,N,N,
CAM002,CU00272,2023-03-25,Y,N,N,
CAM001,CU00300,2023-06-18,N,N,N,
CAM004,CU00282,2023-12-19,N,N,N,
CAM003,CU00088,2023-10-01,N,N,N,
CAM007,CU00688,2023-05-15,N,N,N,
CAM001,CU00454,2023-06-15,N,N,N,
CAM003,CU00539,2023-09-22,Y,N,N,
CAM007,CU00305,2023-05-03,Y,N,N,
CAM001,CU00279,2023-06-29,N,N,N,
CAM008,CU00750,2023-10-11,Y,N,N,
CAM004,CU00075,2023-12-05,N,N,N,
CAM009,CU00285,2023-11-25,Y,N,N,
CAM009,CU00536,2023-11-26,Y,Y,Y,31100.0
CAM008,CU00667,2023-10-07,N,N,N,
CAM007,CU00172,2023-05-19,N,N,N,
CAM007,CU00355,2023-05-30,N,N,N,
CAM004,CU00516,2023-12-18,N,N,N,
CAM005,CU00456,2024-03-25,N,N,N,
CAM010,CU00241,2024-01-04,N,N,N,
CAM010,CU00374,2024-01-02,Y,N,N,
CAM007,CU00562,2023-05-25,Y,Y,N,
CAM009,CU00134,2023-11-28,Y,N,N,
CAM009,CU00452,2023-11-25,Y,N,N,
CAM005,CU00113,2024-03-29,Y,Y,N,
CAM009,CU00278,2023-11-29,N,N,N,
CAM007,CU00325,2023-05-17,Y,N,N,
CAM005,CU00698,2024-03-28,N,N,N,
CAM005,CU00504,2024-03-07,N,N,N,
CAM004,CU00339,2023-12-25,N,N,N,
CAM007,CU00339,2023-05-11,Y,Y,N,
CAM004,CU00422,2023-12-18,N,N,N,
CAM009,CU00255,2023-11-25,Y,N,N,
CAM007,CU00125,2023-05-29,N,N,N,
CAM007,CU00360,2023-05-18,N,N,N,
CAM007,CU00189,2023-05-18,Y,N,N,
CAM002,CU00618,2023-03-28,N,N,N,
CAM008,CU00338,2023-10-20,N,N,N,
CAM004,CU00747,2023-12-26,Y,N,N,
CAM001,CU00282,2023-06-17,N,N,N,
CAM007,CU00543,2023-05-11,Y,Y,N,
CAM008,CU00637,2023-10-22,N,N,N,
CAM004,CU00497,2023-12-16,Y,N,N,
CAM009,CU00022,2023-11-29,N,N,N,
CAM001,CU00781,2023-06-15,N,N,N,
CAM001,CU00176,2023-06-29,Y,N,N,
CAM009,CU00251,2023-11-29,N,N,N,
CAM006,CU00755,2023-07-20,Y,Y,N,
CAM006,CU00238,2023-07-20,Y,N,N,
CAM002,CU00688,2023-03-19,N,N,N,
CAM008,CU00289,2023-10-02,N,N,N,
CAM001,CU00709,2023-06-01,Y,N,N,
CAM006,CU00697,2023-07-25,N,N,N,
CAM004,CU00459,2023-12-25,N,N,N,
CAM009,CU00195,2023-11-27,Y,N,N,
CAM005,CU00101,2024-03-29,N,N,N,
CAM010,CU00255,2024-01-01,N,N,N,
CAM009,CU00759,2023-11-29,N,N,N,
CAM006,CU00667,2023-08-12,N,N,N,
CAM002,CU00321,2023-03-11,Y,Y,N,
CAM005,CU00723,2024-03-19,N,N,N,
CAM009,CU00711,2023-11-26,N,N,N,
CAM008,CU00169,2023-10-19,N,N,N,
CAM009,CU00435,2023-11-23,N,N,N,
CAM008,CU00151,2023-10-22,N,N,N,
CAM009,CU00379,2023-11-28,Y,Y,N,
CAM005,CU00226,2024-03-20,N,N,N,
CAM007,CU00164,2023-05-10,Y,N,N,
CAM009,CU00353,2023-11-29,N,N,N,
CAM003,CU00355,2023-09-30,N,N,N,
CAM005,CU00379,2024-03-17,N,N,N,
CAM003,CU00049,2023-09-22,Y,Y,N,
CAM003,CU00053,2023-10-04,Y,N,N,
CAM003,CU00671,2023-09-23,N,N,N,
CAM004,CU00310,2023-12-16,Y,N,N,
CAM007,CU00124,2023-05-17,N,N,N,
CAM008,CU00051,2023-10-07,N,N,N,
CAM007,CU00226,2023-05-16,N,N,N,
CAM002,CU00777,2023-03-12,Y,N,N,
CAM006,CU00003,2023-08-03,Y,N,N,
CAM001,CU00097,2023-06-13,N,N,N,
CAM002,CU00141,2023-03-25,N,N,N,
CAM002,CU00179,2023-03-15,N,N,N,
CAM002,CU00635,2023-03-09,N,N,N,
CAM001,CU00306,2023-06-09,Y,N,N,
CAM002,CU00677,2023-03-16,Y,N,N,
CAM002,CU00564,2023-03-17,Y,N,N,
CAM007,CU00118,2023-05-06,N,N,N,
CAM009,CU00539,2023-11-21,Y,Y,N,
CAM004,CU00773,2023-12-18,Y,N,N,
CAM009,CU00110,2023-11-23,N,N,N,
CAM002,CU00636,2023-03-14,N,N,N,
CAM006,CU00231,2023-07-16,Y,N,N,
CAM004,CU00781,2023-12-16,Y,N,N,
CAM008,CU00080,2023-10-21,Y,N,N,
CAM003,CU00512,2023-09-17,N,N,N,
CAM002,CU00600,2023-03-01,Y,N,N,
CAM001,CU00386,2023-06-12,Y,N,N,
CAM008,CU00033,2023-10-28,N,N,N,
CAM001,CU00101,2023-06-15,N,N,N,
CAM007,CU00090,2023-05-18,Y,N,N,
CAM003,CU00675,2023-09-21,N,N,N,
CAM007,CU00748,2023-05-11,N,N,N,
CAM007,CU00695,2023-05-16,Y,N,N,
CAM003,CU00039,2023-09-30,Y,Y,N,
CAM004,CU00090,2023-12-03,N,N,N,
CAM007,CU00003,2023-05-18,Y,N,N,
CAM008,CU00048,2023-10-02,Y,N,N,
CAM005,CU00046,2024-03-05,N,N,N,
CAM005,CU00478,2024-03-13,Y,Y,N,
CAM003,CU00634,2023-09-21,Y,N,N,
CAM005,CU00450,2024-03-29,N,N,N,
CAM008,CU00573,2023-10-22,N,N,N,
CAM010,CU00678,2023-12-28,N,N,N,
CAM002,CU00774,2023-03-16,Y,Y,Y,16300.0
CAM007,CU00167,2023-05-30,N,N,N,
CAM007,CU00493,2023-05-10,N,N,N,
CAM008,CU00339,2023-10-06,N,N,N,
CAM004,CU00550,2023-12-05,Y,N,N,
CAM007,CU00133,2023-05-17,N,N,N,
CAM009,CU00363,2023-11-21,N,N,N,
CAM002,CU00289,2023-03-17,N,N,N,
CAM004,CU00755,2023-12-16,N,N,N,
CAM009,CU00428,2023-11-22,N,N,N,
CAM009,CU00681,2023-11-29,N,N,N,
CAM001,CU00194,2023-06-06,N,N,N,
CAM010,CU00178,2023-12-26,Y,N,N,
CAM002,CU00157,2023-03-16,N,N,N,
CAM001,CU00221,2023-06-01,N,N,N,
CAM002,CU00728,2023-03-16,N,N,N,
CAM005,CU00077,2024-03-21,N,N,N,
CAM001,CU00007,2023-06-11,N,N,N,
CAM005,CU00666,2024-03-01,N,N,N,
CAM008,CU00511,2023-10-04,N,N,N,
CAM002,CU00219,2023-03-28,Y,N,N,
CAM003,CU00786,2023-09-25,Y,Y,N,
CAM005,CU00346,2024-03-02,N,N,N,
CAM005,CU00094,2024-03-13,N,N,N,
CAM008,CU00240,2023-10-28,N,N,N,
CAM008,CU00679,2023-10-01,N,N,N,
CAM002,CU00253,2023-03-04,Y,Y,N,
CAM006,CU00469,2023-08-13,N,N,N,
CAM009,CU00459,2023-11-24,Y,N,N,
CAM001,CU00535,2023-06-27,Y,N,N,
CAM006,CU00641,2023-08-12,Y,Y,Y,24800.0
CAM001,CU00213,2023-06-11,N,N,N,
CAM004,CU00407,2023-12-19,N,N,N,
CAM006,CU00331,2023-07-27,N,N,N,
CAM007,CU00377,2023-05-08,Y,N,N,
CAM001,CU00033,2023-06-11,Y,N,N,
CAM005,CU00778,2024-03-13,Y,N,N,
CAM008,CU00792,2023-10-12,N,N,N,
CAM009,CU00624,2023-11-21,Y,N,N,
CAM007,CU00121,2023-05-25,Y,N,N,
CAM001,CU00489,2023-06-01,N,N,N,
CAM008,CU00760,2023-10-21,Y,N,N,
CAM002,CU00029,2023-03-21,N,N,N,
CAM006,CU00617,2023-08-03,Y,N,N,
CAM006,CU00736,2023-08-07,Y,Y,N,
CAM002,CU00500,2023-03-10,N,N,N,
CAM002,CU00197,2023-03-20,N,N,N,
CAM003,CU00020,2023-09-20,Y,N,N,
CAM008,CU00144,2023-10-26,N,N,N,
CAM008,CU00489,2023-10-14,N,N,N,
CAM001,CU00745,2023-06-29,N,N,N,
CAM001,CU00419,2023-06-28,Y,N,N,
CAM004,CU00154,2023-12-10,N,N,N,
CAM006,CU00464,2023-07-28,N,N,N,
CAM002,CU00741,2023-03-05,Y,N,N,
CAM007,CU00728,2023-05-09,N,N,N,
CAM008,CU00195,2023-10-07,N,N,N,
CAM004,CU00166,2023-12-19,N,N,N,
CAM008,CU00473,2023-10-16,Y,N,N,
CAM006,CU00498,2023-07-23,N,N,N,
CAM004,CU00543,2023-12-01,N,N,N,
CAM010,CU00022,2023-12-27,N,N,N,
CAM007,CU00604,2023-05-15,Y,N,N,
CAM010,CU00174,2023-12-26,Y,Y,N,
CAM006,CU00311,2023-08-06,Y,N,N,
CAM002,CU00778,2023-03-17,Y,N,N,
CAM006,CU00320,2023-07-21,Y,Y,Y,15100.0
CAM002,CU00292,2023-03-02,N,N,N,
CAM008,CU00312,2023-10-06,Y,N,N,
CAM009,CU00347,2023-11-21,N,N,N,
CAM008,CU00721,2023-10-27,N,N,N,
CAM010,CU00549,2023-12-24,Y,N,N,
CAM010,CU00778,2023-12-23,Y,N,N,
CAM007,CU00301,2023-05-19,N,N,N,
CAM005,CU00276,2024-03-01,N,N,N,
CAM002,CU00044,2023-03-26,Y,N,N,
CAM008,CU00524,2023-10-11,Y,Y,Y,47300.0
CAM002,CU00781,2023-03-30,N,N,N,
CAM001,CU00642,2023-06-28,N,N,N,
CAM009,CU00419,2023-11-27,N,N,N,
CAM005,CU00058,2024-03-05,Y,N,N,
CAM001,CU00402,2023-06-29,Y,N,N,
CAM002,CU00085,2023-03-21,N,N,N,
CAM006,CU00479,2023-07-28,Y,N,N,
CAM002,CU00502,2023-03-08,N,N,N,
CAM002,CU00392,2023-03-01,N,N,N,
CAM001,CU00771,2023-06-28,N,N,N,
CAM007,CU00731,2023-05-24,Y,N,N,
CAM005,CU00445,2024-03-15,Y,N,N,
CAM006,CU00428,2023-07-21,Y,N,N,
CAM006,CU00027,2023-07-25,N,N,N,
CAM009,CU00675,2023-11-26,N,N,N,
CAM009,CU00348,2023-11-25,N,N,N,
CAM010,CU00285,2024-01-02,N,N,N,
CAM002,CU00229,2023-03-20,N,N,N,
CAM004,CU00204,2023-12-22,Y,N,N,
CAM002,CU00131,2023-03-20,N,N,N,
CAM009,CU00649,2023-11-24,N,N,N,
CAM009,CU00568,2023-11-27,N,N,N,
CAM006,CU00587,2023-08-04,N,N,N,
CAM005,CU00593,2024-03-08,Y,N,N,
CAM009,CU00258,2023-11-21,Y,N,N,
CAM004,CU00641,2023-12-19,N,N,N,
CAM001,CU00570,2023-06-27,Y,N,N,
CAM010,CU00220,2024-01-04,N,N,N,
CAM007,CU00037,2023-05-23,N,N,N,
CAM008,CU00118,2023-10-11,N,N,N,
CAM004,CU00722,2023-12-12,Y,Y,Y,24600.0
CAM008,CU00556,2023-10-28,Y,Y,N,
CAM005,CU00074,2024-03-02,Y,Y,Y,13100.0
CAM005,CU00011,2024-03-26,N,N,N,
CAM007,CU00698,2023-05-06,Y,N,N,
CAM006,CU00639,2023-07-20,N,N,N,
CAM002,CU00221,2023-03-13,N,N,N,
CAM002,CU00025,2023-03-25,N,N,N,
CAM009,CU00236,2023-11-26,Y,N,N,
CAM002,CU00589,2023-03-17,Y,N,N,
CAM002,CU00331,2023-03-14,N,N,N,
CAM009,CU00611,2023-11-28,Y,N,N,
CAM006,CU00706,2023-08-07,Y,N,N,
CAM005,CU00424,2024-03-11,Y,N,N,
CAM010,CU00594,2024-01-01,N,N,N,
CAM002,CU00211,2023-03-23,N,N,N,
CAM009,CU00535,2023-11-20,Y,Y,Y,8800.0
CAM008,CU00236,2023-10-29,N,N,N,
CAM004,CU00587,2023-12-04,N,N,N,
CAM001,CU00608,2023-06-17,Y,N,N,
CAM003,CU00647,2023-09-28,N,N,N,
CAM010,CU00044,2023-12-24,Y,Y,Y,27200.0
CAM010,CU00679,2023-12-22,Y,N,N,
CAM004,CU00001,2023-12-04,Y,Y,N,
CAM001,CU00441,2023-06-04,Y,Y,N,
CAM006,CU00232,2023-07-21,N,N,N,
CAM002,CU00118,2023-03-03,N,N,N,
CAM005,CU00622,2024-03-22,Y,N,N,
CAM009,CU00121,2023-11-21,N,N,N,
CAM010,CU00532,2024-01-03,N,N,N,
CAM009,CU00098,2023-11-25,N,N,N,
CAM009,CU00703,2023-11-23,N,N,N,
CAM008,CU00537,2023-10-03,N,N,N,
CAM001,CU00108,2023-06-26,Y,N,N,
CAM007,CU00061,2023-05-01,N,N,N,
CAM005,CU00335,2024-03-28,N,N,N,
CAM005,CU00536,2024-03-10,N,N,N,
CAM002,CU00478,2023-03-19,Y,N,N,
CAM001,CU00736,2023-06-22,Y,N,N,
CAM008,CU00058,2023-10-30,Y,Y,N,
CAM005,CU00616,2024-03-11,Y,Y,Y,14700.0
CAM002,CU00332,2023-03-05,N,N,N,
CAM005,CU00441,2024-03-26,N,N,N,
CAM008,CU00714,2023-10-07,Y,Y,Y,41900.0
CAM003,CU00269,2023-09-26,N,N,N,
CAM010,CU00205,2024-01-04,Y,N,N,
CAM009,CU00286,2023-11-25,Y,Y,Y,35000.0
CAM007,CU00135,2023-05-18,Y,Y,N,
CAM006,CU00064,2023-08-10,Y,N,N,
CAM009,CU00784,2023-11-29,N,N,N,
CAM004,CU00045,2023-12-01,N,N,N,
CAM008,CU00381,2023-10-12,Y,N,N,
CAM007,CU00773,2023-05-18,N,N,N,
CAM005,CU00498,2024-03-14,Y,N,N,
CAM002,CU00601,2023-03-02,N,N,N,
CAM001,CU00800,2023-06-27,N,N,N,
CAM003,CU00498,2023-10-02,N,N,N,
CAM007,CU00549,2023-05-18,N,N,N,
CAM002,CU00400,2023-03-12,N,N,N,
CAM007,CU00392,2023-05-13,Y,N,N,
CAM009,CU00112,2023-11-24,Y,Y,Y,48800.0
CAM007,CU00196,2023-05-17,N,N,N,
CAM004,CU00134,2023-12-16,Y,N,N,
CAM003,CU00225,2023-10-03,Y,N,N,
CAM003,CU00788,2023-09-27,Y,N,N,
CAM002,CU00488,2023-03-03,Y,N,N,
CAM002,CU00571,2023-03-08,N,N,N,
CAM008,CU00597,2023-10-08,N,N,N,
CAM002,CU00155,2023-03-07,Y,Y,Y,9000.0
CAM003,CU00796,2023-09-28,N,N,N,
CAM008,CU00256,2023-10-28,Y,N,N,
CAM007,CU00501,2023-05-29,N,N,N,
CAM004,CU00741,2023-12-16,Y,N,N,
CAM003,CU00586,2023-09-15,N,N,N,
CAM008,CU00674,2023-10-09,Y,Y,N,
CAM002,CU00227,2023-03-11,Y,N,N,
CAM010,CU00284,2023-12-21,Y,N,N,
CAM004,CU00625,2023-12-02,N,N,N,
CAM010,CU00265,2023-12-23,N,N,N,
CAM004,CU00141,2023-12-24,N,N,N,
CAM004,CU00681,2023-12-30,N,N,N,
CAM006,CU00684,2023-08-08,N,N,N,
CAM005,CU00086,2024-03-11,N,N,N,
CAM009,CU00465,2023-11-25,N,N,N,
CAM004,CU00207,2023-12-14,Y,N,N,
CAM005,CU00302,2024-03-04,N,N,N,
CAM004,CU00768,2023-12-12,Y,N,N,
CAM010,CU00185,2023-12-23,Y,Y,Y,45800.0
CAM010,CU00426,2023-12-22,N,N,N,
CAM008,CU00136,2023-10-12,Y,Y,N,
CAM001,CU00219,2023-06-11,Y,N,N,
CAM004,CU00304,2023-12-10,N,N,N,
CAM003,CU00032,2023-09-23,N,N,N,
CAM005,CU00636,2024-03-14,Y,Y,N,
CAM007,CU00405,2023-05-16,Y,Y,N,
CAM007,CU00349,2023-05-04,Y,N,N,
CAM009,CU00038,2023-11-28,Y,N,N,
CAM006,CU00337,2023-08-08,Y,Y,N,
CAM001,CU00588,2023-06-11,N,N,N,
CAM003,CU00298,2023-09-22,Y,Y,N,
CAM003,CU00302,2023-10-04,N,N,N,
CAM003,CU00329,2023-09-29,Y,N,N,
CAM003,CU00600,2023-09-20,Y,N,N,
CAM004,CU00100,2023-12-25,N,N,N,
CAM004,CU00318,2023-12-04,Y,Y,N,
CAM002,CU00550,2023-03-26,N,N,N,
CAM010,CU00592,2023-12-22,N,N,N,
CAM007,CU00221,2023-05-20,N,N,N,
CAM005,CU00055,2024-03-04,N,N,N,
CAM007,CU00312,2023-05-24,N,N,N,
CAM008,CU00383,2023-10-01,N,N,N,
CAM005,CU00715,2024-03-20,N,N,N,
CAM004,CU00218,2023-12-10,Y,N,N,
CAM003,CU00166,2023-09-27,N,N,N,
CAM003,CU00301,2023-09-17,Y,Y,N,
CAM010,CU00530,2023-12-30,N,N,N,
CAM007,CU00383,2023-05-29,Y,N,N,
CAM005,CU00422,2024-03-11,Y,N,N,
CAM009,CU00087,2023-11-28,Y,Y,N,
CAM009,CU00554,2023-11-23,Y,N,N,
CAM009,CU00699,2023-11-27,Y,N,N,
CAM002,CU00769,2023-03-14,N,N,N,
CAM001,CU00687,2023-06-25,Y,Y,Y,8700.0
CAM009,CU00040,2023-11-23,N,N,N,
CAM001,CU00474,2023-06-07,Y,N,N,
CAM010,CU00550,2024-01-03,Y,Y,Y,23300.0
CAM002,CU00326,2023-03-12,N,N,N,
CAM001,CU00607,2023-06-26,Y,Y,N,
CAM010,CU00065,2023-12-25,Y,Y,N,
CAM004,CU00554,2023-12-26,N,N,N,
CAM008,CU00067,2023-10-15,Y,N,N,
CAM009,CU00084,2023-11-25,N,N,N,
CAM009,CU00437,2023-11-24,Y,N,N,
CAM009,CU00345,2023-11-20,N,N,N,
CAM005,CU00594,2024-03-07,N,N,N,
CAM004,CU00300,2023-12-15,N,N,N,
CAM004,CU00520,2023-12-10,N,N,N,
CAM001,CU00520,2023-06-11,Y,N,N,
CAM002,CU00195,2023-03-23,N,N,N,
CAM005,CU00785,2024-03-23,N,N,N,
CAM002,CU00581,2023-03-13,Y,Y,N,
CAM009,CU00266,2023-11-22,N,N,N,
CAM005,CU00765,2024-03-15,N,N,N,
CAM004,CU00567,2023-12-11,N,N,N,
CAM004,CU00005,2023-12-19,Y,Y,N,
CAM007,CU00148,2023-05-29,N,N,N,
CAM010,CU00210,2023-12-22,Y,N,N,
CAM009,CU00102,2023-11-23,Y,N,N,
CAM006,CU00130,2023-07-25,N,N,N,
CAM004,CU00739,2023-12-04,Y,N,N,
CAM004,CU00368,2023-12-21,Y,N,N,
CAM007,CU00432,2023-05-16,N,N,N,
CAM010,CU00329,2023-12-21,N,N,N,
CAM008,CU00208,2023-10-29,N,N,N,
CAM004,CU00038,2023-12-16,N,N,N,
CAM007,CU00588,2023-05-21,N,N,N,
CAM009,CU00062,2023-11-28,Y,N,N,
CAM005,CU00580,2024-03-02,N,N,N,
CAM004,CU00046,2023-12-23,N,N,N,
CAM004,CU00209,2023-12-28,Y,N,N,
CAM008,CU00239,2023-10-03,Y,N,N,
CAM007,CU00533,2023-05-09,N,N,N,
CAM003,CU00422,2023-09-24,Y,N,N,
CAM009,CU00048,2023-11-27,Y,Y,N,
CAM009,CU00175,2023-11-27,Y,N,N,
CAM007,CU00477,2023-05-12,N,N,N,
CAM002,CU00080,2023-03-09,N,N,N,
CAM007,CU00043,2023-05-09,N,N,N,
CAM001,CU00116,2023-06-09,N,N,N,
CAM002,CU00671,2023-03-09,N,N,N,
CAM010,CU00236,2024-01-04,Y,N,N,
CAM009,CU00615,2023-11-27,N,N,N,
CAM004,CU00254,2023-12-16,Y,N,N,
CAM009,CU00558,2023-11-28,N,N,N,
CAM007,CU00610,2023-05-21,Y,N,N,
CAM008,CU00172,2023-10-16,N,N,N,
CAM004,CU00216,2023-12-25,Y,N,N,
CAM003,CU00424,2023-09-29,N,N,N,
CAM006,CU00120,2023-07-20,N,N,N,
CAM003,CU00021,2023-09-17,Y,Y,N,
CAM007,CU00232,2023-05-11,N,N,N,
CAM004,CU00220,2023-12-03,N,N,N,
CAM009,CU00722,2023-11-28,Y,N,N,
CAM004,CU00169,2023-12-03,Y,N,N,
CAM008,CU00725,2023-10-24,Y,N,N,
CAM008,CU00036,2023-10-27,N,N,N,
CAM009,CU00188,2023-11-24,N,N,N,
CAM009,CU00245,2023-11-24,N,N,N,
CAM010,CU00335,2023-12-25,N,N,N,
CAM009,CU00477,2023-11-26,N,N,N,
CAM003,CU00229,2023-09-17,N,N,N,
CAM001,CU00317,2023-06-12,N,N,N,
CAM010,CU00699,2023-12-28,N,N,N,
CAM003,CU00622,2023-09-18,Y,Y,N,
CAM007,CU00136,2023-05-07,N,N,N,
CAM002,CU00045,2023-03-13,N,N,N,
CAM010,CU00254,2023-12-30,Y,Y,N,
CAM007,CU00622,2023-05-23,Y,N,N,
CAM001,CU00442,2023-06-20,Y,N,N,
CAM001,CU00185,2023-06-17,N,N,N,
CAM007,CU00367,2023-05-08,Y,N,N,
CAM002,CU00316,2023-03-23,N,N,N,
CAM009,CU00486,2023-11-29,N,N,N,
CAM007,CU00681,2023-05-19,N,N,N,
CAM009,CU00019,2023-11-20,N,N,N,
CAM010,CU00270,2023-12-30,Y,N,N,
CAM002,CU00176,2023-03-12,Y,Y,N,
CAM004,CU00582,2023-12-28,Y,N,N,
CAM009,CU00177,2023-11-28,Y,N,N,
CAM005,CU00409,2024-03-06,Y,N,N,
CAM002,CU00315,2023-03-23,Y,Y,N,
CAM006,CU00209,2023-07-16,N,N,N,
CAM004,CU00307,2023-12-23,N,N,N,
CAM005,CU00773,2024-03-15,N,N,N,
CAM003,CU00425,2023-09-17,Y,N,N,
CAM010,CU00686,2024-01-01,N,N,N,
CAM010,CU00659,2023-12-28,Y,N,N,
CAM007,CU00663,2023-05-29,N,N,N,
CAM004,CU00705,2023-12-07,N,N,N,
CAM001,CU00202,2023-06-08,Y,Y,N,
CAM009,CU00557,2023-11-24,N,N,N,
CAM007,CU00281,2023-05-05,Y,Y,Y,43200.0
CAM009,CU00500,2023-11-26,Y,N,N,
CAM006,CU00558,2023-07-15,Y,N,N,
CAM009,CU00393,2023-11-26,N,N,N,
CAM003,CU00290,2023-09-30,N,N,N,
CAM005,CU00296,2024-03-01,N,N,N,
CAM003,CU00555,2023-10-01,N,N,N,
CAM007,CU00778,2023-05-17,N,N,N,
CAM007,CU00741,2023-05-08,N,N,N,
CAM008,CU00776,2023-10-30,Y,N,N,
CAM007,CU00465,2023-05-28,N,N,N,
CAM005,CU00721,2024-03-05,N,N,N,
CAM002,CU00393,2023-03-16,Y,Y,N,
CAM008,CU00619,2023-10-16,Y,Y,Y,27700.0
CAM008,CU00282,2023-10-28,Y,Y,N,
CAM002,CU00614,2023-03-30,N,N,N,
CAM002,CU00033,2023-03-13,N,N,N,
CAM009,CU00008,2023-11-23,Y,Y,N,
CAM004,CU00314,2023-12-04,Y,N,N,
CAM005,CU00004,2024-03-08,N,N,N,
CAM003,CU00239,2023-09-30,N,N,N,
CAM009,CU00690,2023-11-29,Y,N,N,
CAM002,CU00129,2023-03-23,Y,N,N,
CAM001,CU00664,2023-06-11,N,N,N,
CAM002,CU00223,2023-03-28,N,N,N,
CAM008,CU00306,2023-10-25,Y,Y,N,
CAM005,CU00391,2024-03-04,Y,Y,Y,37600.0
CAM008,CU00040,2023-10-07,N,N,N,
CAM007,CU00738,2023-05-18,N,N,N,
CAM010,CU00015,2024-01-04,N,N,N,
CAM001,CU00431,2023-06-15,N,N,N,
CAM008,CU00396,2023-10-16,N,N,N,
CAM009,CU00758,2023-11-23,Y,N,N,
CAM006,CU00753,2023-07-21,Y,N,N,
CAM002,CU00555,2023-03-22,N,N,N,
CAM007,CU00006,2023-05-12,N,N,N,
CAM009,CU00270,2023-11-28,Y,N,N,
CAM005,CU00697,2024-03-29,N,N,N,
CAM001,CU00564,2023-06-18,N,N,N,
CAM007,CU00254,2023-05-10,Y,Y,N,
CAM001,CU00455,2023-06-01,Y,Y,N,
CAM003,CU00732,2023-09-17,N,N,N,
CAM004,CU00415,2023-12-05,Y,Y,Y,5200.0
CAM004,CU00442,2023-12-07,Y,Y,N,
CAM010,CU00558,2023-12-27,N,N,N,
CAM010,CU00504,2023-12-20,Y,Y,N,
CAM007,CU00564,2023-05-23,N,N,N,
CAM009,CU00673,2023-11-24,N,N,N,
CAM005,CU00089,2024-03-10,N,N,N,
CAM007,CU00144,2023-05-10,N,N,N,
CAM007,CU00275,2023-05-14,N,N,N,
CAM009,CU00691,2023-11-26,N,N,N,
CAM005,CU00417,2024-03-07,N,N,N,
CAM003,CU00237,2023-10-03,N,N,N,
CAM007,CU00139,2023-05-25,Y,N,N,
CAM003,CU00438,2023-09-18,Y,N,N,
CAM002,CU00078,2023-03-09,N,N,N,
CAM007,CU00229,2023-05-29,N,N,N,
CAM005,CU00099,2024-03-13,Y,N,N,
CAM002,CU00210,2023-03-13,Y,N,N,
CAM008,CU00133,2023-10-22,Y,Y,Y,48700.0
CAM009,CU00389,2023-11-27,Y,N,N,
CAM002,CU00634,2023-03-12,N,N,N,
CAM004,CU00101,2023-12-13,N,N,N,
CAM003,CU00172,2023-09-19,N,N,N,
CAM008,CU00604,2023-10-26,Y,N,N,
CAM010,CU00124,2024-01-01,N,N,N,
CAM010,CU00287,2023-12-20,Y,N,N,
CAM008,CU00752,2023-10-20,N,N,N,
CAM009,CU00246,2023-11-20,N,N,N,
