고객ID,연월,이용횟수,이용시간(분)
CU00538,2023-12,13.0,342.0
CU00539,2023-01,16.0,356.0
CU00539,2023-02,14.0,319.0
CU00539,2023-03,14.0,222.0
CU00539,2023-04,9.0,266.0
CU00539,2023-05,15.0,194.0
CU00539,2023-06,14.0,430.0
CU00539,2023-07,16.0,367.0
CU00539,2023-08,13.0,221.0
CU00539,2023-09,17.0,517.0
CU00539,2023-10,18.0,270.0
CU00539,2023-11,15.0,248.0
CU00539,2023-12,11.0,333.0
CU00540,2023-01,21.0,581.0
CU00540,2023-02,12.0,176.0
CU00540,2023-03,11.0,152.0
CU00540,2023-04,20.0,
CU00540,2023-05,18.0,212.0
CU00540,2023-06,16.0,559.0
CU00540,2023-07,18.0,636.0
CU00540,2023-08,26.0,268.0
CU00540,2023-09,19.0,446.0
CU00540,2023-10,21.0,232.0
CU00540,2023-11,18.0,443.0
CU00540,2023-12,13.0,172.0
CU00541,2023-01,,113.0
CU00541,2023-02,3.0,68.0
CU00541,2023-03,5.0,53.0
CU00541,2023-04,2.0,35.0
CU00543,2023-12,14.0,332.0
CU00544,2023-06,5.0,191.0
CU00544,2023-07,6.0,229.0
CU00544,2023-08,5.0,155.0
CU00544,2023-09,3.0,104.0
CU00544,2023-10,5.0,134.0
CU00544,2023-11,3.0,108.0
CU00544,2023-12,4.0,152.0
CU00545,2023-01,4.0,102.0
CU00545,2023-02,7.0,248.0
CU00545,2023-03,3.0,98.0
CU00545,2023-04,2.0,29.0
CU00545,2023-05,2.0,25.0
CU00546,2023-02,13.0,212.0
CU00546,2023-03,11.0,256.0
CU00546,2023-04,17.0,243.0
CU00546,2023-05,12.0,433.0
CU00546,2023-06,,444.0
CU00546,2023-07,11.0,425.0
CU00546,2023-08,19.0,609.0
CU00546,2023-10,17.0,470.0
CU00546,2023-11,12.0,141.0
CU00546,2023-12,18.0,236.0
CU00547,2023-01,12.0,107.0
CU00547,2023-02,20.0,786.0
CU00547,2023-03,26.0,841.0
CU00547,2023-04,13.0,454.0
CU00547,2023-05,15.0,466.0
CU00547,2023-06,13.0,324.0
CU00547,2023-07,14.0,513.0
CU00547,2023-08,18.0,686.0
CU00547,2023-09,,301.0
CU00547,2023-10,10.0,346.0
CU00547,2023-11,14.0,247.0
CU00548,2023-01,19.0,
CU00548,2023-02,12.0,282.0
CU00548,2023-03,22.0,244.0
CU00548,2023-04,13.0,506.0
CU00548,2023-05,21.0,793.0
CU00548,2023-06,18.0,486.0
CU00548,2023-07,12.0,416.0
CU00548,2023-08,19.0,538.0
CU00548,2023-09,15.0,448.0
CU00548,2023-10,20.0,430.0
CU00548,2023-11,16.0,164.0
CU00548,2023-12,14.0,262.0
CU00549,2023-01,14.0,359.0
CU00549,2023-02,12.0,275.0
CU00549,2023-03,13.0,335.0
CU00549,2023-04,14.0,188.0
CU00549,2023-05,17.0,502.0
CU00549,2023-06,21.0,651.0
CU00549,2023-07,18.0,401.0
CU00549,2023-08,17.0,378.0
CU00549,2023-09,18.0,300.0
CU00549,2023-10,16.0,186.0
CU00549,2023-11,19.0,469.0
CU00549,2023-12,24.0,319.0
CU00550,2023-01,,208.0
CU00550,2023-02,14.0,128.0
CU00550,2023-03,25.0,589.0
CU00550,2023-04,14.0,410.0
CU00550,2023-05,14.0,354.0
CU00550,2023-06,17.0,562.0
CU00550,2023-07,10.0,240.0
CU00550,2023-08,19.0,277.0
CU00550,2023-09,13.0,367.0
CU00550,2023-10,12.0,157.0
CU00550,2023-11,17.0,447.0
CU00550,2023-12,17.0,186.0
CU00551,2023-01,13.0,156.0
CU00551,2023-02,16.0,320.0
CU00551,2023-03,16.0,621.0
CU00551,2023-04,15.0,497.0
CU00551,2023-05,16.0,486.0
CU00551,2023-06,13.0,376.0
CU00551,2023-07,14.0,229.0
CU00551,2023-08,17.0,197.0
CU00551,2023-09,18.0,463.0
CU00551,2023-10,12.0,438.0
CU00551,2023-11,14.0,201.0
CU00551,2023-12,9.0,207.0
CU00553,2023-11,,57.0
CU00553,2023-12,4.0,100.0
CU00556,2023-01,11.0,120.0
CU00556,2023-02,8.0,152.0
CU00556,2023-03,5.0,77.0
CU00556,2023-04,3.0,25.0
CU00556,2023-05,5.0,147.0
CU00556,2023-06,3.0,88.0
CU00556,2023-07,1.0,46.0
CU00556,2023-08,4.0,91.0
CU00556,2023-09,4.0,87.0
CU00556,2023-10,6.0,92.0
CU00556,2023-11,4.0,71.0
CU00556,2023-12,3.0,65.0
CU00557,2023-11,17.0,198.0
CU00557,2023-12,7.0,
CU00559,2023-01,11.0,194.0
CU00559,2023-02,8.0,95.0
CU00559,2023-03,12.0,219.0
CU00559,2023-04,14.0,289.0
CU00559,2023-05,13.0,339.0
CU00559,2023-06,19.0,577.0
CU00559,2023-07,12.0,440.0
CU00559,2023-08,19.0,386.0
CU00559,2023-09,21.0,820.0
CU00559,2023-10,12.0,333.0
CU00559,2023-11,15.0,
CU00559,2023-12,6.0,70.0
CU00560,2023-04,17.0,475.0
CU00560,2023-05,7.0,263.0
CU00560,2023-06,3.0,99.0
CU00560,2023-07,5.0,149.0
CU00560,2023-08,4.0,110.0
CU00560,2023-09,6.0,92.0
CU00560,2023-10,6.0,224.0
CU00560,2023-11,4.0,88.0
CU00560,2023-12,3.0,37.0
CU00561,2023-01,18.0,316.0
CU00561,2023-02,21.0,540.0
CU00561,2023-03,14.0,268.0
CU00561,2023-04,14.0,432.0
CU00561,2023-05,21.0,646.0
CU00561,2023-06,14.0,284.0
CU00561,2023-07,11.0,140.0
CU00561,2023-08,11.0,293.0
CU00561,2023-10,25.0,346.0
CU00561,2023-11,16.0,572.0
CU00561,2023-12,20.0,675.0
CU00563,2023-01,14.0,469.0
CU00563,2023-02,25.0,240.0
CU00563,2023-03,22.0,512.0
CU00563,2023-04,23.0,714.0
CU00563,2023-05,8.0,93.0
CU00563,2023-06,19.0,617.0
CU00563,2023-08,21.0,811.0
CU00563,2023-09,16.0,432.0
CU00563,2023-10,16.0,560.0
CU00563,2023-11,12.0,316.0
CU00563,2023-12,9.0,211.0
CU00564,2023-01,12.0,285.0
CU00564,2023-03,13.0,454.0
CU00564,2023-05,15.0,563.0
CU00564,2023-06,19.0,460.0
CU00564,2023-07,17.0,482.0
CU00564,2023-08,19.0,316.0
CU00564,2023-09,19.0,
CU00564,2023-10,18.0,260.0
CU00564,2023-11,15.0,535.0
CU00564,2023-12,13.0,237.0
CU00566,2023-08,3.0,68.0
CU00566,2023-09,,86.0
CU00566,2023-10,3.0,55.0
CU00568,2023-01,13.0,364.0
CU00568,2023-02,18.0,287.0
CU00568,2023-03,12.0,471.0
CU00568,2023-04,19.0,488.0
CU00568,2023-05,12.0,363.0
CU00568,2023-06,20.0,198.0
CU00568,2023-07,16.0,469.0
CU00568,2023-08,12.0,405.0
CU00568,2023-09,16.0,517.0
CU00568,2023-10,15.0,405.0
CU00568,2023-11,14.0,381.0
CU00568,2023-12,18.0,412.0
CU00569,2023-07,17.0,358.0
CU00569,2023-08,13.0,458.0
CU00569,2023-09,10.0,191.0
CU00569,2023-10,10.0,397.0
CU00569,2023-11,15.0,516.0
CU00569,2023-12,14.0,321.0
CU00570,2023-01,16.0,190.0
CU00570,2023-02,13.0,240.0
CU00570,2023-03,13.0,214.0
CU00570,2023-04,15.0,388.0
CU00570,2023-05,12.0,436.0
CU00570,2023-06,17.0,517.0
CU00570,2023-07,13.0,
CU00570,2023-08,15.0,334.0
CU00570,2023-09,12.0,339.0
CU00570,2023-10,11.0,401.0
CU00570,2023-11,21.0,349.0
CU00570,2023-12,18.0,
CU00571,2023-06,17.0,464.0
CU00571,2023-08,16.0,307.0
CU00571,2023-09,9.0,124.0
CU00571,2023-10,14.0,433.0
CU00571,2023-11,16.0,554.0
CU00571,2023-12,17.0,464.0
CU00572,2023-01,13.0,240.0
CU00572,2023-02,6.0,137.0
CU00572,2023-04,19.0,230.0
CU00572,2023-05,10.0,151.0
CU00572,2023-06,10.0,272.0
CU00572,2023-07,26.0,891.0
CU00572,2023-09,11.0,427.0
CU00572,2023-10,18.0,392.0
CU00572,2023-11,,163.0
CU00572,2023-12,17.0,481.0
CU00573,2023-01,3.0,44.0
CU00573,2023-02,4.0,71.0
CU00573,2023-03,6.0,223.0
CU00573,2023-04,5.0,188.0
CU00573,2023-05,6.0,174.0
CU00573,2023-06,2.0,66.0
CU00573,2023-07,2.0,36.0
CU00573,2023-08,4.0,113.0
CU00573,2023-09,4.0,
CU00574,2023-08,18.0,
CU00574,2023-09,22.0,271.0
CU00574,2023-10,18.0,268.0
CU00574,2023-11,17.0,347.0
CU00574,2023-12,13.0,461.0
CU00575,2023-11,17.0,601.0
CU00575,2023-12,19.0,581.0
CU00578,2023-01,16.0,201.0
CU00578,2023-02,16.0,193.0
CU00578,2023-03,8.0,154.0
CU00578,2023-04,15.0,337.0
CU00578,2023-05,15.0,401.0
CU00578,2023-06,10.0,211.0
CU00578,2023-07,16.0,387.0
CU00578,2023-08,14.0,398.0
CU00578,2023-09,20.0,571.0
CU00578,2023-10,,288.0
CU00578,2023-11,20.0,584.0
CU00578,2023-12,16.0,459.0
CU00580,2023-01,14.0,478.0
CU00580,2023-02,9.0,182.0
CU00580,2023-03,17.0,180.0
CU00580,2023-04,11.0,211.0
CU00580,2023-05,9.0,208.0
CU00580,2023-06,10.0,339.0
CU00580,2023-07,14.0,132.0
CU00580,2023-08,17.0,574.0
CU00580,2023-09,6.0,71.0
CU00580,2023-10,13.0,451.0
CU00580,2023-11,18.0,583.0
CU00580,2023-12,17.0,204.0
CU00581,2023-12,17.0,454.0
CU00583,2023-01,11.0,414.0
CU00583,2023-02,20.0,481.0
CU00583,2023-03,18.0,648.0
CU00583,2023-04,20.0,309.0
CU00583,2023-05,10.0,376.0
CU00583,2023-06,16.0,635.0
CU00583,2023-07,17.0,508.0
CU00583,2023-08,11.0,397.0
CU00583,2023-09,18.0,253.0
CU00583,2023-10,11.0,373.0
CU00583,2023-11,13.0,220.0
CU00583,2023-12,22.0,583.0
CU00584,2023-01,17.0,276.0
CU00584,2023-02,18.0,689.0
CU00584,2023-03,20.0,569.0
CU00584,2023-04,15.0,612.0
CU00584,2023-05,15.0,411.0
CU00584,2023-06,18.0,438.0
CU00584,2023-07,5.0,168.0
CU00584,2023-08,10.0,233.0
CU00584,2023-11,18.0,345.0
CU00584,2023-12,15.0,503.0
CU00585,2023-01,11.0,432.0
CU00585,2023-02,15.0,301.0
CU00585,2023-03,11.0,
CU00585,2023-04,,333.0
CU00585,2023-05,20.0,610.0
CU00585,2023-06,18.0,386.0
CU00585,2023-07,13.0,518.0
CU00585,2023-08,11.0,178.0
CU00585,2023-09,19.0,735.0
CU00585,2023-10,20.0,574.0
CU00585,2023-11,18.0,587.0
CU00585,2023-12,15.0,592.0
CU00586,2023-09,11.0,400.0
CU00586,2023-10,14.0,440.0
CU00586,2023-11,12.0,306.0
CU00587,2023-01,12.0,250.0
CU00587,2023-02,13.0,161.0
CU00587,2023-03,14.0,549.0
CU00587,2023-04,16.0,
CU00587,2023-05,11.0,215.0
CU00587,2023-06,15.0,251.0
CU00587,2023-07,20.0,679.0
CU00587,2023-08,18.0,684.0
CU00587,2023-09,12.0,233.0
CU00587,2023-10,14.0,493.0
CU00587,2023-11,24.0,619.0
CU00587,2023-12,14.0,185.0
CU00588,2023-01,20.0,321.0
CU00588,2023-02,14.0,182.0
CU00588,2023-03,12.0,384.0
CU00588,2023-04,9.0,120.0
CU00588,2023-06,16.0,404.0
CU00588,2023-07,20.0,611.0
CU00588,2023-08,15.0,301.0
CU00588,2023-09,16.0,460.0
CU00588,2023-10,14.0,304.0
CU00588,2023-11,14.0,157.0
CU00588,2023-12,11.0,401.0
CU00589,2023-01,11.0,359.0
CU00589,2023-02,7.0,155.0
CU00589,2023-03,4.0,111.0
CU00589,2023-04,7.0,
CU00589,2023-05,4.0,128.0
CU00589,2023-06,5.0,98.0
CU00589,2023-07,3.0,92.0
CU00589,2023-08,3.0,23.0
CU00589,2023-09,1.0,45.0
CU00589,2023-11,3.0,73.0
CU00589,2023-12,1.0,36.0
CU00590,2023-12,10.0,380.0
CU00591,2023-03,12.0,431.0
CU00591,2023-04,16.0,176.0
CU00591,2023-05,15.0,172.0
CU00591,2023-06,10.0,191.0
CU00591,2023-07,7.0,70.0
CU00591,2023-08,13.0,242.0
CU00591,2023-09,17.0,404.0
CU00591,2023-10,11.0,432.0
CU00591,2023-11,15.0,309.0
CU00591,2023-12,13.0,339.0
CU00593,2023-09,12.0,401.0
CU00593,2023-10,16.0,279.0
CU00593,2023-11,14.0,429.0
CU00593,2023-12,14.0,414.0
CU00594,2023-01,22.0,531.0
CU00594,2023-02,9.0,90.0
CU00594,2023-04,11.0,247.0
CU00594,2023-05,12.0,105.0
CU00594,2023-06,18.0,514.0
CU00594,2023-07,14.0,242.0
CU00594,2023-08,14.0,547.0
CU00594,2023-09,24.0,577.0
CU00594,2023-10,12.0,192.0
CU00594,2023-11,16.0,581.0
CU00594,2023-12,17.0,227.0
CU00595,2023-07,4.0,62.0
CU00595,2023-08,6.0,76.0
CU00595,2023-09,6.0,179.0
CU00595,2023-10,3.0,108.0
CU00595,2023-11,2.0,18.0
CU00595,2023-12,3.0,31.0
CU00596,2023-06,14.0,127.0
CU00596,2023-07,22.0,482.0
CU00596,2023-08,9.0,338.0
CU00596,2023-09,17.0,664.0
CU00596,2023-10,16.0,293.0
CU00596,2023-11,,220.0
CU00596,2023-12,9.0,184.0
CU00598,2023-01,12.0,356.0
CU00598,2023-02,20.0,708.0
CU00598,2023-03,14.0,252.0
CU00598,2023-04,18.0,251.0
CU00598,2023-05,13.0,188.0
CU00598,2023-06,17.0,273.0
CU00598,2023-07,14.0,450.0
CU00598,2023-08,18.0,444.0
CU00598,2023-09,16.0,544.0
CU00598,2023-10,21.0,732.0
CU00598,2023-11,15.0,403.0
CU00598,2023-12,22.0,775.0
CU00599,2023-01,12.0,110.0
CU00599,2023-02,21.0,438.0
CU00599,2023-03,12.0,321.0
CU00599,2023-04,14.0,494.0
CU00599,2023-05,12.0,152.0
CU00599,2023-06,19.0,696.0
CU00599,2023-07,9.0,84.0
CU00599,2023-08,18.0,697.0
CU00599,2023-09,13.0,293.0
CU00599,2023-10,14.0,155.0
CU00599,2023-11,12.0,216.0
CU00599,2023-12,18.0,460.0
CU00601,2023-05,12.0,326.0
CU00601,2023-06,18.0,446.0
CU00601,2023-07,12.0,469.0
CU00601,2023-08,12.0,341.0
CU00601,2023-09,19.0,274.0
CU00601,2023-10,15.0,247.0
CU00601,2023-11,15.0,452.0
CU00601,2023-12,17.0,217.0
CU00602,2023-01,1.0,0.0
CU00602,2023-02,4.0,
CU00603,2023-05,12.0,428.0
CU00603,2023-06,8.0,307.0
CU00603,2023-07,10.0,264.0
CU00603,2023-08,7.0,226.0
CU00603,2023-09,13.0,280.0
CU00603,2023-10,9.0,80.0
CU00603,2023-11,10.0,173.0
CU00603,2023-12,12.0,478.0
CU00604,2023-12,22.0,456.0
CU00605,2023-03,12.0,392.0
CU00605,2023-04,16.0,517.0
CU00605,2023-05,15.0,504.0
CU00605,2023-06,12.0,407.0
CU00605,2023-07,14.0,373.0
CU00605,2023-08,12.0,278.0
CU00605,2023-09,24.0,457.0
CU00605,2023-10,12.0,268.0
CU00605,2023-11,18.0,256.0
CU00605,2023-12,19.0,294.0
CU00606,2023-01,16.0,420.0
CU00606,2023-02,11.0,180.0
CU00606,2023-03,13.0,389.0
CU00606,2023-05,,288.0
CU00606,2023-06,13.0,319.0
CU00606,2023-07,5.0,43.0
CU00606,2023-08,17.0,463.0
CU00606,2023-09,15.0,221.0
CU00606,2023-10,15.0,307.0
CU00606,2023-11,12.0,441.0
CU00606,2023-12,11.0,155.0
CU00608,2023-01,4.0,116.0
CU00608,2023-03,6.0,98.0
CU00608,2023-04,3.0,93.0
CU00608,2023-05,4.0,124.0
CU00608,2023-06,2.0,57.0
CU00608,2023-07,1.0,18.0
CU00608,2023-08,1.0,33.0
CU00608,2023-09,2.0,17.0
CU00609,2023-09,5.0,63.0
CU00609,2023-10,5.0,131.0
CU00609,2023-11,4.0,65.0
CU00609,2023-12,,82.0
CU00613,2023-01,1.0,33.0
CU00613,2023-02,4.0,153.0
CU00613,2023-03,2.0,39.0
CU00614,2023-09,16.0,514.0
CU00614,2023-10,17.0,275.0
CU00614,2023-11,13.0,350.0
CU00614,2023-12,14.0,185.0
CU00616,2023-01,11.0,273.0
CU00616,2023-02,4.0,60.0
CU00616,2023-03,7.0,74.0
CU00616,2023-04,5.0,88.0
CU00616,2023-05,5.0,111.0
CU00616,2023-06,4.0,38.0
CU00616,2023-07,3.0,66.0
CU00616,2023-09,6.0,143.0
CU00616,2023-10,3.0,65.0
CU00616,2023-11,4.0,123.0
CU00616,2023-12,3.0,64.0
CU00617,2023-11,23.0,623.0
CU00617,2023-12,10.0,231.0
CU00618,2023-01,6.0,210.0
CU00618,2023-02,5.0,192.0
CU00618,2023-03,5.0,134.0
CU00618,2023-04,2.0,58.0
CU00618,2023-05,4.0,112.0
CU00619,2023-01,17.0,551.0
CU00619,2023-02,14.0,137.0
CU00619,2023-03,15.0,219.0
CU00619,2023-04,21.0,372.0
CU00619,2023-05,19.0,447.0
CU00619,2023-06,19.0,193.0
CU00619,2023-07,18.0,247.0
CU00619,2023-08,10.0,110.0
CU00619,2023-09,19.0,467.0
CU00619,2023-10,16.0,277.0
CU00619,2023-11,13.0,276.0
CU00619,2023-12,16.0,357.0
CU00620,2023-01,11.0,297.0
CU00620,2023-02,17.0,444.0
CU00620,2023-03,8.0,308.0
CU00620,2023-04,22.0,475.0
CU00620,2023-05,18.0,226.0
CU00620,2023-06,11.0,405.0
CU00620,2023-07,15.0,185.0
CU00620,2023-08,21.0,549.0
CU00620,2023-09,21.0,571.0
CU00620,2023-10,18.0,698.0
CU00620,2023-11,21.0,460.0
CU00620,2023-12,15.0,273.0
CU00621,2023-01,9.0,355.0
CU00621,2023-02,16.0,317.0
CU00621,2023-03,10.0,182.0
CU00621,2023-04,17.0,232.0
CU00621,2023-05,13.0,504.0
CU00621,2023-06,17.0,152.0
CU00621,2023-07,10.0,258.0
CU00621,2023-08,16.0,471.0
CU00621,2023-09,8.0,270.0
CU00621,2023-10,17.0,320.0
CU00621,2023-11,9.0,332.0
CU00621,2023-12,14.0,322.0
CU00622,2023-01,10.0,302.0
CU00622,2023-02,15.0,561.0
CU00622,2023-03,12.0,215.0
CU00622,2023-04,12.0,451.0
CU00622,2023-05,12.0,317.0
CU00622,2023-06,14.0,253.0
CU00622,2023-07,16.0,
CU00622,2023-08,16.0,318.0
CU00622,2023-09,21.0,361.0
CU00622,2023-10,28.0,1049.0
CU00622,2023-11,16.0,216.0
CU00622,2023-12,14.0,417.0
CU00623,2023-07,13.0,421.0
CU00623,2023-08,16.0,470.0
CU00623,2023-09,18.0,544.0
CU00623,2023-10,10.0,174.0
CU00623,2023-11,15.0,259.0
CU00624,2023-06,15.0,455.0
CU00624,2023-07,13.0,417.0
CU00624,2023-08,13.0,206.0
CU00624,2023-09,11.0,204.0
CU00624,2023-10,13.0,475.0
CU00624,2023-11,16.0,576.0
CU00625,2023-01,13.0,165.0
CU00625,2023-02,16.0,163.0
CU00625,2023-03,9.0,291.0
CU00625,2023-04,14.0,349.0
CU00625,2023-05,13.0,418.0
CU00625,2023-06,18.0,730.0
CU00625,2023-07,12.0,457.0
CU00625,2023-08,20.0,727.0
CU00625,2023-09,14.0,227.0
CU00625,2023-10,11.0,221.0
CU00625,2023-11,18.0,236.0
CU00625,2023-12,18.0,422.0
CU00626,2023-01,11.0,319.0
CU00626,2023-02,8.0,174.0
CU00626,2023-03,25.0,735.0
CU00626,2023-04,13.0,485.0
CU00626,2023-05,14.0,140.0
CU00626,2023-06,20.0,258.0
CU00626,2023-07,14.0,300.0
CU00626,2023-08,11.0,389.0
CU00626,2023-12,17.0,197.0
CU00628,2023-01,15.0,180.0
CU00628,2023-02,16.0,511.0
CU00628,2023-03,20.0,522.0
CU00628,2023-04,17.0,549.0
CU00628,2023-05,8.0,203.0
CU00628,2023-06,23.0,532.0
CU00628,2023-07,22.0,771.0
CU00628,2023-08,19.0,281.0
CU00628,2023-09,9.0,158.0
CU00628,2023-10,17.0,592.0
CU00628,2023-11,13.0,159.0
CU00628,2023-12,13.0,452.0
CU00629,2023-07,12.0,324.0
CU00629,2023-08,8.0,122.0
CU00629,2023-09,18.0,328.0
CU00629,2023-10,14.0,192.0
CU00629,2023-11,16.0,528.0
CU00629,2023-12,11.0,
CU00630,2023-06,12.0,463.0
CU00630,2023-07,14.0,190.0
CU00630,2023-08,14.0,301.0
CU00630,2023-09,17.0,343.0
CU00630,2023-10,11.0,289.0
CU00630,2023-11,14.0,285.0
CU00630,2023-12,19.0,330.0
CU00631,2023-01,,58.0
CU00631,2023-02,3.0,109.0
CU00631,2023-03,3.0,103.0
CU00631,2023-04,5.0,93.0
CU00631,2023-05,3.0,98.0
CU00632,2023-01,9.0,202.0
CU00632,2023-02,12.0,388.0
CU00632,2023-03,12.0,366.0
CU00632,2023-04,18.0,601.0
CU00632,2023-05,11.0,118.0
CU00632,2023-06,10.0,390.0
CU00632,2023-07,16.0,359.0
CU00632,2023-08,14.0,231.0
CU00632,2023-09,12.0,269.0
CU00632,2023-10,17.0,360.0
CU00632,2023-11,17.0,685.0
CU00632,2023-12,19.0,535.0
CU00635,2023-11,3.0,98.0
CU00635,2023-12,6.0,96.0
CU00636,2023-01,9.0,281.0
CU00636,2023-02,18.0,390.0
CU00636,2023-03,16.0,628.0
CU00636,2023-04,22.0,817.0
CU00636,2023-05,16.0,518.0
CU00636,2023-06,12.0,390.0
CU00636,2023-07,13.0,219.0
CU00636,2023-08,12.0,418.0
CU00636,2023-09,18.0,455.0
CU00636,2023-11,15.0,348.0
CU00636,2023-12,19.0,248.0
CU00637,2023-01,17.0,650.0
CU00637,2023-02,15.0,211.0
CU00637,2023-03,15.0,465.0
CU00637,2023-04,12.0,365.0
CU00637,2023-05,13.0,237.0
CU00637,2023-06,18.0,266.0
CU00637,2023-07,12.0,367.0
CU00637,2023-08,8.0,129.0
CU00637,2023-09,19.0,528.0
CU00637,2023-10,18.0,692.0
CU00637,2023-11,16.0,623.0
CU00637,2023-12,10.0,258.0
CU00639,2023-01,11.0,115.0
CU00639,2023-02,18.0,422.0
CU00639,2023-03,18.0,450.0
CU00639,2023-04,17.0,671.0
CU00639,2023-05,16.0,600.0
CU00639,2023-06,16.0,355.0
CU00639,2023-07,14.0,372.0
CU00639,2023-08,15.0,578.0
CU00639,2023-10,13.0,239.0
CU00639,2023-11,19.0,189.0
CU00639,2023-12,11.0,387.0
CU00640,2023-02,13.0,448.0
CU00640,2023-03,19.0,728.0
CU00640,2023-05,,150.0
CU00640,2023-06,9.0,258.0
CU00640,2023-07,,422.0
CU00640,2023-08,16.0,340.0
CU00640,2023-09,,574.0
CU00640,2023-10,15.0,461.0
CU00640,2023-11,19.0,472.0
CU00640,2023-12,17.0,554.0
CU00641,2023-10,11.0,190.0
CU00641,2023-11,19.0,534.0
CU00642,2023-01,25.0,
CU00642,2023-02,16.0,621.0
CU00642,2023-03,22.0,715.0
CU00642,2023-04,11.0,316.0
CU00642,2023-05,14.0,228.0
CU00642,2023-06,10.0,291.0
CU00642,2023-07,19.0,741.0
CU00642,2023-08,9.0,316.0
CU00642,2023-10,17.0,164.0
CU00642,2023-11,21.0,
CU00642,2023-12,13.0,286.0
CU00643,2023-01,18.0,640.0
CU00643,2023-02,12.0,181.0
CU00643,2023-03,13.0,285.0
CU00643,2023-04,11.0,301.0
CU00643,2023-05,14.0,489.0
CU00643,2023-06,14.0,212.0
CU00643,2023-07,12.0,378.0
CU00643,2023-08,17.0,602.0
CU00643,2023-09,15.0,
CU00643,2023-10,16.0,627.0
CU00643,2023-11,22.0,581.0
CU00643,2023-12,18.0,294.0
CU00644,2023-01,18.0,425.0
CU00644,2023-02,12.0,422.0
CU00644,2023-03,13.0,152.0
CU00644,2023-04,10.0,252.0
CU00644,2023-05,16.0,561.0
CU00644,2023-06,11.0,197.0
CU00644,2023-07,12.0,220.0
CU00644,2023-08,16.0,176.0
CU00644,2023-09,16.0,575.0
CU00644,2023-10,15.0,351.0
CU00644,2023-11,14.0,483.0
CU00644,2023-12,17.0,540.0
CU00645,2023-02,9.0,259.0
CU00645,2023-03,13.0,216.0
CU00645,2023-04,10.0,96.0
CU00645,2023-05,3.0,111.0
CU00645,2023-07,7.0,273.0
CU00645,2023-09,6.0,224.0
CU00645,2023-10,4.0,78.0
CU00645,2023-11,3.0,104.0
CU00645,2023-12,3.0,84.0
CU00646,2023-01,11.0,171.0
CU00646,2023-02,8.0,193.0
CU00646,2023-03,9.0,
CU00646,2023-04,12.0,336.0
CU00646,2023-05,6.0,70.0
CU00646,2023-06,6.0,181.0
CU00646,2023-07,5.0,100.0
CU00646,2023-08,3.0,66.0
CU00646,2023-09,2.0,46.0
CU00646,2023-11,4.0,156.0
CU00646,2023-12,7.0,69.0
CU00647,2023-01,9.0,326.0
CU00647,2023-02,8.0,101.0
CU00647,2023-03,5.0,55.0
CU00647,2023-04,6.0,141.0
CU00647,2023-05,6.0,108.0
CU00647,2023-06,9.0,340.0
CU00647,2023-07,4.0,75.0
CU00647,2023-08,4.0,34.0
CU00647,2023-09,3.0,42.0
CU00647,2023-10,3.0,24.0
CU00647,2023-11,4.0,49.0
CU00647,2023-12,4.0,91.0
CU00648,2023-01,12.0,216.0
CU00648,2023-03,13.0,435.0
CU00648,2023-04,15.0,236.0
CU00648,2023-05,16.0,323.0
CU00648,2023-06,16.0,399.0
CU00648,2023-07,17.0,664.0
CU00648,2023-08,10.0,145.0
CU00648,2023-10,17.0,496.0
CU00648,2023-11,19.0,215.0
CU00648,2023-12,9.0,279.0
CU00649,2023-04,5.0,117.0
CU00649,2023-05,4.0,92.0
CU00649,2023-06,5.0,167.0
CU00649,2023-07,4.0,109.0
CU00649,2023-08,2.0,23.0
CU00649,2023-09,3.0,97.0
CU00649,2023-10,3.0,94.0
CU00649,2023-11,4.0,137.0
CU00650,2023-01,,225.0
CU00650,2023-02,16.0,301.0
CU00650,2023-03,19.0,180.0
CU00650,2023-04,13.0,405.0
CU00650,2023-05,23.0,755.0
CU00650,2023-06,11.0,418.0
CU00650,2023-07,8.0,187.0
CU00650,2023-08,18.0,516.0
CU00650,2023-09,12.0,466.0
CU00650,2023-11,9.0,97.0
CU00650,2023-12,15.0,207.0
CU00651,2023-01,9.0,82.0
CU00651,2023-02,12.0,142.0
CU00651,2023-03,15.0,486.0
CU00651,2023-04,14.0,273.0
CU00651,2023-05,21.0,221.0
CU00651,2023-06,17.0,261.0
CU00651,2023-07,16.0,262.0
CU00651,2023-08,22.0,863.0
CU00651,2023-09,,407.0
CU00651,2023-10,13.0,398.0
CU00651,2023-11,12.0,256.0
CU00651,2023-12,16.0,345.0
CU00652,2023-01,18.0,708.0
CU00652,2023-02,21.0,344.0
CU00652,2023-03,21.0,532.0
CU00652,2023-04,10.0,185.0
CU00652,2023-05,13.0,194.0
CU00652,2023-06,16.0,185.0
CU00652,2023-07,17.0,525.0
CU00652,2023-08,12.0,441.0
CU00652,2023-09,8.0,194.0
CU00652,2023-10,12.0,421.0
CU00652,2023-11,,528.0
CU00653,2023-03,14.0,478.0
CU00653,2023-04,13.0,289.0
CU00653,2023-05,20.0,498.0
CU00653,2023-06,17.0,476.0
CU00653,2023-07,15.0,266.0
CU00653,2023-08,8.0,300.0
CU00653,2023-09,14.0,234.0
CU00653,2023-10,10.0,311.0
CU00653,2023-11,14.0,541.0
CU00653,2023-12,8.0,303.0
CU00654,2023-01,11.0,418.0
CU00654,2023-02,9.0,218.0
