구매ID,유저ID,상품ID,구매일,평점,구매금액
PU002926,U0077,P020,2024-06-10,3.0,186700
PU002927,U0077,P011,2024-04-23,3.0,127000
PU002928,U0078,P087,2024-11-12,4.0,22500
PU002929,U0078,P083,2024-10-08,3.0,32100
PU002930,U0078,P046,2024-12-27,,16500
PU002931,U0078,P079,2024-07-09,,18500
PU002932,U0078,P078,2024-08-11,,21800
PU002933,U0078,P096,2024-06-09,4.0,39500
PU002934,U0078,P061,2024-03-14,3.0,53500
PU002935,U0078,P074,2024-01-29,4.0,58400
PU002936,U0078,P065,2024-12-28,5.0,76700
PU002937,U0078,P051,2024-05-02,4.0,10100
PU002938,U0078,P040,2024-10-22,4.0,95700
PU002939,U0078,P052,2024-03-27,4.0,39000
PU002940,U0078,P078,2024-05-11,4.0,18100
PU002941,U0078,P068,2024-09-23,4.0,25800
PU002942,U0078,P055,2024-11-08,4.0,22600
PU002943,U0078,P064,2024-01-18,,50800
PU002944,U0078,P074,2024-06-02,,65800
PU002945,U0078,P072,2024-08-02,5.0,75300
PU002946,U0078,P076,2024-05-04,4.0,52600
PU002947,U0078,P053,2024-07-30,5.0,33300
PU002948,U0079,P082,2024-06-30,,47300
PU002949,U0079,P074,2024-01-27,,58600
PU002950,U0079,P069,2024-02-06,4.0,24700
PU002951,U0079,P087,2024-02-03,1.0,24600
PU002952,U0079,P024,2024-02-17,5.0,98900
PU002953,U0079,P079,2024-10-21,,20100
PU002954,U0079,P031,2024-11-23,4.0,24200
PU002955,U0079,P062,2024-01-19,5.0,56900
PU002956,U0079,P001,2024-02-27,4.0,247600
PU002957,U0079,P026,2024-12-27,,66000
PU002958,U0079,P026,2024-09-19,4.0,61500
PU002959,U0079,P079,2024-10-18,3.0,16700
PU002960,U0079,P090,2024-12-14,,24600
PU002961,U0079,P059,2024-03-20,1.0,48900
PU002962,U0079,P029,2024-11-30,3.0,54400
PU002963,U0079,P091,2024-10-12,3.0,48000
PU002964,U0079,P004,2024-09-04,2.0,186300
PU002965,U0079,P053,2024-04-13,4.0,35500
PU002966,U0079,P038,2024-11-02,4.0,185100
PU002967,U0079,P002,2024-04-06,5.0,102400
PU002968,U0079,P090,2024-06-13,2.0,24700
PU002969,U0079,P037,2024-10-26,3.0,80600
PU002970,U0079,P023,2024-05-02,4.0,135400
PU002971,U0079,P080,2024-03-03,5.0,62800
PU002972,U0079,P018,2024-02-02,3.0,68500
PU002973,U0079,P021,2024-09-15,5.0,101200
PU002974,U0079,P074,2024-04-24,4.0,52700
PU002975,U0079,P069,2024-06-19,4.0,22700
PU002976,U0079,P066,2024-09-11,5.0,15800
PU002977,U0079,P081,2024-05-19,4.0,24000
PU002978,U0079,P037,2024-06-28,4.0,80400
PU002979,U0079,P027,2024-03-01,4.0,79600
PU002980,U0079,P086,2024-01-09,1.0,58400
PU002981,U0079,P097,2024-06-17,2.0,14200
PU002982,U0079,P026,2024-08-14,5.0,75300
PU002983,U0079,P064,2024-01-20,4.0,57200
PU002984,U0080,P060,2024-02-08,4.0,28100
PU002985,U0080,P031,2024-05-12,3.0,24300
PU002986,U0080,P051,2024-06-16,4.0,10700
PU002987,U0080,P043,2024-02-06,5.0,19800
PU002988,U0080,P022,2024-08-07,,132300
PU002989,U0080,P052,2024-03-05,5.0,38100
PU002990,U0080,P095,2024-09-16,,33500
PU002991,U0080,P045,2024-05-09,4.0,46500
PU002992,U0080,P043,2024-09-19,3.0,18800
PU002993,U0080,P050,2024-05-04,,30600
PU002994,U0080,P058,2024-11-29,3.0,31300
PU002995,U0080,P045,2024-10-21,5.0,41200
PU002996,U0080,P050,2024-06-06,4.0,33300
PU002997,U0080,P043,2024-01-02,,21800
PU002998,U0080,P021,2024-11-29,5.0,132100
PU002999,U0080,P051,2024-10-23,4.0,10600
PU003000,U0080,P060,2024-10-05,4.0,30400
PU003001,U0080,P056,2024-12-10,4.0,19100
PU003002,U0080,P058,2024-06-09,4.0,38800
PU003003,U0080,P045,2024-05-10,3.0,47200
PU003004,U0080,P010,2024-01-06,4.0,142900
PU003005,U0080,P097,2024-11-19,4.0,15100
PU003006,U0080,P043,2024-12-14,5.0,20100
PU003007,U0080,P034,2024-10-27,4.0,105600
PU003008,U0080,P058,2024-11-12,,30400
PU003009,U0080,P022,2024-09-12,,173300
PU003010,U0080,P097,2024-08-04,4.0,12900
PU003011,U0080,P016,2024-09-13,5.0,261100
PU003012,U0080,P060,2024-04-20,4.0,30900
PU003013,U0080,P032,2024-09-16,4.0,82700
PU003014,U0080,P097,2024-05-13,3.0,14000
PU003015,U0081,P025,2024-01-02,4.0,140100
PU003016,U0081,P021,2024-03-01,5.0,115300
PU003017,U0081,P033,2024-11-02,5.0,96600
PU003018,U0081,P009,2024-08-26,,166200
PU003019,U0081,P046,2024-08-27,5.0,17600
PU003020,U0081,P036,2024-03-10,4.0,59000
PU003021,U0081,P009,2024-03-11,3.0,180500
PU003022,U0081,P023,2024-04-09,4.0,133000
PU003023,U0081,P037,2024-10-23,4.0,76300
PU003024,U0081,P036,2024-03-10,5.0,59800
PU003025,U0081,P049,2024-01-28,3.0,25900
PU003026,U0081,P024,2024-10-31,5.0,125400
PU003027,U0081,P046,2024-06-04,3.0,15300
PU003028,U0081,P035,2024-03-13,4.0,91200
PU003029,U0081,P025,2024-10-15,5.0,137200
PU003030,U0081,P021,2024-11-22,3.0,122200
PU003031,U0081,P031,2024-05-09,3.0,27800
PU003032,U0081,P036,2024-01-20,5.0,62400
PU003033,U0081,P032,2024-06-26,,88400
PU003034,U0081,P072,2024-03-27,3.0,72100
PU003035,U0081,P032,2024-03-30,3.0,96900
PU003036,U0081,P040,2024-02-14,4.0,97300
PU003037,U0081,P026,2024-12-20,4.0,72900
PU003038,U0081,P032,2024-10-04,4.0,91700
PU003039,U0081,P024,2024-08-23,4.0,130800
PU003040,U0081,P013,2024-05-02,,151500
PU003041,U0081,P051,2024-05-15,5.0,8900
PU003042,U0081,P076,2024-06-14,5.0,46000
PU003043,U0081,P026,2024-01-21,4.0,58900
PU003044,U0081,P029,2024-04-03,5.0,67500
PU003045,U0081,P098,2024-12-27,3.0,23900
PU003046,U0081,P026,2024-04-01,4.0,76000
PU003047,U0081,P029,2024-06-07,,55900
PU003048,U0081,P034,2024-02-24,4.0,105600
PU003049,U0081,P029,2024-12-18,4.0,52100
PU003050,U0081,P056,2024-11-16,2.0,20800
PU003051,U0081,P067,2024-12-28,,65000
PU003052,U0081,P035,2024-01-25,,81500
PU003053,U0081,P072,2024-11-27,3.0,75600
PU003054,U0081,P025,2024-06-20,5.0,119300
PU003055,U0081,P036,2024-10-01,4.0,66900
PU003056,U0081,P039,2024-01-04,5.0,145800
PU003057,U0081,P066,2024-09-23,2.0,14100
PU003058,U0081,P030,2024-09-25,4.0,112500
PU003059,U0081,P039,2024-06-19,,173600
PU003060,U0081,P085,2024-12-30,4.0,49800
PU003061,U0081,P043,2024-11-21,4.0,20600
PU003062,U0081,P024,2024-07-19,4.0,105100
PU003063,U0081,P026,2024-11-18,4.0,60100
PU003064,U0081,P001,2024-05-12,3.0,282300
PU003065,U0081,P075,2024-10-08,4.0,9700
PU003066,U0081,P031,2024-04-04,,28000
PU003067,U0081,P038,2024-10-29,4.0,146600
PU003068,U0081,P031,2024-03-19,5.0,27500
PU003069,U0081,P024,2024-12-08,4.0,130500
PU003070,U0081,P032,2024-07-23,5.0,85200
PU003071,U0081,P022,2024-10-26,5.0,157900
PU003072,U0081,P070,2024-01-05,,42000
PU003073,U0081,P022,2024-07-28,4.0,157400
PU003074,U0081,P076,2024-12-01,2.0,48700
PU003075,U0081,P030,2024-12-20,4.0,106100
PU003076,U0082,P090,2024-01-07,5.0,23800
PU003077,U0082,P094,2024-10-20,5.0,42200
PU003078,U0082,P091,2024-10-08,5.0,47100
PU003079,U0082,P081,2024-12-07,5.0,20300
PU003080,U0082,P057,2024-03-30,4.0,26200
PU003081,U0082,P087,2024-11-03,3.0,26800
PU003082,U0082,P098,2024-08-27,4.0,26100
PU003083,U0082,P005,2024-06-24,5.0,288400
PU003084,U0082,P065,2024-10-31,3.0,61200
PU003085,U0082,P030,2024-08-25,1.0,105600
PU003086,U0082,P082,2024-05-14,4.0,43500
PU003087,U0082,P029,2024-11-10,4.0,67500
PU003088,U0082,P082,2024-05-01,4.0,41000
PU003089,U0082,P094,2024-10-19,5.0,43900
PU003090,U0082,P013,2024-02-18,4.0,143100
PU003091,U0082,P096,2024-09-25,,41200
PU003092,U0082,P090,2024-08-26,4.0,28400
PU003093,U0082,P081,2024-01-10,4.0,20100
PU003094,U0082,P088,2024-02-18,5.0,6600
PU003095,U0082,P084,2024-10-18,4.0,24200
PU003096,U0082,P034,2024-06-25,5.0,107900
PU003097,U0082,P090,2024-05-03,5.0,30400
PU003098,U0082,P040,2024-11-28,5.0,83000
PU003099,U0082,P087,2024-03-02,4.0,22200
PU003100,U0082,P003,2024-04-01,3.0,102100
PU003101,U0082,P098,2024-11-29,4.0,27600
PU003102,U0082,P094,2024-11-26,,48700
PU003103,U0082,P085,2024-01-16,4.0,63100
PU003104,U0082,P100,2024-11-27,4.0,27400
PU003105,U0082,P099,2024-11-13,5.0,16600
PU003106,U0082,P096,2024-06-10,5.0,46200
PU003107,U0082,P090,2024-06-05,5.0,29000
PU003108,U0082,P092,2024-01-10,5.0,51000
PU003109,U0082,P089,2024-01-09,5.0,18700
PU003110,U0082,P089,2024-08-28,4.0,21600
PU003111,U0082,P089,2024-01-12,5.0,19200
PU003112,U0082,P018,2024-12-17,4.0,80700
PU003113,U0082,P093,2024-03-21,,21000
PU003114,U0082,P094,2024-11-05,5.0,42100
PU003115,U0082,P088,2024-09-25,3.0,6800
PU003116,U0082,P003,2024-07-31,3.0,94800
PU003117,U0082,P098,2024-07-03,4.0,26100
PU003118,U0082,P082,2024-04-24,4.0,46000
PU003119,U0083,P068,2024-11-22,5.0,27700
PU003120,U0083,P015,2024-06-12,1.0,126100
PU003121,U0083,P064,2024-08-23,4.0,54600
PU003122,U0083,P066,2024-12-03,4.0,15200
PU003123,U0083,P021,2024-04-22,2.0,116700
PU003124,U0083,P015,2024-08-11,3.0,137300
PU003125,U0083,P064,2024-08-30,5.0,56100
PU003126,U0083,P083,2024-09-21,4.0,37100
PU003127,U0083,P073,2024-01-13,5.0,59500
PU003128,U0083,P012,2024-06-10,4.0,257300
PU003129,U0083,P063,2024-08-20,4.0,54600
PU003130,U0083,P061,2024-01-03,4.0,52500
PU003131,U0083,P075,2024-08-22,4.0,9000
PU003132,U0083,P090,2024-10-14,4.0,23900
PU003133,U0083,P089,2024-12-17,4.0,20700
PU003134,U0083,P059,2024-11-07,3.0,49200
PU003135,U0083,P062,2024-12-23,4.0,51500
PU003136,U0083,P073,2024-11-09,4.0,50700
PU003137,U0083,P098,2024-08-06,5.0,23700
PU003138,U0083,P097,2024-07-01,5.0,12300
PU003139,U0083,P098,2024-09-15,4.0,29000
PU003140,U0083,P059,2024-04-14,3.0,43700
PU003141,U0083,P093,2024-08-29,4.0,22300
PU003142,U0083,P005,2024-09-22,3.0,277000
PU003143,U0083,P029,2024-08-01,4.0,58500
PU003144,U0083,P078,2024-09-01,5.0,17800
PU003145,U0083,P093,2024-06-20,4.0,23300
PU003146,U0083,P082,2024-07-10,5.0,49100
PU003147,U0083,P054,2024-05-24,2.0,29600
PU003148,U0083,P067,2024-08-29,5.0,60300
PU003149,U0083,P076,2024-11-04,4.0,57400
PU003150,U0083,P052,2024-07-17,3.0,37500
PU003151,U0083,P098,2024-10-30,4.0,27500
PU003152,U0083,P066,2024-06-20,5.0,13300
PU003153,U0083,P057,2024-08-15,2.0,22700
PU003154,U0083,P007,2024-07-26,4.0,331800
PU003155,U0083,P053,2024-04-10,3.0,30300
PU003156,U0083,P057,2024-07-26,5.0,27300
PU003157,U0083,P078,2024-03-18,4.0,17000
PU003158,U0083,P078,2024-01-17,5.0,17400
PU003159,U0083,P084,2024-08-09,4.0,24700
PU003160,U0083,P017,2024-05-28,4.0,80100
PU003161,U0083,P003,2024-03-29,5.0,89800
PU003162,U0083,P094,2024-06-27,4.0,45100
PU003163,U0083,P078,2024-05-22,5.0,17000
PU003164,U0083,P088,2024-01-02,4.0,7300
PU003165,U0084,P013,2024-02-18,4.0,146800
PU003166,U0084,P006,2024-10-04,5.0,138000
PU003167,U0084,P023,2024-04-03,2.0,114700
PU003168,U0084,P048,2024-10-16,4.0,46800
PU003169,U0084,P085,2024-07-12,4.0,63000
PU003170,U0084,P011,2024-09-10,3.0,143500
PU003171,U0084,P012,2024-05-04,4.0,228900
PU003172,U0084,P001,2024-05-31,4.0,259400
PU003173,U0084,P013,2024-08-21,4.0,174700
PU003174,U0084,P011,2024-07-15,5.0,112400
PU003175,U0084,P003,2024-10-12,,97100
PU003176,U0084,P006,2024-12-23,4.0,163500
PU003177,U0084,P002,2024-08-29,5.0,111900
PU003178,U0084,P011,2024-03-01,4.0,113400
PU003179,U0084,P006,2024-10-03,4.0,174000
PU003180,U0084,P013,2024-08-31,4.0,178500
PU003181,U0084,P051,2024-08-08,2.0,11700
PU003182,U0084,P008,2024-04-14,3.0,221900
PU003183,U0084,P015,2024-06-23,,130700
PU003184,U0084,P014,2024-12-23,4.0,40200
PU003185,U0084,P004,2024-02-19,,200600
PU003186,U0084,P016,2024-07-31,4.0,291500
PU003187,U0084,P066,2024-12-12,4.0,11900
PU003188,U0084,P020,2024-01-06,4.0,201900
PU003189,U0084,P010,2024-10-28,,132200
PU003190,U0084,P016,2024-09-24,4.0,262700
PU003191,U0084,P016,2024-05-09,,301000
PU003192,U0084,P007,2024-03-18,5.0,314600
PU003193,U0084,P062,2024-07-06,3.0,43600
PU003194,U0084,P008,2024-11-10,,276600
PU003195,U0084,P013,2024-10-03,4.0,172800
PU003196,U0084,P059,2024-07-26,2.0,47300
PU003197,U0084,P020,2024-03-26,4.0,191000
PU003198,U0084,P096,2024-02-12,4.0,40300
PU003199,U0085,P091,2024-08-16,5.0,47300
PU003200,U0085,P091,2024-08-30,5.0,44000
PU003201,U0085,P041,2024-09-13,,31200
PU003202,U0085,P004,2024-02-08,4.0,177800
PU003203,U0085,P028,2024-05-19,2.0,53000
PU003204,U0085,P045,2024-02-29,4.0,39800
PU003205,U0085,P021,2024-02-21,,131000
PU003206,U0085,P070,2024-06-16,4.0,49800
PU003207,U0085,P083,2024-10-27,5.0,38600
PU003208,U0085,P021,2024-02-26,3.0,126900
PU003209,U0085,P088,2024-03-28,5.0,6900
PU003210,U0085,P090,2024-06-20,5.0,27700
PU003211,U0085,P039,2024-04-28,5.0,184800
PU003212,U0085,P093,2024-11-06,5.0,26100
PU003213,U0085,P100,2024-02-25,4.0,22100
PU003214,U0085,P066,2024-05-26,,14600
PU003215,U0085,P095,2024-02-13,,39500
PU003216,U0085,P046,2024-02-22,5.0,18500
PU003217,U0085,P061,2024-05-09,5.0,59900
PU003218,U0085,P048,2024-04-22,5.0,55500
PU003219,U0085,P039,2024-07-17,,167300
PU003220,U0085,P043,2024-03-16,5.0,18500
PU003221,U0085,P004,2024-09-17,3.0,187500
PU003222,U0085,P005,2024-10-10,,226000
PU003223,U0085,P011,2024-12-19,4.0,148700
PU003224,U0085,P011,2024-11-22,3.0,146200
PU003225,U0085,P042,2024-01-12,5.0,11400
PU003226,U0085,P008,2024-07-19,5.0,221300
PU003227,U0085,P098,2024-10-07,4.0,25800
PU003228,U0085,P032,2024-10-06,3.0,87100
PU003229,U0085,P089,2024-10-06,4.0,19600
PU003230,U0085,P053,2024-05-11,4.0,31400
PU003231,U0085,P053,2024-07-15,4.0,30500
PU003232,U0085,P048,2024-10-06,5.0,42400
PU003233,U0085,P051,2024-09-28,5.0,10200
PU003234,U0085,P046,2024-10-15,5.0,15300
PU003235,U0085,P068,2024-12-24,3.0,25700
PU003236,U0085,P098,2024-07-05,5.0,28900
PU003237,U0085,P085,2024-05-03,4.0,56100
PU003238,U0085,P052,2024-01-21,4.0,38700
PU003239,U0085,P069,2024-12-10,1.0,19200
PU003240,U0085,P097,2024-05-11,5.0,11400
PU003241,U0085,P027,2024-01-08,4.0,72100
PU003242,U0085,P096,2024-07-26,4.0,37100
PU003243,U0085,P073,2024-01-23,3.0,53200
PU003244,U0085,P100,2024-07-22,,22200
PU003245,U0085,P048,2024-05-19,4.0,47100
PU003246,U0085,P050,2024-04-16,5.0,28400
PU003247,U0086,P073,2024-03-05,,51000
PU003248,U0086,P075,2024-09-24,3.0,9900
PU003249,U0086,P035,2024-01-30,3.0,82000
PU003250,U0086,P038,2024-09-12,4.0,182000
PU003251,U0086,P071,2024-05-21,4.0,14300
PU003252,U0086,P019,2024-08-03,1.0,215600
PU003253,U0086,P056,2024-09-11,4.0,20200
PU003254,U0086,P038,2024-12-21,4.0,154800
PU003255,U0086,P071,2024-02-05,4.0,14800
PU003256,U0086,P046,2024-08-02,5.0,14900
PU003257,U0086,P048,2024-03-13,4.0,55800
PU003258,U0086,P045,2024-04-21,4.0,46100
PU003259,U0086,P006,2024-11-30,4.0,164500
PU003260,U0086,P074,2024-09-24,4.0,63100
PU003261,U0086,P053,2024-03-10,4.0,29300
PU003262,U0086,P043,2024-11-16,3.0,18200
PU003263,U0086,P091,2024-07-28,3.0,38100
PU003264,U0086,P002,2024-08-01,3.0,95700
PU003265,U0086,P001,2024-12-12,4.0,231300
PU003266,U0086,P012,2024-11-06,5.0,257700
PU003267,U0086,P009,2024-07-08,3.0,185400
PU003268,U0086,P075,2024-02-20,,9800
PU003269,U0086,P065,2024-02-05,3.0,69400
PU003270,U0086,P077,2024-09-18,4.0,48000
PU003271,U0086,P056,2024-02-22,5.0,16200
PU003272,U0086,P041,2024-05-08,4.0,30200
PU003273,U0086,P054,2024-04-18,4.0,30900
PU003274,U0086,P024,2024-10-18,4.0,105300
PU003275,U0086,P085,2024-09-22,5.0,59900
PU003276,U0086,P046,2024-04-26,5.0,18500
PU003277,U0086,P015,2024-05-11,4.0,138700
PU003278,U0086,P051,2024-10-05,4.0,11600
PU003279,U0087,P096,2024-02-09,4.0,46700
PU003280,U0087,P090,2024-09-05,4.0,28700
PU003281,U0087,P085,2024-03-13,5.0,48400
PU003282,U0087,P017,2024-02-02,3.0,77800
PU003283,U0087,P005,2024-04-11,5.0,265200
PU003284,U0087,P091,2024-07-03,4.0,49000
PU003285,U0087,P093,2024-12-08,5.0,25600
PU003286,U0087,P092,2024-02-04,4.0,57200
PU003287,U0087,P099,2024-10-07,,19500
PU003288,U0087,P072,2024-01-30,3.0,64700
PU003289,U0087,P029,2024-08-23,5.0,70400
PU003290,U0087,P042,2024-05-08,4.0,8900
PU003291,U0087,P098,2024-01-06,4.0,29100
PU003292,U0087,P096,2024-04-18,4.0,42400
PU003293,U0087,P100,2024-12-08,5.0,21600
PU003294,U0087,P092,2024-04-22,4.0,52600
PU003295,U0087,P041,2024-09-18,2.0,36500
PU003296,U0087,P098,2024-10-06,4.0,27900
PU003297,U0087,P084,2024-11-26,4.0,23800
PU003298,U0087,P097,2024-12-23,3.0,13100
PU003299,U0087,P029,2024-08-12,4.0,54100
PU003300,U0087,P099,2024-10-08,4.0,20200
PU003301,U0087,P098,2024-03-31,4.0,28700
PU003302,U0087,P046,2024-03-17,4.0,17200
PU003303,U0087,P070,2024-03-26,3.0,43100
PU003304,U0087,P007,2024-07-26,2.0,368800
PU003305,U0087,P074,2024-09-25,2.0,57800
PU003306,U0087,P090,2024-10-29,5.0,27800
PU003307,U0087,P002,2024-09-24,,104300
PU003308,U0087,P081,2024-05-25,4.0,19100
PU003309,U0087,P006,2024-08-14,2.0,153100
PU003310,U0087,P086,2024-07-14,4.0,49100
PU003311,U0087,P097,2024-11-20,,13400
PU003312,U0087,P093,2024-09-19,5.0,22200
PU003313,U0087,P009,2024-03-21,1.0,190000
PU003314,U0087,P087,2024-07-11,5.0,26000
PU003315,U0087,P005,2024-09-06,1.0,252000
PU003316,U0087,P087,2024-03-01,4.0,22700
PU003317,U0087,P088,2024-04-21,5.0,7200
PU003318,U0087,P096,2024-05-19,5.0,40500
PU003319,U0087,P013,2024-02-16,1.0,172500
PU003320,U0087,P022,2024-08-14,3.0,151200
PU003321,U0087,P056,2024-11-08,3.0,16900
PU003322,U0087,P091,2024-04-28,5.0,41900
PU003323,U0087,P090,2024-04-01,4.0,23300
PU003324,U0087,P092,2024-12-10,5.0,65800
PU003325,U0087,P060,2024-08-31,5.0,26100
PU003326,U0088,P027,2024-12-16,4.0,67800
PU003327,U0088,P037,2024-03-06,5.0,85100
PU003328,U0088,P021,2024-10-18,4.0,127900
PU003329,U0088,P028,2024-04-03,3.0,51600
PU003330,U0088,P033,2024-05-23,5.0,90600
PU003331,U0088,P026,2024-10-15,4.0,68600
PU003332,U0088,P033,2024-12-08,4.0,89700
PU003333,U0088,P029,2024-07-22,5.0,56300
PU003334,U0088,P034,2024-11-09,5.0,84100
PU003335,U0088,P097,2024-07-31,4.0,13500
PU003336,U0088,P027,2024-10-08,4.0,69100
PU003337,U0088,P030,2024-11-27,4.0,107600
PU003338,U0088,P011,2024-12-10,5.0,113200
PU003339,U0088,P027,2024-12-07,4.0,73800
PU003340,U0088,P040,2024-07-02,5.0,84200
PU003341,U0088,P027,2024-11-15,,77600
PU003342,U0088,P029,2024-06-15,,69100
PU003343,U0088,P051,2024-11-07,5.0,10200
PU003344,U0088,P029,2024-08-01,4.0,67400
PU003345,U0088,P025,2024-10-12,4.0,131000
PU003346,U0088,P022,2024-06-16,5.0,159400
PU003347,U0088,P037,2024-01-24,4.0,95100
PU003348,U0088,P034,2024-12-26,4.0,85700
PU003349,U0088,P028,2024-03-20,,43800
PU003350,U0088,P046,2024-07-29,5.0,14100
PU003351,U0088,P038,2024-02-14,5.0,160800
PU003352,U0088,P028,2024-05-07,,53500
PU003353,U0088,P016,2024-11-29,3.0,256800
PU003354,U0088,P089,2024-02-06,3.0,22600
PU003355,U0088,P072,2024-04-08,,71400
PU003356,U0088,P093,2024-12-06,4.0,21000
PU003357,U0089,P024,2024-09-12,,100200
PU003358,U0089,P060,2024-07-22,3.0,30800
PU003359,U0089,P028,2024-04-20,5.0,47900
PU003360,U0089,P030,2024-05-03,5.0,108900
PU003361,U0089,P007,2024-05-14,3.0,345700
PU003362,U0089,P034,2024-07-14,5.0,97200
PU003363,U0089,P049,2024-11-19,4.0,30700
PU003364,U0089,P025,2024-06-07,4.0,145100
PU003365,U0089,P085,2024-01-01,3.0,50500
PU003366,U0089,P081,2024-03-10,4.0,25600
PU003367,U0089,P026,2024-08-08,4.0,68900
PU003368,U0089,P038,2024-10-23,5.0,141300
PU003369,U0089,P038,2024-11-26,,153200
PU003370,U0089,P030,2024-03-25,,106300
PU003371,U0089,P022,2024-06-01,5.0,156600
PU003372,U0089,P034,2024-06-10,5.0,87500
PU003373,U0089,P070,2024-12-26,3.0,49900
PU003374,U0089,P028,2024-09-30,4.0,53100
PU003375,U0089,P097,2024-05-30,3.0,14800
PU003376,U0089,P077,2024-03-14,3.0,53300
PU003377,U0089,P034,2024-06-05,4.0,88300
PU003378,U0089,P035,2024-07-30,5.0,75500
PU003379,U0089,P027,2024-09-28,4.0,72400
PU003380,U0089,P032,2024-02-06,5.0,87000
PU003381,U0089,P052,2024-08-18,3.0,44700
PU003382,U0089,P098,2024-08-30,3.0,25000
PU003383,U0089,P039,2024-02-26,5.0,167900
PU003384,U0089,P036,2024-03-01,4.0,68000
PU003385,U0089,P063,2024-10-21,3.0,49900
PU003386,U0089,P030,2024-11-05,,122800
PU003387,U0089,P021,2024-03-18,3.0,115300
PU003388,U0089,P032,2024-11-21,,86400
PU003389,U0089,P039,2024-07-26,5.0,188100
PU003390,U0089,P024,2024-09-27,5.0,128300
PU003391,U0089,P081,2024-12-12,3.0,21700
PU003392,U0089,P033,2024-07-25,4.0,74200
PU003393,U0089,P031,2024-11-17,4.0,31400
PU003394,U0089,P036,2024-05-13,5.0,63600
PU003395,U0089,P058,2024-04-12,3.0,34400
PU003396,U0089,P023,2024-08-17,4.0,142400
PU003397,U0089,P034,2024-09-15,5.0,87500
PU003398,U0089,P028,2024-10-11,5.0,52900
PU003399,U0089,P003,2024-01-04,5.0,85100
PU003400,U0089,P026,2024-08-06,4.0,66000
PU003401,U0089,P031,2024-01-24,4.0,25300
PU003402,U0089,P037,2024-04-22,,77500
PU003403,U0090,P081,2024-06-09,4.0,20900
PU003404,U0090,P088,2024-02-28,3.0,8200
PU003405,U0090,P098,2024-06-03,4.0,29400
PU003406,U0090,P093,2024-09-12,4.0,24500
PU003407,U0090,P081,2024-08-22,4.0,22800
PU003408,U0090,P087,2024-02-20,5.0,25800
PU003409,U0090,P095,2024-10-17,4.0,37600
PU003410,U0090,P098,2024-09-25,3.0,28700
PU003411,U0090,P100,2024-01-14,,23600
PU003412,U0090,P029,2024-05-11,2.0,53900
PU003413,U0090,P091,2024-03-03,5.0,41000
PU003414,U0090,P084,2024-09-06,5.0,27600
PU003415,U0090,P009,2024-07-26,4.0,194700
PU003416,U0090,P083,2024-06-11,5.0,38800
PU003417,U0090,P094,2024-01-21,5.0,44300
PU003418,U0090,P018,2024-06-27,3.0,74500
PU003419,U0090,P082,2024-07-27,4.0,41800
PU003420,U0090,P098,2024-11-24,3.0,23900
PU003421,U0090,P086,2024-11-10,4.0,53200
PU003422,U0090,P087,2024-04-09,5.0,25100
PU003423,U0090,P043,2024-09-18,3.0,19700
PU003424,U0090,P091,2024-01-30,3.0,37700
PU003425,U0090,P090,2024-06-16,,25800
PU003426,U0090,P091,2024-05-12,5.0,48700
PU003427,U0090,P050,2024-07-27,4.0,36700
PU003428,U0090,P088,2024-10-02,4.0,8400
PU003429,U0090,P100,2024-09-03,3.0,24800
PU003430,U0090,P085,2024-09-29,4.0,49200
PU003431,U0090,P087,2024-04-23,4.0,26500
PU003432,U0090,P081,2024-02-28,4.0,25000
PU003433,U0090,P088,2024-10-25,4.0,8100
PU003434,U0090,P096,2024-01-06,5.0,48900
PU003435,U0090,P060,2024-12-10,4.0,32100
PU003436,U0090,P081,2024-07-02,3.0,25000
PU003437,U0090,P051,2024-05-22,,10700
PU003438,U0090,P055,2024-04-08,3.0,22900
PU003439,U0090,P081,2024-09-12,,21700
PU003440,U0090,P006,2024-07-24,2.0,142700
PU003441,U0090,P052,2024-06-28,3.0,48300
PU003442,U0090,P085,2024-10-18,5.0,58200
PU003443,U0090,P094,2024-09-04,5.0,48900
PU003444,U0090,P031,2024-04-14,3.0,28100
PU003445,U0090,P088,2024-07-16,4.0,8300
PU003446,U0090,P091,2024-01-19,5.0,42700
PU003447,U0090,P014,2024-05-17,,33900
PU003448,U0090,P097,2024-10-15,,14900
PU003449,U0090,P075,2024-09-23,3.0,8300
PU003450,U0090,P080,2024-04-08,2.0,62200
PU003451,U0090,P053,2024-08-22,,31100
PU003452,U0090,P084,2024-09-20,5.0,27300
PU003453,U0090,P081,2024-08-18,4.0,24200
PU003454,U0090,P081,2024-10-09,5.0,20100
PU003455,U0090,P082,2024-05-06,5.0,39800
PU003456,U0090,P097,2024-06-24,5.0,14900
PU003457,U0090,P091,2024-01-21,4.0,38800
PU003458,U0090,P082,2024-05-11,5.0,40700
PU003459,U0090,P028,2024-01-02,5.0,55800
PU003460,U0090,P055,2024-08-12,2.0,22800
PU003461,U0090,P083,2024-09-03,4.0,38800
PU003462,U0090,P001,2024-04-17,3.0,276500
PU003463,U0090,P091,2024-09-08,5.0,37300
PU003464,U0090,P092,2024-06-12,,62800
PU003465,U0090,P003,2024-09-03,4.0,87900
PU003466,U0090,P090,2024-03-20,,29200
PU003467,U0091,P042,2024-09-02,5.0,10500
PU003468,U0091,P088,2024-12-04,5.0,8400
PU003469,U0091,P067,2024-04-04,3.0,69800
PU003470,U0091,P049,2024-07-06,4.0,29400
